Feature;Filter Size;Filter Bit;PCA;SVM Kernel;SVM C;Acc
MTCD-BSIF;15x15;5;0,4;rbf;10;96,458 ± 0,988
MTCD-BSIF;15x15;5;0,4;rbf;100;96,458 ± 1,405
MTCD-BSIF;17x17;11;0,2;rbf;100;96,458 ± 1,405
MTCD-BSIF;17x17;11;0,2;rbf;10;96,458 ± 1,405
MTCD-BSIF;13x13;9;N/A;poly;1;96,406 ± 1,236
MTCD-BSIF;15x15;7;0,2;linear;100;96,406 ± 0,924
MTCD-BSIF;15x15;7;0,2;linear;10;96,406 ± 0,924
MTCD-BSIF;15x15;10;0,8;rbf;1;96,406 ± 0,901
MTCD-BSIF;15x15;10;0,6;rbf;1;96,406 ± 0,901
MTCD-BSIF;15x15;10;0,2;linear;1;96,406 ± 1,209
MTCD-BSIF;13x13;10;0,6;linear;10;96,406 ± 1,209
MTCD-BSIF;13x13;10;0,6;linear;100;96,406 ± 1,562
MTCD-BSIF;13x13;10;0,8;linear;10;96,354 ± 1,254
MTCD-BSIF;13x13;10;0,8;linear;100;96,354 ± 1,254
MTCD-BSIF;17x17;5;0,6;rbf;10;96,354 ± 1,338
MTCD-BSIF;17x17;5;0,6;rbf;100;96,354 ± 1,338
MTCD-BSIF;17x17;5;0,2;rbf;10;96,354 ± 0,937
MTCD-BSIF;17x17;5;0,2;rbf;100;96,354 ± 0,937
MTCD-BSIF;15x15;7;0,6;rbf;10;96,354 ± 1,855
MTCD-BSIF;15x15;7;0,6;rbf;100;96,302 ± 0,4
MTCD-BSIF;15x15;12;0,8;linear;100;96,25 ± 1,052
MTCD-BSIF;15x15;12;N/A;linear;10;96,25 ± 1,052
MTCD-BSIF;15x15;12;0,8;linear;1;96,25 ± 1,052
MTCD-BSIF;15x15;12;N/A;linear;100;96,25 ± 0,78
MTCD-BSIF;15x15;12;0,8;linear;10;96,25 ± 1,151
MTCD-BSIF;15x15;12;N/A;linear;1;96,25 ± 1,151
MTCD-BSIF;13x13;11;0,6;linear;1;96,25 ± 1,151
MTCD-BSIF;13x13;11;N/A;linear;1;96,25 ± 0,977
MTCD-BSIF;13x13;11;0,8;linear;1;96,25 ± 0,977
MTCD-BSIF;15x15;8;0,4;linear;10;96,198 ± 0,475
MTCD-BSIF;15x15;8;0,4;linear;100;96,198 ± 1,431
MTCD-BSIF;13x13;11;0,8;linear;10;96,198 ± 1,431
MTCD-BSIF;13x13;11;0,8;linear;100;96,198 ± 1,788
MTCD-BSIF;13x13;9;0,4;linear;10;96,198 ± 1,253
MTCD-BSIF;13x13;9;0,4;linear;100;96,198 ± 1,253
MTCD-BSIF;13x13;9;0,4;linear;1;96,146 ± 1,183
MTCD-BSIF;15x15;5;N/A;linear;100;96,146 ± 1,183
MTCD-BSIF;15x15;5;N/A;linear;10;96,042 ± 1,524
MTCD-BSIF;13x13;10;N/A;linear;100;96,042 ± 1,206
MTCD-BSIF;13x13;10;N/A;linear;10;95,938 ± 1,417
MTCD-BSIF;15x15;5;0,4;linear;10;95,938 ± 1,417
MTCD-BSIF;15x15;5;0,4;linear;100;95,938 ± 1,417
MTCD-BSIF;17x17;6;0,2;rbf;1;95,938 ± 1,708
MTCD-BSIF;13x13;11;0,6;rbf;10;95,885 ± 1,106
MTCD-BSIF;13x13;11;0,8;rbf;100;95,885 ± 1,066
MTCD-BSIF;13x13;11;0,8;rbf;10;95,885 ± 1,066
MTCD-BSIF;13x13;11;0,6;rbf;100;95,885 ± 1,369
MTCD-BSIF;13x13;7;N/A;linear;10;95,885 ± 1,369
MTCD-BSIF;13x13;7;N/A;linear;100;95,833 ± 1,284
MTCD-BSIF;15x15;6;0,8;linear;100;95,833 ± 1,284
MTCD-BSIF;15x15;6;0,8;linear;10;95,781 ± 1,2
MTCD-BSIF;15x15;6;N/A;linear;100;95,729 ± 1,401
MTCD-BSIF;15x15;6;0,6;linear;10;95,677 ± 1,582
MTCD-BSIF;15x15;6;N/A;linear;10;95,677 ± 1,582
MTCD-BSIF;15x15;6;0,6;linear;100;95,677 ± 1,582
MTCD-BSIF;17x17;11;0,2;linear;100;95,677 ± 1,582
MTCD-BSIF;17x17;11;0,2;linear;10;95,625 ± 2,301
MTCD-BSIF;15x15;6;N/A;rbf;100;95,625 ± 1,517
MTCD-BSIF;15x15;7;0,8;rbf;100;95,573 ± 2,293
MTCD-BSIF;15x15;7;0,4;rbf;100;95,573 ± 0,173
MTCD-BSIF;15x15;7;0,8;rbf;10;95,573 ± 1,416
MTCD-BSIF;15x15;7;0,4;rbf;10;95,521 ± 1,254
MTCD-BSIF;15x15;12;0,4;linear;100;95,521 ± 1,297
MTCD-BSIF;15x15;12;0,4;linear;10;95,469 ± 1,126
MTCD-BSIF;15x15;8;0,4;rbf;10;95,417 ± 2,068
MTCD-BSIF;15x15;8;0,4;rbf;100;95,365 ± 1,353
MTCD-BSIF;13x13;11;0,6;linear;10;95,312 ± 1,237
MTCD-BSIF;13x13;11;N/A;linear;100;95,312 ± 2,322
MTCD-BSIF;13x13;11;N/A;linear;10;95,312 ± 1,676
MTCD-BSIF;13x13;11;0,6;linear;100;95,26 ± 1,446
MTCD-BSIF;13x13;11;N/A;rbf;10;95,26 ± 2,207
MTCD-BSIF;13x13;11;N/A;rbf;100;95,26 ± 1,296
MTCD-BSIF;15x15;9;0,2;linear;1;95,26 ± 1,296
MTCD-BSIF;15x15;10;0,4;rbf;1;95,208 ± 1,197
MTCD-BSIF;13x13;10;0,6;linear;1;95,208 ± 0,39
MTCD-BSIF;13x13;10;0,4;linear;1;95,208 ± 1,276
MTCD-BSIF;13x13;10;0,8;linear;1;95,208 ± 1,093
MTCD-BSIF;13x13;10;N/A;linear;1;95,156 ± 1,287
MTCD-BSIF;15x15;5;0,8;linear;100;95,156 ± 1,076
MTCD-BSIF;15x15;5;0,8;linear;10;95,156 ± 1,287
MTCD-BSIF;15x15;9;0,6;rbf;1;95,156 ± 2,157
MTCD-BSIF;15x15;9;0,8;rbf;1;95,156 ± 1,596
MTCD-BSIF;13x13;11;0,4;linear;100;95,156 ± 1,596
MTCD-BSIF;13x13;11;0,4;linear;10;95,156 ± 1,596
MTCD-BSIF;15x15;5;0,6;linear;10;95,156 ± 1,025
MTCD-BSIF;15x15;5;0,6;linear;100;95,156 ± 1,025
MTCD-BSIF;13x13;7;N/A;rbf;10;95,104 ± 1,237
MTCD-BSIF;17x17;5;0,8;rbf;1;95,104 ± 2,227
MTCD-BSIF;17x17;5;0,6;rbf;1;95,104 ± 1,047
MTCD-BSIF;15x15;6;0,4;linear;10;95,104 ± 1,047
MTCD-BSIF;15x15;6;0,4;linear;100;95,104 ± 0,521
MTCD-BSIF;15x15;5;0,8;rbf;10;95,104 ± 1,322
MTCD-BSIF;15x15;5;0,8;rbf;100;95,104 ± 1,322
MTCD-BSIF;15x15;6;0,6;rbf;10;95,104 ± 1,219
MTCD-BSIF;15x15;6;0,6;rbf;100;95,104 ± 1,219
MTCD-BSIF;17x17;12;0,4;rbf;1;95,104 ± 1,305
MTCD-BSIF;15x15;6;N/A;rbf;10;95,104 ± 1,067
MTCD-BSIF;17x17;11;0,2;linear;1;95,052 ± 1,727
MTCD-BSIF;17x17;12;0,8;rbf;1;95,052 ± 1,035
MTCD-BSIF;13x13;7;N/A;linear;1;95,052 ± 1,848
MTCD-BSIF;15x15;9;0,4;rbf;1;95,052 ± 1,848
MTCD-BSIF;15x15;12;0,4;linear;1;95,052 ± 1,173
MTCD-BSIF;13x13;10;0,8;rbf;10;95 ± 1,132
MTCD-BSIF;13x13;10;0,8;rbf;100;95 ± 1,132
MTCD-BSIF;13x13;10;0,6;rbf;100;94,948 ± 1,2
MTCD-BSIF;13x13;10;0,4;rbf;100;94,948 ± 2,172
MTCD-BSIF;13x13;10;0,6;rbf;10;94,948 ± 2,172
MTCD-BSIF;13x13;10;0,4;rbf;10;94,948 ± 1,701
MTCD-BSIF;17x17;10;0,2;rbf;1;94,948 ± 1,701
MTCD-BSIF;15x15;12;0,6;rbf;10;94,948 ± 0,97
MTCD-BSIF;15x15;12;0,6;rbf;100;94,948 ± 0,97
MTCD-BSIF;15x15;5;0,6;linear;1;94,896 ± 1,219
MTCD-BSIF;13x13;7;0,8;linear;10;94,896 ± 0,477
MTCD-BSIF;13x13;7;0,6;linear;100;94,896 ± 2,158
MTCD-BSIF;13x13;7;0,6;linear;10;94,896 ± 2,158
MTCD-BSIF;13x13;7;0,8;linear;100;94,896 ± 1,297
MTCD-BSIF;15x15;6;0,8;rbf;100;94,896 ± 1,417
MTCD-BSIF;15x15;6;0,8;rbf;10;94,896 ± 1,417
MTCD-BSIF;13x13;7;N/A;rbf;100;94,844 ± 1,836
MTCD-BSIF;17x17;5;0,4;rbf;1;94,844 ± 0,451
MTCD-BSIF;13x13;11;0,4;rbf;100;94,844 ± 1,623
MTCD-BSIF;13x13;11;0,4;rbf;10;94,792 ± 1,358
MTCD-BSIF;15x15;5;0,6;rbf;100;94,792 ± 1,358
MTCD-BSIF;15x15;5;0,6;rbf;10;94,74 ± 0,97
MTCD-BSIF;15x15;6;N/A;poly;1;94,74 ± 2,27
MTCD-BSIF;13x13;7;0,8;linear;1;94,74 ± 2,27
MTCD-BSIF;13x13;11;0,4;linear;1;94,74 ± 0,798
MTCD-BSIF;17x17;12;0,6;rbf;1;94,74 ± 1,312
MTCD-BSIF;15x15;5;N/A;linear;1;94,74 ± 1,312
MTCD-BSIF;15x15;5;0,8;linear;1;94,74 ± 1,312
MTCD-BSIF;15x15;12;0,8;rbf;10;94,74 ± 1,312
MTCD-BSIF;15x15;12;0,8;rbf;100;94,688 ± 1,183
MTCD-BSIF;15x15;6;0,4;rbf;10;94,688 ± 1,549
MTCD-BSIF;15x15;6;0,4;rbf;100;94,635 ± 1,209
MTCD-BSIF;15x15;5;0,4;linear;1;94,635 ± 1,066
MTCD-BSIF;15x15;11;0,2;rbf;10;94,635 ± 0,681
MTCD-BSIF;15x15;11;0,2;rbf;100;94,635 ± 1,669
MTCD-BSIF;15x15;7;0,2;rbf;10;94,635 ± 1,329
MTCD-BSIF;15x15;7;0,2;rbf;100;94,635 ± 2,665
MTCD-BSIF;17x17;5;0,2;rbf;1;94,635 ± 2,804
MTCD-BSIF;13x13;6;N/A;linear;10;94,583 ± 0,39
MTCD-BSIF;13x13;6;0,8;linear;100;94,583 ± 2,094
MTCD-BSIF;13x13;6;0,8;linear;10;94,583 ± 2,094
MTCD-BSIF;13x13;6;N/A;linear;100;94,583 ± 1,712
MTCD-BSIF;13x13;6;N/A;rbf;10;94,583 ± 1,712
MTCD-BSIF;13x13;6;N/A;poly;10;94,531 ± 2,557
MTCD-BSIF;13x13;6;N/A;poly;100;94,531 ± 1,066
MTCD-BSIF;13x13;7;0,4;linear;100;94,531 ± 0,596
MTCD-BSIF;13x13;7;0,4;linear;10;94,531 ± 1,209
MTCD-BSIF;11x11;10;0,6;linear;100;94,531 ± 1,209
MTCD-BSIF;11x11;10;0,6;linear;10;94,479 ± 1,447
MTCD-BSIF;13x13;9;0,8;rbf;10;94,427 ± 1,377
MTCD-BSIF;13x13;9;0,8;rbf;100;94,427 ± 1,377
MTCD-BSIF;13x13;5;N/A;rbf;10;94,427 ± 1,866
MTCD-BSIF;13x13;11;N/A;poly;1;94,427 ± 0,825
MTCD-BSIF;13x13;11;N/A;poly;100;94,427 ± 0,992
MTCD-BSIF;13x13;11;N/A;poly;10;94,427 ± 1,951
MTCD-BSIF;11x11;9;N/A;rbf;10;94,427 ± 1,951
MTCD-BSIF;11x11;9;N/A;rbf;100;94,427 ± 1,135
MTCD-BSIF;13x13;8;N/A;rbf;10;94,427 ± 1,182
MTCD-BSIF;13x13;8;N/A;rbf;100;94,427 ± 1,812
MTCD-BSIF;13x13;6;0,6;linear;10;94,375 ± 2,16
MTCD-BSIF;13x13;6;0,6;linear;100;94,375 ± 1,072
MTCD-BSIF;13x13;6;N/A;rbf;100;94,375 ± 1,093
MTCD-BSIF;15x15;12;0,4;rbf;100;94,375 ± 1,093
MTCD-BSIF;15x15;12;0,4;rbf;10;94,375 ± 2,935
MTCD-BSIF;13x13;7;0,6;linear;1;94,375 ± 1,466
MTCD-BSIF;17x17;7;0,2;rbf;1;94,323 ± 2,157
MTCD-BSIF;15x15;6;0,6;linear;1;94,323 ± 1,003
MTCD-BSIF;15x15;6;0,8;linear;1;94,323 ± 1,72
MTCD-BSIF;15x15;6;N/A;linear;1;94,271 ± 2,502
MTCD-BSIF;13x13;5;N/A;poly;10;94,271 ± 2,502
MTCD-BSIF;13x13;5;N/A;poly;100;94,271 ± 1,078
MTCD-BSIF;13x13;9;0,6;rbf;10;94,271 ± 1,078
MTCD-BSIF;13x13;9;0,6;rbf;100;94,271 ± 2,874
MTCD-BSIF;13x13;5;N/A;linear;1;94,271 ± 1,288
MTCD-BSIF;11x11;10;0,8;linear;10;94,219 ± 1,145
MTCD-BSIF;11x11;10;N/A;linear;100;94,219 ± 2,536
MTCD-BSIF;11x11;10;0,8;linear;100;94,219 ± 2,536
MTCD-BSIF;11x11;10;N/A;linear;10;94,219 ± 2,847
MTCD-BSIF;15x15;11;0,2;linear;100;94,167 ± 1,031
MTCD-BSIF;15x15;11;0,2;linear;10;94,167 ± 1,031
MTCD-BSIF;13x13;8;N/A;poly;100;94,167 ± 1,031
MTCD-BSIF;13x13;8;N/A;poly;10;94,167 ± 2,656
MTCD-BSIF;13x13;8;0,6;rbf;100;94,167 ± 2,656
MTCD-BSIF;13x13;8;0,8;rbf;10;94,167 ± 1,366
MTCD-BSIF;13x13;8;0,6;rbf;10;94,115 ± 2,869
MTCD-BSIF;13x13;8;0,8;rbf;100;94,115 ± 2,869
MTCD-BSIF;13x13;5;0,4;linear;100;94,115 ± 1,353
MTCD-BSIF;13x13;5;0,4;linear;10;94,062 ± 2,528
MTCD-BSIF;13x13;7;0,6;rbf;10;94,062 ± 2,528
MTCD-BSIF;13x13;7;0,6;rbf;100;94,062 ± 1,005
MTCD-BSIF;13x13;7;0,8;rbf;100;94,062 ± 1,534
MTCD-BSIF;13x13;7;0,8;rbf;10;94,062 ± 2,654
MTCD-BSIF;13x13;12;N/A;linear;10;94,062 ± 2,654
MTCD-BSIF;13x13;12;N/A;linear;1;94,062 ± 1,534
MTCD-BSIF;13x13;12;N/A;linear;100;94,062 ± 2,364
MTCD-BSIF;15x15;8;0,6;rbf;1;94,062 ± 2,364
MTCD-BSIF;15x15;8;0,8;rbf;1;94,062 ± 1,783
MTCD-BSIF;13x13;6;N/A;poly;1;94,062 ± 1,783
MTCD-BSIF;17x17;10;N/A;rbf;1;94,062 ± 1,783
MTCD-BSIF;17x17;12;0,2;rbf;10;94,062 ± 0,521
MTCD-BSIF;17x17;12;0,2;rbf;100;94,062 ± 2,188
MTCD-BSIF;15x15;7;0,2;linear;1;94,062 ± 2,188
MTCD-BSIF;13x13;5;N/A;poly;1;94,062 ± 1,696
MTCD-BSIF;17x17;11;0,2;rbf;1;94,062 ± 1,59
MTCD-BSIF;17x17;8;0,2;rbf;1;94,01 ± 1,534
MTCD-BSIF;13x13;7;0,4;rbf;100;94,01 ± 3,275
MTCD-BSIF;13x13;7;0,4;rbf;10;94,01 ± 3,275
MTCD-BSIF;15x15;5;0,2;linear;10;94,01 ± 2,911
MTCD-BSIF;15x15;5;0,2;linear;100;94,01 ± 2,892
MTCD-BSIF;13x13;5;N/A;rbf;100;94,01 ± 2,892
MTCD-BSIF;13x13;9;0,4;rbf;10;94,01 ± 0,475
MTCD-BSIF;13x13;9;0,4;rbf;100;94,01 ± 2,386
MTCD-BSIF;15x15;8;0,2;rbf;100;94,01 ± 2,26
MTCD-BSIF;15x15;8;0,2;rbf;10;94,01 ± 2,57
MTCD-BSIF;13x13;12;0,8;linear;100;94,01 ± 2,57
MTCD-BSIF;13x13;12;0,8;linear;10;94,01 ± 1,329
MTCD-BSIF;13x13;12;0,8;linear;1;94,01 ± 1,454
MTCD-BSIF;13x13;10;0,6;rbf;1;94,01 ± 1,714
MTCD-BSIF;13x13;12;0,6;linear;10;94,01 ± 3,053
MTCD-BSIF;13x13;12;0,6;linear;100;93,958 ± 3,301
MTCD-BSIF;13x13;8;0,8;linear;10;93,958 ± 3,301
MTCD-BSIF;13x13;8;0,8;linear;100;93,958 ± 1,259
MTCD-BSIF;15x15;6;0,4;linear;1;93,958 ± 2,539
MTCD-BSIF;13x13;5;N/A;linear;10;93,958 ± 2,539
MTCD-BSIF;13x13;5;N/A;linear;100;93,958 ± 1,122
MTCD-BSIF;13x13;10;0,4;rbf;1;93,958 ± 1,122
MTCD-BSIF;13x13;10;0,8;rbf;1;93,958 ± 1,358
MTCD-BSIF;13x13;5;0,8;linear;10;93,906 ± 2,869
MTCD-BSIF;13x13;5;0,8;linear;100;93,906 ± 2,869
MTCD-BSIF;13x13;5;0,4;linear;1;93,906 ± 2,869
MTCD-BSIF;13x13;12;0,6;linear;1;93,906 ± 1,776
MTCD-BSIF;13x13;5;0,6;linear;100;93,906 ± 1,758
MTCD-BSIF;13x13;5;0,6;linear;10;93,854 ± 1,078
MTCD-BSIF;13x13;5;0,8;linear;1;93,854 ± 2,285
MTCD-BSIF;11x11;7;N/A;poly;10;93,854 ± 2,524
MTCD-BSIF;11x11;7;N/A;poly;100;93,854 ± 2,524
MTCD-BSIF;11x11;9;N/A;linear;100;93,854 ± 3,024
MTCD-BSIF;11x11;9;0,8;linear;100;93,854 ± 1,37
MTCD-BSIF;11x11;9;0,8;linear;10;93,854 ± 1,562
MTCD-BSIF;11x11;9;N/A;linear;10;93,802 ± 2,011
MTCD-BSIF;13x13;6;0,8;linear;1;93,802 ± 1,788
MTCD-BSIF;13x13;6;N/A;linear;1;93,802 ± 1,788
MTCD-BSIF;13x13;8;0,6;linear;100;93,802 ± 1,788
MTCD-BSIF;13x13;8;0,6;linear;10;93,802 ± 0,451
MTCD-BSIF;11x11;7;N/A;poly;1;93,802 ± 1,469
MTCD-BSIF;13x13;6;0,6;linear;1;93,802 ± 1,469
MTCD-BSIF;11x11;9;N/A;linear;1;93,75 ± 2,407
MTCD-BSIF;13x13;8;N/A;linear;10;93,75 ± 3,001
MTCD-BSIF;13x13;8;N/A;linear;100;93,75 ± 3,001
MTCD-BSIF;11x11;10;N/A;rbf;10;93,75 ± 2,556
MTCD-BSIF;11x11;10;N/A;rbf;100;93,75 ± 2,556
MTCD-BSIF;15x15;11;0,8;rbf;1;93,75 ± 2,556
MTCD-BSIF;15x15;11;0,6;rbf;1;93,698 ± 0,825
MTCD-BSIF;13x13;8;N/A;poly;1;93,646 ± 0,699
MTCD-BSIF;15x15;7;0,8;rbf;1;93,646 ± 1,604
MTCD-BSIF;15x15;7;0,6;rbf;1;93,646 ± 1,322
MTCD-BSIF;15x15;7;0,4;rbf;1;93,646 ± 0,814
MTCD-BSIF;13x13;5;0,6;linear;1;93,646 ± 0,814
MTCD-BSIF;13x13;6;0,4;linear;100;93,594 ± 1,126
MTCD-BSIF;13x13;6;0,4;linear;10;93,594 ± 0,757
MTCD-BSIF;11x11;10;N/A;linear;1;93,594 ± 0,757
MTCD-BSIF;11x11;10;0,6;linear;1;93,594 ± 0,771
MTCD-BSIF;11x11;10;0,8;linear;1;93,594 ± 0,771
MTCD-BSIF;13x13;12;N/A;poly;10;93,594 ± 1,623
MTCD-BSIF;13x13;12;N/A;poly;1;93,594 ± 1,623
MTCD-BSIF;13x13;12;N/A;poly;100;93,594 ± 1,623
MTCD-BSIF;13x13;12;N/A;rbf;100;93,542 ± 3,426
MTCD-BSIF;13x13;12;N/A;rbf;10;93,542 ± 3,426
MTCD-BSIF;13x13;9;0,8;rbf;1;93,542 ± 2,057
MTCD-BSIF;11x11;9;N/A;poly;10;93,542 ± 2,057
MTCD-BSIF;11x11;9;N/A;poly;100;93,542 ± 1,342
MTCD-BSIF;11x11;7;N/A;rbf;100;93,49 ± 1,512
MTCD-BSIF;11x11;7;N/A;rbf;10;93,438 ± 3,078
MTCD-BSIF;13x13;7;0,4;linear;1;93,438 ± 3,078
MTCD-BSIF;15x15;11;0,4;rbf;1;93,438 ± 3,078
MTCD-BSIF;15x15;5;0,2;rbf;100;93,438 ± 1,432
MTCD-BSIF;15x15;5;0,2;rbf;10;93,438 ± 2,963
MTCD-BSIF;15x15;8;0,4;rbf;1;93,438 ± 1,183
MTCD-BSIF;13x13;12;0,4;linear;100;93,438 ± 1,721
MTCD-BSIF;13x13;12;0,4;linear;10;93,438 ± 1,843
MTCD-BSIF;15x15;10;0,2;rbf;1;93,385 ± 3,472
MTCD-BSIF;13x13;8;0,4;rbf;100;93,385 ± 3,472
MTCD-BSIF;13x13;8;0,4;rbf;10;93,385 ± 2,959
MTCD-BSIF;13x13;10;0,2;rbf;100;93,385 ± 2,959
MTCD-BSIF;13x13;10;0,2;rbf;10;93,385 ± 1,555
MTCD-BSIF;11x11;9;0,6;linear;10;93,333 ± 1,224
MTCD-BSIF;11x11;9;0,6;linear;100;93,333 ± 3,366
MTCD-BSIF;11x11;9;N/A;poly;1;93,333 ± 3,366
MTCD-BSIF;17x17;9;N/A;rbf;1;93,281 ± 0,757
MTCD-BSIF;11x11;9;0,8;linear;1;93,281 ± 2,69
MTCD-BSIF;15x15;5;0,2;linear;1;93,281 ± 2,69
MTCD-BSIF;17x17;11;N/A;rbf;1;93,281 ± 2,331
MTCD-BSIF;13x13;10;0,2;linear;1;93,281 ± 1,695
MTCD-BSIF;13x13;9;0,6;rbf;1;93,281 ± 1,866
MTCD-BSIF;13x13;11;0,8;rbf;1;93,229 ± 2,926
MTCD-BSIF;13x13;11;0,6;rbf;1;93,229 ± 2,926
MTCD-BSIF;15x15;8;0,2;linear;1;93,229 ± 2,012
MTCD-BSIF;15x15;8;0,2;linear;100;93,229 ± 1,63
MTCD-BSIF;15x15;8;0,2;linear;10;93,177 ± 1,663
MTCD-BSIF;11x11;10;N/A;poly;10;93,125 ± 1,112
MTCD-BSIF;11x11;10;N/A;poly;1;93,125 ± 3,183
MTCD-BSIF;11x11;10;N/A;poly;100;93,125 ± 3,183
MTCD-BSIF;11x11;9;0,6;rbf;10;93,125 ± 1,358
MTCD-BSIF;11x11;9;0,8;rbf;100;93,125 ± 0,571
MTCD-BSIF;11x11;9;0,8;rbf;10;93,125 ± 0,78
MTCD-BSIF;11x11;9;0,6;rbf;100;93,073 ± 1,287
MTCD-BSIF;13x13;8;N/A;linear;1;93,073 ± 3,229
MTCD-BSIF;13x13;6;0,4;linear;1;93,073 ± 1,643
MTCD-BSIF;15x15;11;0,2;linear;1;93,073 ± 0,697
MTCD-BSIF;15x15;5;0,4;rbf;1;93,021 ± 3,099
MTCD-BSIF;11x11;11;0,6;linear;100;93,021 ± 3,099
MTCD-BSIF;11x11;11;0,6;linear;10;93,021 ± 1,297
MTCD-BSIF;13x13;6;0,6;rbf;100;93,021 ± 1,297
MTCD-BSIF;13x13;6;0,6;rbf;10;93,021 ± 0,89
MTCD-BSIF;11x11;7;0,8;linear;10;93,021 ± 0,983
MTCD-BSIF;11x11;7;N/A;linear;100;93,021 ± 3,246
MTCD-BSIF;11x11;7;0,6;linear;10;93,021 ± 1,59
MTCD-BSIF;11x11;7;0,8;linear;100;93,021 ± 1,506
MTCD-BSIF;11x11;7;N/A;linear;10;92,969 ± 2,09
MTCD-BSIF;11x11;7;0,6;linear;100;92,969 ± 0,901
MTCD-BSIF;11x11;9;0,4;rbf;10;92,969 ± 2,62
MTCD-BSIF;11x11;9;0,4;rbf;100;92,969 ± 2,62
MTCD-BSIF;15x15;12;0,6;rbf;1;92,969 ± 2,121
MTCD-BSIF;15x15;12;0,8;rbf;1;92,969 ± 2,121
MTCD-BSIF;13x13;8;0,8;linear;1;92,969 ± 1,906
MTCD-BSIF;11x11;8;0,8;linear;10;92,969 ± 1,695
MTCD-BSIF;11x11;8;N/A;linear;100;92,917 ± 1,6
MTCD-BSIF;11x11;8;0,8;linear;100;92,917 ± 3,065
MTCD-BSIF;11x11;8;N/A;linear;10;92,917 ± 3,065
MTCD-BSIF;11x11;9;0,6;linear;1;92,917 ± 0,977
MTCD-BSIF;13x13;6;0,8;rbf;100;92,917 ± 1,451
MTCD-BSIF;13x13;6;0,8;rbf;10;92,865 ± 1,035
MTCD-BSIF;11x11;10;0,4;linear;10;92,865 ± 1,253
MTCD-BSIF;11x11;10;0,4;linear;100;92,865 ± 1,377
MTCD-BSIF;15x15;6;0,4;rbf;1;92,865 ± 1,377
MTCD-BSIF;13x13;12;0,4;linear;1;92,865 ± 1,491
MTCD-BSIF;13x13;5;0,6;rbf;100;92,812 ± 2,706
MTCD-BSIF;13x13;5;0,6;rbf;10;92,812 ± 1,401
MTCD-BSIF;15x15;12;0,2;linear;10;92,812 ± 0,983
MTCD-BSIF;15x15;12;0,2;linear;100;92,812 ± 1,432
MTCD-BSIF;15x15;5;0,8;rbf;1;92,812 ± 1,946
MTCD-BSIF;15x15;5;0,6;rbf;1;92,76 ± 2,132
MTCD-BSIF;11x11;11;N/A;linear;10;92,76 ± 2,515
MTCD-BSIF;11x11;11;0,8;linear;10;92,76 ± 1,782
MTCD-BSIF;11x11;11;N/A;linear;100;92,708 ± 3,217
MTCD-BSIF;11x11;11;0,8;linear;100;92,708 ± 2,556
MTCD-BSIF;11x11;7;0,4;rbf;100;92,708 ± 2,556
MTCD-BSIF;11x11;7;0,4;rbf;10;92,708 ± 1,293
MTCD-BSIF;11x11;7;0,4;linear;10;92,656 ± 2,064
MTCD-BSIF;11x11;7;0,4;linear;100;92,656 ± 1,928
MTCD-BSIF;13x13;10;0,2;linear;10;92,656 ± 1,337
MTCD-BSIF;13x13;10;0,2;linear;100;92,604 ± 2,168
MTCD-BSIF;13x13;11;0,4;rbf;1;92,604 ± 2,168
MTCD-BSIF;11x11;8;0,6;linear;100;92,604 ± 2,579
MTCD-BSIF;11x11;8;0,6;linear;10;92,552 ± 0,913
MTCD-BSIF;13x13;8;0,6;linear;1;92,552 ± 1,454
MTCD-BSIF;11x11;11;N/A;rbf;100;92,552 ± 1,454
MTCD-BSIF;9x9;7;N/A;rbf;100;92,552 ± 2,453
MTCD-BSIF;11x11;10;0,8;rbf;10;92,552 ± 0,614
MTCD-BSIF;11x11;10;0,6;rbf;100;92,552 ± 2,484
MTCD-BSIF;11x11;10;0,8;rbf;100;92,552 ± 1,745
MTCD-BSIF;11x11;10;0,6;rbf;10;92,552 ± 1,519
MTCD-BSIF;9x9;7;N/A;rbf;10;92,5 ± 3,369
MTCD-BSIF;15x15;6;0,8;rbf;1;92,5 ± 3,369
MTCD-BSIF;15x15;6;0,6;rbf;1;92,5 ± 3,369
MTCD-BSIF;7x7;5;N/A;rbf;100;92,5 ± 3,433
MTCD-BSIF;13x13;5;0,8;rbf;100;92,5 ± 3,433
MTCD-BSIF;13x13;5;0,8;rbf;10;92,5 ± 0,988
MTCD-BSIF;11x11;9;0,4;linear;100;92,5 ± 1,39
MTCD-BSIF;11x11;9;0,4;linear;10;92,5 ± 1,259
MTCD-BSIF;15x15;12;0,2;linear;1;92,5 ± 1,982
MTCD-BSIF;11x11;8;N/A;poly;100;92,5 ± 1,982
MTCD-BSIF;11x11;8;N/A;poly;10;92,448 ± 3,771
MTCD-BSIF;11x11;8;N/A;poly;1;92,448 ± 2
MTCD-BSIF;11x11;7;0,8;rbf;10;92,448 ± 1,461
MTCD-BSIF;11x11;7;0,8;rbf;100;92,448 ± 1,967
MTCD-BSIF;11x11;7;0,6;rbf;10;92,448 ± 1,431
MTCD-BSIF;11x11;7;0,6;rbf;100;92,396 ± 3,127
MTCD-BSIF;13x13;9;0,4;rbf;1;92,396 ± 3,127
MTCD-BSIF;17x17;12;N/A;rbf;1;92,396 ± 2,232
MTCD-BSIF;17x17;7;0,8;sigmoid;10;92,396 ± 2,441
