Feature;Filter Size;Filter Bit;PCA;SVM Kernel;SVM C;Acc
MTCD-BSIF;17x17;12;0,8;linear;100;98,958 ± 0,39
MTCD-BSIF;17x17;8;N/A;poly;100;98,958 ± 0,442
MTCD-BSIF;17x17;8;N/A;poly;1;98,958 ± 0,442
MTCD-BSIF;17x17;8;N/A;poly;10;98,906 ± 0,785
MTCD-BSIF;17x17;9;0,4;linear;1;98,906 ± 0,785
MTCD-BSIF;17x17;9;0,4;linear;10;98,906 ± 0,426
MTCD-BSIF;17x17;9;0,4;linear;100;98,906 ± 0,497
MTCD-BSIF;15x15;9;N/A;poly;100;98,906 ± 0,372
MTCD-BSIF;15x15;9;0,6;linear;1;98,906 ± 0,372
MTCD-BSIF;15x15;9;0,6;linear;10;98,854 ± 0,758
MTCD-BSIF;15x15;9;N/A;poly;1;98,854 ± 0,758
MTCD-BSIF;15x15;9;N/A;poly;10;98,854 ± 0,758
MTCD-BSIF;15x15;9;0,6;linear;100;98,854 ± 0,758
MTCD-BSIF;17x17;6;N/A;rbf;100;98,854 ± 0,376
MTCD-BSIF;17x17;6;N/A;rbf;10;98,802 ± 0,227
MTCD-BSIF;17x17;11;N/A;poly;100;98,802 ± 0,271
MTCD-BSIF;17x17;11;N/A;poly;1;98,802 ± 0,271
MTCD-BSIF;17x17;11;N/A;poly;10;98,802 ± 0,342
MTCD-BSIF;17x17;8;0,8;linear;1;98,802 ± 0,342
MTCD-BSIF;17x17;8;N/A;linear;10;98,802 ± 0,308
MTCD-BSIF;17x17;8;0,6;linear;1;98,802 ± 0,308
MTCD-BSIF;17x17;8;N/A;linear;100;98,802 ± 0,4
MTCD-BSIF;17x17;8;0,8;linear;10;98,802 ± 0,173
MTCD-BSIF;17x17;8;0,6;linear;100;98,802 ± 0,271
MTCD-BSIF;17x17;8;0,6;linear;10;98,75 ± 0,765
MTCD-BSIF;17x17;8;N/A;linear;1;98,75 ± 0,765
MTCD-BSIF;17x17;8;0,8;linear;100;98,75 ± 0,846
MTCD-BSIF;17x17;8;N/A;rbf;10;98,75 ± 0,737
MTCD-BSIF;17x17;8;N/A;rbf;100;98,75 ± 0,737
MTCD-BSIF;17x17;11;0,6;linear;1;98,75 ± 0,466
MTCD-BSIF;15x15;10;N/A;linear;100;98,75 ± 0,466
MTCD-BSIF;15x15;10;0,8;linear;100;98,75 ± 0,255
MTCD-BSIF;15x15;10;0,8;linear;10;98,75 ± 0,442
MTCD-BSIF;15x15;10;N/A;linear;10;98,75 ± 0,39
MTCD-BSIF;17x17;10;0,4;linear;1;98,75 ± 0,39
MTCD-BSIF;17x17;10;0,4;linear;100;98,75 ± 0,39
MTCD-BSIF;17x17;10;0,4;linear;10;98,698 ± 0,864
MTCD-BSIF;15x15;9;0,8;linear;1;98,698 ± 0,665
MTCD-BSIF;15x15;9;0,8;linear;100;98,698 ± 0,665
MTCD-BSIF;15x15;9;N/A;linear;10;98,698 ± 0,742
MTCD-BSIF;15x15;9;0,8;linear;10;98,698 ± 0,742
MTCD-BSIF;15x15;9;N/A;linear;1;98,698 ± 0,648
MTCD-BSIF;15x15;9;N/A;linear;100;98,698 ± 0,648
MTCD-BSIF;17x17;11;0,8;linear;10;98,698 ± 0,648
MTCD-BSIF;17x17;11;N/A;linear;100;98,698 ± 0,539
MTCD-BSIF;17x17;11;N/A;linear;10;98,698 ± 0,539
MTCD-BSIF;17x17;11;0,8;linear;100;98,698 ± 0,539
MTCD-BSIF;17x17;11;0,6;linear;100;98,698 ± 0,09
MTCD-BSIF;17x17;11;0,6;linear;10;98,698 ± 0,372
MTCD-BSIF;15x15;10;N/A;poly;100;98,698 ± 0,372
MTCD-BSIF;15x15;10;N/A;poly;10;98,698 ± 0,475
MTCD-BSIF;17x17;8;0,4;linear;10;98,698 ± 0,475
MTCD-BSIF;17x17;8;0,4;linear;100;98,698 ± 0,342
MTCD-BSIF;17x17;7;0,4;rbf;100;98,698 ± 0,342
MTCD-BSIF;17x17;7;0,4;rbf;10;98,646 ± 0,938
MTCD-BSIF;17x17;11;N/A;linear;1;98,646 ± 0,8
MTCD-BSIF;17x17;11;0,8;linear;1;98,646 ± 0,865
MTCD-BSIF;17x17;12;N/A;rbf;100;98,646 ± 0,865
MTCD-BSIF;17x17;12;N/A;rbf;10;98,646 ± 0,561
MTCD-BSIF;15x15;10;0,6;linear;100;98,646 ± 0,376
MTCD-BSIF;15x15;10;0,6;linear;10;98,594 ± 0,838
MTCD-BSIF;15x15;10;0,8;linear;1;98,594 ± 0,539
MTCD-BSIF;15x15;10;N/A;linear;1;98,542 ± 0,208
MTCD-BSIF;15x15;9;N/A;rbf;10;98,542 ± 0,208
MTCD-BSIF;15x15;9;N/A;rbf;100;98,542 ± 0,208
MTCD-BSIF;15x15;10;N/A;poly;1;98,542 ± 0,208
MTCD-BSIF;17x17;9;0,8;rbf;10;98,542 ± 0,531
MTCD-BSIF;17x17;9;0,6;rbf;10;98,542 ± 0,531
MTCD-BSIF;17x17;9;0,2;linear;100;98,542 ± 0,625
MTCD-BSIF;17x17;9;0,6;rbf;100;98,542 ± 0,625
MTCD-BSIF;17x17;9;0,2;linear;10;98,49 ± 0,936
MTCD-BSIF;17x17;9;0,8;rbf;100;98,49 ± 0,271
MTCD-BSIF;17x17;8;0,6;rbf;100;98,49 ± 0,271
MTCD-BSIF;17x17;8;0,6;rbf;10;98,438 ± 0,994
MTCD-BSIF;17x17;8;0,8;rbf;100;98,438 ± 0,616
MTCD-BSIF;17x17;8;0,8;rbf;10;98,438 ± 0,616
MTCD-BSIF;17x17;8;0,4;rbf;100;98,438 ± 0,699
MTCD-BSIF;17x17;8;0,4;rbf;10;98,438 ± 0,561
MTCD-BSIF;17x17;11;N/A;rbf;10;98,438 ± 0,561
MTCD-BSIF;17x17;11;N/A;rbf;100;98,385 ± 0,697
MTCD-BSIF;17x17;10;0,6;rbf;100;98,385 ± 0,697
MTCD-BSIF;17x17;10;0,6;rbf;10;98,385 ± 0,697
MTCD-BSIF;17x17;11;0,4;linear;1;98,385 ± 0,426
MTCD-BSIF;17x17;8;0,4;linear;1;98,385 ± 0,426
MTCD-BSIF;17x17;7;0,2;linear;1;98,385 ± 0,518
MTCD-BSIF;15x15;10;N/A;rbf;10;98,385 ± 0,518
MTCD-BSIF;15x15;10;N/A;rbf;100;98,385 ± 0,4
MTCD-BSIF;17x17;6;0,2;linear;1;98,385 ± 0,4
MTCD-BSIF;15x15;10;0,6;linear;1;98,385 ± 0,578
MTCD-BSIF;15x15;7;N/A;linear;100;98,385 ± 0,578
MTCD-BSIF;15x15;7;N/A;linear;10;98,385 ± 0,308
MTCD-BSIF;15x15;9;0,4;linear;1;98,385 ± 0,308
MTCD-BSIF;17x17;7;0,2;linear;100;98,385 ± 0,308
MTCD-BSIF;17x17;7;0,2;linear;10;98,385 ± 0,648
MTCD-BSIF;17x17;11;0,8;rbf;10;98,385 ± 0,648
MTCD-BSIF;17x17;11;0,8;rbf;100;98,333 ± 1,031
MTCD-BSIF;17x17;9;0,4;rbf;100;98,333 ± 0,846
MTCD-BSIF;17x17;9;0,4;rbf;10;98,333 ± 0,846
MTCD-BSIF;15x15;9;0,4;linear;10;98,333 ± 0,39
MTCD-BSIF;15x15;9;0,4;linear;100;98,333 ± 0,489
MTCD-BSIF;17x17;11;0,4;linear;10;98,281 ± 0,342
MTCD-BSIF;17x17;11;0,4;linear;100;98,281 ± 0,342
MTCD-BSIF;15x15;9;0,4;rbf;100;98,281 ± 0,596
MTCD-BSIF;15x15;9;0,4;rbf;10;98,281 ± 0,864
MTCD-BSIF;17x17;10;0,8;rbf;10;98,281 ± 0,4
MTCD-BSIF;17x17;10;0,8;rbf;100;98,281 ± 0,271
MTCD-BSIF;17x17;6;0,2;linear;10;98,281 ± 0,539
MTCD-BSIF;17x17;6;0,2;linear;100;98,281 ± 0,539
MTCD-BSIF;15x15;7;0,8;linear;10;98,229 ± 0,561
MTCD-BSIF;15x15;7;0,6;linear;10;98,229 ± 0,561
MTCD-BSIF;15x15;7;0,8;linear;100;98,229 ± 0,561
MTCD-BSIF;15x15;7;0,6;linear;100;98,229 ± 0,561
MTCD-BSIF;17x17;9;0,6;rbf;1;98,229 ± 0,561
MTCD-BSIF;17x17;12;0,4;linear;1;98,229 ± 0,786
MTCD-BSIF;17x17;12;0,4;linear;10;98,229 ± 0,786
MTCD-BSIF;17x17;12;0,4;linear;100;98,229 ± 0,561
MTCD-BSIF;17x17;11;0,6;rbf;10;98,177 ± 0,539
MTCD-BSIF;17x17;11;0,6;rbf;100;98,177 ± 0,539
MTCD-BSIF;15x15;10;0,8;rbf;100;98,177 ± 0,451
MTCD-BSIF;15x15;10;0,8;rbf;10;98,177 ± 0,559
MTCD-BSIF;15x15;10;0,4;linear;1;98,177 ± 0,559
MTCD-BSIF;17x17;10;0,4;rbf;100;98,177 ± 0,451
MTCD-BSIF;17x17;10;0,4;rbf;10;98,177 ± 0,451
MTCD-BSIF;15x15;7;N/A;poly;100;98,177 ± 0,559
MTCD-BSIF;15x15;7;N/A;poly;10;98,177 ± 0,771
MTCD-BSIF;15x15;9;0,6;rbf;100;98,177 ± 0,771
MTCD-BSIF;15x15;9;0,6;rbf;10;98,177 ± 0,09
MTCD-BSIF;17x17;5;0,4;linear;1;98,177 ± 0,4
MTCD-BSIF;17x17;5;0,8;linear;10;98,125 ± 0,489
MTCD-BSIF;17x17;5;0,6;linear;1;98,125 ± 0,489
MTCD-BSIF;17x17;5;N/A;poly;1;98,125 ± 0,51
MTCD-BSIF;17x17;5;0,8;linear;100;98,125 ± 0,51
MTCD-BSIF;17x17;5;0,8;linear;1;98,125 ± 0,51
MTCD-BSIF;17x17;5;N/A;poly;10;98,125 ± 0,39
MTCD-BSIF;17x17;5;N/A;linear;10;98,125 ± 0,39
MTCD-BSIF;17x17;5;N/A;linear;1;98,125 ± 0,255
MTCD-BSIF;17x17;5;N/A;rbf;10;98,125 ± 0,255
MTCD-BSIF;17x17;5;N/A;linear;100;98,073 ± 0,475
MTCD-BSIF;17x17;5;N/A;poly;100;98,073 ± 0,173
MTCD-BSIF;17x17;5;N/A;rbf;100;98,073 ± 0,727
MTCD-BSIF;17x17;9;0,2;linear;1;98,073 ± 0,372
MTCD-BSIF;17x17;9;0,8;rbf;1;98,073 ± 0,913
MTCD-BSIF;15x15;10;0,4;linear;10;98,021 ± 0,454
MTCD-BSIF;15x15;10;0,4;linear;100;98,021 ± 0,84
MTCD-BSIF;17x17;11;0,8;rbf;1;97,969 ± 0,4
MTCD-BSIF;15x15;10;0,6;rbf;10;97,969 ± 0,559
MTCD-BSIF;15x15;10;0,6;rbf;100;97,969 ± 0,559
MTCD-BSIF;15x15;7;0,4;linear;10;97,969 ± 0,308
MTCD-BSIF;15x15;7;0,4;linear;100;97,969 ± 0,308
MTCD-BSIF;17x17;12;0,8;rbf;10;97,969 ± 0,518
MTCD-BSIF;17x17;12;0,8;rbf;100;97,969 ± 0,785
MTCD-BSIF;15x15;8;0,6;linear;1;97,969 ± 0,785
MTCD-BSIF;15x15;9;0,8;rbf;100;97,917 ± 0,78
MTCD-BSIF;15x15;9;0,8;rbf;10;97,917 ± 0,295
MTCD-BSIF;17x17;5;0,4;linear;10;97,917 ± 0,295
MTCD-BSIF;17x17;5;0,6;linear;10;97,917 ± 0,675
MTCD-BSIF;17x17;5;0,6;linear;100;97,917 ± 0,82
MTCD-BSIF;17x17;5;0,4;linear;100;97,865 ± 0,614
MTCD-BSIF;15x15;7;N/A;rbf;100;97,812 ± 0,634
MTCD-BSIF;17x17;11;0,4;rbf;100;97,812 ± 0,8
MTCD-BSIF;17x17;11;0,4;rbf;10;97,812 ± 0,454
MTCD-BSIF;17x17;10;0,2;linear;1;97,812 ± 0,376
MTCD-BSIF;15x15;8;N/A;rbf;100;97,812 ± 0,429
MTCD-BSIF;15x15;8;N/A;rbf;10;97,812 ± 0,429
MTCD-BSIF;17x17;12;0,6;rbf;10;97,812 ± 0,561
MTCD-BSIF;17x17;12;0,6;rbf;100;97,812 ± 0,561
MTCD-BSIF;17x17;11;0,6;rbf;1;97,812 ± 0,312
MTCD-BSIF;15x15;8;N/A;linear;1;97,812 ± 0,312
MTCD-BSIF;15x15;8;0,8;linear;1;97,812 ± 0,786
MTCD-BSIF;15x15;10;0,4;rbf;10;97,812 ± 0,865
MTCD-BSIF;15x15;10;0,4;rbf;100;97,812 ± 0,758
MTCD-BSIF;15x15;7;N/A;linear;1;97,812 ± 0,758
MTCD-BSIF;15x15;7;0,8;linear;1;97,812 ± 0,902
MTCD-BSIF;17x17;9;0,4;rbf;1;97,76 ± 0,681
MTCD-BSIF;17x17;9;0,2;rbf;10;97,76 ± 0,4
MTCD-BSIF;17x17;9;0,2;rbf;100;97,76 ± 0,4
MTCD-BSIF;17x17;6;0,4;rbf;100;97,76 ± 1,476
MTCD-BSIF;17x17;6;0,6;rbf;100;97,76 ± 1,27
MTCD-BSIF;17x17;6;0,6;rbf;10;97,76 ± 1,27
MTCD-BSIF;17x17;6;0,4;rbf;10;97,708 ± 0,642
MTCD-BSIF;17x17;6;0,8;rbf;10;97,708 ± 0,966
MTCD-BSIF;17x17;6;0,8;rbf;100;97,708 ± 0,489
MTCD-BSIF;17x17;5;0,2;linear;1;97,708 ± 0,489
MTCD-BSIF;15x15;7;N/A;rbf;10;97,708 ± 0,82
MTCD-BSIF;17x17;8;0,2;linear;10;97,708 ± 0,82
MTCD-BSIF;17x17;8;0,2;linear;100;97,708 ± 0,642
MTCD-BSIF;17x17;8;0,2;linear;1;97,708 ± 0,642
MTCD-BSIF;17x17;10;0,6;rbf;1;97,708 ± 1,473
MTCD-BSIF;17x17;7;0,6;rbf;1;97,708 ± 1,276
MTCD-BSIF;13x13;9;N/A;rbf;10;97,708 ± 1,276
MTCD-BSIF;13x13;9;N/A;rbf;100;97,656 ± 0,825
MTCD-BSIF;15x15;8;0,4;linear;1;97,656 ± 0,712
MTCD-BSIF;17x17;5;0,2;linear;10;97,656 ± 0,648
MTCD-BSIF;17x17;5;0,2;linear;100;97,656 ± 0,475
MTCD-BSIF;17x17;6;0,6;rbf;1;97,656 ± 0,697
MTCD-BSIF;17x17;7;0,2;rbf;100;97,656 ± 0,697
MTCD-BSIF;17x17;7;0,2;rbf;10;97,656 ± 0,697
MTCD-BSIF;15x15;7;N/A;poly;1;97,656 ± 0,97
MTCD-BSIF;17x17;10;0,2;linear;10;97,604 ± 0,312
MTCD-BSIF;17x17;10;0,2;linear;100;97,604 ± 0,312
MTCD-BSIF;17x17;8;0,2;rbf;100;97,604 ± 0,312
MTCD-BSIF;17x17;8;0,2;rbf;10;97,604 ± 0,376
MTCD-BSIF;17x17;10;0,8;rbf;1;97,604 ± 0,376
MTCD-BSIF;17x17;10;0,4;rbf;1;97,604 ± 0,914
MTCD-BSIF;15x15;11;N/A;poly;10;97,604 ± 0,914
MTCD-BSIF;15x15;11;N/A;poly;100;97,604 ± 0,914
MTCD-BSIF;15x15;11;N/A;poly;1;97,552 ± 0,308
MTCD-BSIF;15x15;8;0,6;linear;10;97,552 ± 0,308
MTCD-BSIF;15x15;8;0,6;linear;100;97,552 ± 0,308
MTCD-BSIF;17x17;12;0,4;rbf;100;97,552 ± 0,475
MTCD-BSIF;17x17;12;0,4;rbf;10;97,552 ± 0,475
MTCD-BSIF;15x15;11;N/A;linear;100;97,552 ± 0,451
MTCD-BSIF;15x15;11;N/A;rbf;100;97,552 ± 0,539
MTCD-BSIF;15x15;11;0,6;linear;100;97,552 ± 0,681
MTCD-BSIF;15x15;11;0,6;linear;1;97,552 ± 0,681
MTCD-BSIF;15x15;11;0,8;linear;1;97,552 ± 0,614
MTCD-BSIF;15x15;11;N/A;rbf;10;97,552 ± 1,589
MTCD-BSIF;15x15;11;0,8;linear;10;97,552 ± 1,589
MTCD-BSIF;15x15;11;0,6;linear;10;97,552 ± 1,498
MTCD-BSIF;15x15;11;0,8;linear;100;97,5 ± 0,859
MTCD-BSIF;15x15;11;N/A;linear;10;97,5 ± 0,625
MTCD-BSIF;15x15;11;N/A;linear;1;97,5 ± 0,625
MTCD-BSIF;15x15;8;0,8;linear;100;97,5 ± 0,675
MTCD-BSIF;15x15;8;0,8;linear;10;97,448 ± 0,596
MTCD-BSIF;17x17;12;0,2;linear;1;97,448 ± 0,901
MTCD-BSIF;17x17;6;0,4;rbf;1;97,396 ± 0,667
MTCD-BSIF;17x17;6;0,8;rbf;1;97,396 ± 0,865
MTCD-BSIF;17x17;7;0,8;rbf;1;97,396 ± 0,758
MTCD-BSIF;17x17;8;0,4;rbf;1;97,396 ± 0,233
MTCD-BSIF;17x17;8;0,8;rbf;1;97,396 ± 1,708
MTCD-BSIF;15x15;7;0,6;linear;1;97,396 ± 1,708
MTCD-BSIF;13x13;9;0,8;linear;10;97,344 ± 0,936
MTCD-BSIF;13x13;9;N/A;linear;100;97,344 ± 0,936
MTCD-BSIF;13x13;9;N/A;linear;10;97,344 ± 0,742
MTCD-BSIF;13x13;9;0,8;linear;100;97,344 ± 0,742
MTCD-BSIF;15x15;8;N/A;poly;1;97,344 ± 0,342
MTCD-BSIF;17x17;11;0,4;rbf;1;97,344 ± 0,342
MTCD-BSIF;15x15;10;0,2;rbf;10;97,344 ± 0,475
MTCD-BSIF;15x15;10;0,2;rbf;100;97,344 ± 0,475
MTCD-BSIF;15x15;11;0,6;rbf;100;97,292 ± 1,724
MTCD-BSIF;15x15;11;0,4;rbf;10;97,292 ± 1,724
MTCD-BSIF;15x15;11;0,6;rbf;10;97,292 ± 1,724
MTCD-BSIF;15x15;11;0,4;linear;100;97,24 ± 1,782
MTCD-BSIF;15x15;11;0,4;rbf;100;97,24 ± 1,782
MTCD-BSIF;15x15;11;0,8;rbf;100;97,24 ± 1,701
MTCD-BSIF;15x15;11;0,4;linear;10;97,24 ± 1,701
MTCD-BSIF;15x15;11;0,8;rbf;10;97,188 ± 0,616
MTCD-BSIF;13x13;9;0,8;linear;1;97,188 ± 0,983
MTCD-BSIF;17x17;10;0,2;rbf;100;97,188 ± 0,699
MTCD-BSIF;17x17;10;0,2;rbf;10;97,135 ± 0,4
MTCD-BSIF;15x15;8;N/A;linear;10;97,135 ± 0,4
MTCD-BSIF;15x15;8;N/A;linear;100;97,135 ± 0,901
MTCD-BSIF;15x15;5;N/A;rbf;100;97,135 ± 0,901
MTCD-BSIF;15x15;5;N/A;rbf;10;97,135 ± 0,959
MTCD-BSIF;13x13;9;N/A;linear;1;97,135 ± 0,959
MTCD-BSIF;13x13;9;0,6;linear;10;97,135 ± 0,959
MTCD-BSIF;13x13;9;0,6;linear;100;97,135 ± 0,901
MTCD-BSIF;17x17;6;0,2;rbf;100;97,135 ± 0,901
MTCD-BSIF;17x17;6;0,2;rbf;10;97,083 ± 1,587
MTCD-BSIF;17x17;8;0,6;rbf;1;97,083 ± 0,625
MTCD-BSIF;17x17;7;0,4;rbf;1;97,083 ± 1,093
MTCD-BSIF;15x15;9;0,2;rbf;10;97,031 ± 0,901
MTCD-BSIF;15x15;9;0,2;rbf;100;96,927 ± 0,681
MTCD-BSIF;15x15;12;N/A;poly;100;96,927 ± 0,681
MTCD-BSIF;15x15;12;N/A;poly;1;96,927 ± 0,681
MTCD-BSIF;15x15;12;N/A;poly;10;96,927 ± 1,126
MTCD-BSIF;17x17;12;0,2;linear;10;96,875 ± 0,988
MTCD-BSIF;17x17;12;0,2;linear;100;96,875 ± 0,642
MTCD-BSIF;15x15;11;0,4;linear;1;96,875 ± 0,642
MTCD-BSIF;15x15;8;0,6;rbf;100;96,875 ± 0,675
MTCD-BSIF;15x15;8;0,6;rbf;10;96,823 ± 1,035
MTCD-BSIF;15x15;8;0,8;rbf;100;96,823 ± 0,539
MTCD-BSIF;15x15;8;0,8;rbf;10;96,823 ± 0,539
MTCD-BSIF;15x15;9;0,2;linear;100;96,823 ± 0,665
MTCD-BSIF;15x15;9;0,2;linear;10;96,823 ± 1,116
MTCD-BSIF;13x13;7;N/A;poly;10;96,823 ± 1,623
MTCD-BSIF;13x13;7;N/A;poly;100;96,823 ± 1,623
MTCD-BSIF;15x15;12;0,6;linear;10;96,771 ± 0,865
MTCD-BSIF;15x15;12;0,6;linear;100;96,771 ± 0,865
MTCD-BSIF;17x17;5;0,8;rbf;100;96,771 ± 1,777
MTCD-BSIF;17x17;5;0,8;rbf;10;96,719 ± 1,636
MTCD-BSIF;15x15;6;N/A;poly;10;96,719 ± 0,712
MTCD-BSIF;15x15;6;N/A;poly;100;96,719 ± 0,712
MTCD-BSIF;15x15;10;0,2;linear;10;96,719 ± 1,989
MTCD-BSIF;15x15;10;0,2;linear;100;96,719 ± 1,575
MTCD-BSIF;13x13;9;0,6;linear;1;96,719 ± 1,575
MTCD-BSIF;15x15;5;N/A;poly;10;96,667 ± 1,206
MTCD-BSIF;15x15;5;N/A;poly;100;96,667 ± 1,206
MTCD-BSIF;15x15;8;N/A;poly;100;96,667 ± 1,647
MTCD-BSIF;15x15;8;N/A;poly;10;96,667 ± 0,691
MTCD-BSIF;17x17;9;0,2;rbf;1;96,667 ± 0,691
MTCD-BSIF;13x13;9;N/A;poly;100;96,667 ± 1,179
MTCD-BSIF;13x13;9;N/A;poly;10;96,667 ± 1,259
MTCD-BSIF;15x15;12;0,6;linear;1;96,667 ± 1,259
MTCD-BSIF;15x15;12;N/A;rbf;100;96,667 ± 1,64
MTCD-BSIF;15x15;12;N/A;rbf;10;96,615 ± 0,697
MTCD-BSIF;13x13;10;N/A;poly;10;96,615 ± 0,992
MTCD-BSIF;13x13;10;N/A;poly;100;96,615 ± 0,992
MTCD-BSIF;13x13;10;N/A;poly;1;96,615 ± 0,864
MTCD-BSIF;13x13;7;N/A;poly;1;96,562 ± 1,63
MTCD-BSIF;15x15;7;0,4;linear;1;96,562 ± 1,288
MTCD-BSIF;15x15;5;N/A;poly;1;96,562 ± 1,288
MTCD-BSIF;17x17;5;0,4;rbf;100;96,562 ± 2,001
MTCD-BSIF;17x17;5;0,4;rbf;10;96,51 ± 0,876
MTCD-BSIF;13x13;10;0,4;linear;100;96,51 ± 1,191
MTCD-BSIF;13x13;10;N/A;rbf;10;96,51 ± 1,191
MTCD-BSIF;13x13;10;0,4;linear;10;96,51 ± 1,337
MTCD-BSIF;13x13;10;N/A;rbf;100;96,458 ± 0,872
