Feature;Filter Size;Filter Bit;PCA;SVM Kernel;SVM C;Acc
MTCD-BSIF;15x15;11;0,4;poly;100;92,448 ± 2,557
MTCD-BSIF;15x15;6;0,2;sigmoid;1;92,969 ± 0,372
MTCD-BSIF;3x3;6;0,8;linear;10;93,229 ± 1,219
MTCD-BSIF;3x3;6;N/A;linear;10;93,229 ± 1,219
MTCD-BSIF;3x3;6;0,8;linear;100;93,229 ± 1,219
MTCD-BSIF;3x3;6;N/A;linear;100;93,229 ± 1,219
MTCD-BSIF;3x3;6;0,6;linear;100;93,229 ± 1,219
MTCD-BSIF;3x3;6;0,6;linear;10;93,229 ± 1,219
MTCD-BSIF;5x5;12;N/A;rbf;100;93,229 ± 1,624
MTCD-BSIF;15x15;5;0,4;poly;10;92,396 ± 2,327
MTCD-BSIF;15x15;5;0,6;poly;10;92,344 ± 2,427
MTCD-BSIF;11x11;5;N/A;rbf;1;93,438 ± 2,054
MTCD-BSIF;15x15;5;0,8;poly;10;92,344 ± 2,427
MTCD-BSIF;17x17;12;0,2;sigmoid;100;92,396 ± 1,047
MTCD-BSIF;15x15;11;0,6;poly;100;92,292 ± 2,935
MTCD-BSIF;5x5;11;N/A;poly;10;93,021 ± 2,023
MTCD-BSIF;5x5;11;N/A;poly;100;93,021 ± 2,023
MTCD-BSIF;13x13;5;0,2;poly;100;92,604 ± 2,502
MTCD-BSIF;13x13;11;0,2;poly;100;92,656 ± 1,623
MTCD-BSIF;15x15;11;0,8;poly;100;92,188 ± 2,926
MTCD-BSIF;15x15;9;0,8;sigmoid;10;92,083 ± 0,531
MTCD-BSIF;3x3;5;0,2;linear;100;93,021 ± 1,237
MTCD-BSIF;17x17;11;N/A;sigmoid;100;92,76 ± 1,758
MTCD-BSIF;15x15;5;0,8;sigmoid;100;92,708 ± 1,915
MTCD-BSIF;5x5;12;0,4;linear;1;93,177 ± 1,824
MTCD-BSIF;13x13;8;0,4;poly;100;92,083 ± 2,004
MTCD-BSIF;5x5;10;0,4;rbf;10;92,552 ± 1,776
MTCD-BSIF;5x5;10;0,4;rbf;100;92,552 ± 1,776
MTCD-BSIF;13x13;8;0,8;poly;100;92,083 ± 2,263
MTCD-BSIF;5x5;12;0,6;linear;1;93,125 ± 1,881
MTCD-BSIF;13x13;7;0,2;poly;100;92,656 ± 2,298
MTCD-BSIF;13x13;8;0,6;poly;100;92,083 ± 2,296
MTCD-BSIF;9x9;10;N/A;rbf;1;93,125 ± 2,244
MTCD-BSIF;5x5;7;0,4;rbf;1;92,917 ± 2,13
MTCD-BSIF;3x3;6;0,4;linear;100;92,917 ± 1,334
MTCD-BSIF;3x3;6;0,4;linear;10;92,917 ± 1,334
MTCD-BSIF;7x7;7;0,6;rbf;1;93,125 ± 2,581
MTCD-BSIF;5x5;12;0,8;linear;1;93,073 ± 1,788
MTCD-BSIF;5x5;12;N/A;linear;1;93,073 ± 1,788
MTCD-BSIF;7x7;7;0,8;rbf;1;93,073 ± 2,765
MTCD-BSIF;15x15;12;0,4;poly;10;91,719 ± 2,661
MTCD-BSIF;13x13;5;0,4;poly;10;91,823 ± 3,077
MTCD-BSIF;9x9;12;0,2;rbf;1;92,812 ± 2,511
MTCD-BSIF;15x15;5;0,2;sigmoid;10;92,5 ± 0,872
MTCD-BSIF;5x5;6;0,4;rbf;1;92,812 ± 2,158
MTCD-BSIF;5x5;7;0,6;rbf;1;92,812 ± 2,27
MTCD-BSIF;13x13;7;0,4;poly;100;92,5 ± 2,478
MTCD-BSIF;5x5;10;0,6;rbf;100;92,448 ± 1,836
MTCD-BSIF;5x5;10;0,8;rbf;10;92,448 ± 1,836
MTCD-BSIF;5x5;10;0,8;rbf;100;92,448 ± 1,836
MTCD-BSIF;5x5;10;0,6;rbf;10;92,448 ± 1,836
MTCD-BSIF;13x13;11;0,4;poly;100;92,448 ± 1,304
MTCD-BSIF;5x5;6;0,6;rbf;1;92,76 ± 2,096
MTCD-BSIF;5x5;6;0,8;rbf;1;92,76 ± 2,049
MTCD-BSIF;5x5;7;0,8;rbf;1;92,76 ± 2,226
MTCD-BSIF;15x15;8;0,6;sigmoid;1;92,135 ± 0,97
MTCD-BSIF;7x7;7;0,4;rbf;1;93,021 ± 2,467
MTCD-BSIF;13x13;11;0,6;poly;100;92,344 ± 1,236
MTCD-BSIF;13x13;7;0,8;poly;100;92,396 ± 2,554
MTCD-BSIF;5x5;12;0,2;linear;1;92,917 ± 2,339
MTCD-BSIF;5x5;10;0,2;rbf;10;92,344 ± 1,541
MTCD-BSIF;5x5;10;0,2;rbf;100;92,344 ± 1,541
MTCD-BSIF;15x15;9;0,6;sigmoid;10;91,771 ± 0,598
MTCD-BSIF;15x15;8;0,8;sigmoid;1;92,135 ± 1,035
MTCD-BSIF;15x15;11;0,4;poly;10;91,875 ± 2,598
MTCD-BSIF;15x15;6;0,8;sigmoid;100;92,292 ± 2,025
MTCD-BSIF;13x13;6;0,4;poly;100;92,135 ± 2,742
MTCD-BSIF;5x5;12;N/A;rbf;10;92,76 ± 1,871
MTCD-BSIF;13x13;9;0,4;poly;10;91,927 ± 2,386
MTCD-BSIF;3x3;5;0,2;linear;1;92,708 ± 0,846
MTCD-BSIF;13x13;5;0,6;poly;10;91,615 ± 3,137
MTCD-BSIF;13x13;5;0,8;poly;10;91,615 ± 3,137
MTCD-BSIF;15x15;6;0,6;sigmoid;100;92,24 ± 2,09
MTCD-BSIF;17x17;11;0,2;sigmoid;100;92,031 ± 1,83
MTCD-BSIF;13x13;6;0,8;poly;100;92,031 ± 2,797
MTCD-BSIF;15x15;12;0,2;poly;10;91,51 ± 2,8
MTCD-BSIF;13x13;9;0,2;poly;10;92,135 ± 2,336
MTCD-BSIF;15x15;12;0,8;poly;10;91,406 ± 2,726
MTCD-BSIF;7x7;10;0,8;rbf;1;92,708 ± 2,619
MTCD-BSIF;15x15;12;0,6;poly;10;91,406 ± 2,657
MTCD-BSIF;13x13;6;0,6;poly;100;92,031 ± 2,804
MTCD-BSIF;13x13;11;0,8;poly;100;92,188 ± 1,322
MTCD-BSIF;15x15;5;0,6;sigmoid;100;92,344 ± 2,368
MTCD-BSIF;13x13;9;0,6;poly;10;91,771 ± 2,558
MTCD-BSIF;13x13;7;0,6;poly;100;92,292 ± 2,461
MTCD-BSIF;7x7;10;0,6;rbf;1;92,656 ± 2,595
MTCD-BSIF;15x15;11;0,6;poly;10;91,667 ± 2,807
MTCD-BSIF;13x13;8;0,2;poly;100;91,667 ± 1,965
MTCD-BSIF;15x15;11;0,2;poly;10;91,615 ± 2,657
MTCD-BSIF;15x15;8;0,4;sigmoid;1;91,823 ± 0,812
MTCD-BSIF;15x15;11;0,8;poly;10;91,615 ± 2,804
MTCD-BSIF;3x3;6;N/A;poly;10;92,5 ± 1,66
MTCD-BSIF;3x3;6;N/A;poly;100;92,5 ± 1,66
MTCD-BSIF;13x13;9;0,8;poly;10;91,719 ± 2,475
MTCD-BSIF;7x7;10;0,4;rbf;1;92,552 ± 2,536
MTCD-BSIF;13x13;11;0,4;poly;10;91,927 ± 1,424
MTCD-BSIF;13x13;6;0,2;poly;100;91,927 ± 2,427
MTCD-BSIF;9x9;9;N/A;rbf;1;92,604 ± 2,001
MTCD-BSIF;7x7;9;0,8;rbf;1;92,396 ± 1,843
MTCD-BSIF;7x7;8;0,6;rbf;1;92,188 ± 2,137
MTCD-BSIF;11x11;12;N/A;rbf;1;92,656 ± 2,127
MTCD-BSIF;7x7;9;0,6;rbf;1;92,344 ± 1,794
MTCD-BSIF;13x13;7;0,4;poly;10;91,927 ± 2,462
MTCD-BSIF;7x7;8;0,8;rbf;1;92,135 ± 2,216
MTCD-BSIF;13x13;7;0,6;poly;10;91,875 ± 2,552
MTCD-BSIF;13x13;7;0,8;poly;10;91,823 ± 2,612
MTCD-BSIF;13x13;6;0,4;poly;10;91,25 ± 2,92
MTCD-BSIF;15x15;7;0,2;sigmoid;100;91,667 ± 1,634
MTCD-BSIF;13x13;7;0,2;poly;10;91,875 ± 2,277
MTCD-BSIF;13x13;5;0,2;poly;10;91,406 ± 3,377
MTCD-BSIF;13x13;8;0,4;poly;10;91,198 ± 2,255
MTCD-BSIF;15x15;5;0,4;sigmoid;100;91,875 ± 2,496
MTCD-BSIF;13x13;11;0,8;poly;10;91,667 ± 1,342
MTCD-BSIF;13x13;11;0,6;poly;10;91,667 ± 1,342
MTCD-BSIF;7x7;9;0,4;rbf;1;92,188 ± 1,866
MTCD-BSIF;15x15;9;0,4;sigmoid;10;91,146 ± 0,8
MTCD-BSIF;7x7;8;0,4;rbf;1;91,979 ± 2,27
MTCD-BSIF;11x11;9;0,2;poly;100;91,667 ± 2,425
MTCD-BSIF;13x13;6;0,6;poly;10;91,146 ± 2,992
MTCD-BSIF;13x13;6;0,2;poly;10;91,302 ± 2,413
MTCD-BSIF;15x15;6;0,4;sigmoid;100;91,615 ± 1,934
MTCD-BSIF;13x13;6;0,8;poly;10;91,094 ± 3,01
MTCD-BSIF;7x7;7;0,2;rbf;1;92,292 ± 2,296
MTCD-BSIF;5x5;7;0,2;rbf;1;92,083 ± 2,552
MTCD-BSIF;13x13;8;0,6;poly;10;90,99 ± 2,363
MTCD-BSIF;5x5;6;0,2;rbf;1;92,031 ± 2,382
MTCD-BSIF;13x13;11;0,2;poly;10;91,562 ± 1,946
MTCD-BSIF;7x7;11;0,6;rbf;1;91,771 ± 1,849
MTCD-BSIF;13x13;8;0,8;poly;10;90,938 ± 2,322
MTCD-BSIF;17x17;10;N/A;sigmoid;100;91,25 ± 1,188
MTCD-BSIF;7x7;11;0,8;rbf;1;91,719 ± 1,794
MTCD-BSIF;3x3;6;N/A;rbf;100;91,771 ± 1,237
MTCD-BSIF;5x5;12;N/A;poly;10;92,031 ± 2,57
MTCD-BSIF;5x5;12;N/A;poly;100;92,031 ± 2,57
MTCD-BSIF;11x11;9;0,6;poly;100;91,198 ± 2,373
MTCD-BSIF;3x3;6;N/A;poly;1;91,875 ± 1,276
MTCD-BSIF;13x13;8;0,2;poly;10;91,146 ± 1,957
MTCD-BSIF;11x11;9;0,8;poly;100;91,198 ± 2,475
MTCD-BSIF;13x13;6;0,8;sigmoid;1;90,938 ± 0,429
MTCD-BSIF;17x17;10;0,2;sigmoid;100;91,042 ± 0,955
MTCD-BSIF;11x11;9;0,4;poly;100;91,198 ± 2,497
MTCD-BSIF;9x9;5;N/A;rbf;1;91,771 ± 1,462
MTCD-BSIF;3x3;6;N/A;rbf;10;91,667 ± 1,169
MTCD-BSIF;7x7;11;0,4;rbf;1;91,562 ± 1,783
MTCD-BSIF;7x7;10;0,2;rbf;1;91,823 ± 2,629
MTCD-BSIF;5x5;11;0,8;rbf;10;91,615 ± 2,226
MTCD-BSIF;5x5;11;0,8;rbf;100;91,615 ± 2,226
MTCD-BSIF;5x5;11;0,6;rbf;100;91,615 ± 2,226
MTCD-BSIF;5x5;11;0,6;rbf;10;91,615 ± 2,226
MTCD-BSIF;7x7;12;0,6;rbf;1;91,667 ± 2,239
MTCD-BSIF;13x13;6;0,6;sigmoid;1;90,781 ± 0,451
MTCD-BSIF;3x3;6;0,2;linear;10;91,615 ± 2,006
MTCD-BSIF;15x15;10;0,8;sigmoid;10;90,104 ± 0,667
MTCD-BSIF;7x7;12;0,8;rbf;1;91,667 ± 2,239
MTCD-BSIF;15x15;10;0,6;sigmoid;1;90,052 ± 1,262
MTCD-BSIF;15x15;10;0,8;sigmoid;1;90,052 ± 1,262
MTCD-BSIF;5x5;12;N/A;poly;1;91,823 ± 2,785
MTCD-BSIF;13x13;6;0,8;sigmoid;10;90,521 ± 1,562
MTCD-BSIF;13x13;6;0,6;sigmoid;10;90,521 ± 1,562
MTCD-BSIF;15x15;11;0,8;sigmoid;10;90,417 ± 0,442
MTCD-BSIF;7x7;12;0,4;rbf;1;91,615 ± 2,162
MTCD-BSIF;15x15;11;0,6;sigmoid;10;90,365 ± 0,497
MTCD-BSIF;15x15;9;0,8;sigmoid;100;90,469 ± 1,253
MTCD-BSIF;15x15;9;0,2;sigmoid;1;90,677 ± 1,385
MTCD-BSIF;5x5;11;0,4;rbf;100;91,406 ± 2,121
MTCD-BSIF;5x5;11;0,4;rbf;10;91,406 ± 2,121
MTCD-BSIF;11x11;10;0,4;poly;100;90,729 ± 1,322
MTCD-BSIF;15x15;10;0,4;sigmoid;1;89,896 ± 1,37
MTCD-BSIF;3x3;6;0,2;linear;100;91,458 ± 2,047
MTCD-BSIF;15x15;10;0,6;sigmoid;10;89,896 ± 0,667
MTCD-BSIF;11x11;10;0,8;poly;100;90,625 ± 1,259
MTCD-BSIF;11x11;6;0,4;poly;100;90,469 ± 2,757
MTCD-BSIF;15x15;9;0,6;sigmoid;100;90,312 ± 1,254
MTCD-BSIF;11x11;6;0,6;poly;100;90,417 ± 2,672
MTCD-BSIF;11x11;10;0,6;poly;100;90,625 ± 1,259
MTCD-BSIF;11x11;10;0,2;poly;100;90,833 ± 1,01
MTCD-BSIF;11x11;6;0,8;poly;100;90,365 ± 2,694
MTCD-BSIF;15x15;8;0,8;sigmoid;10;90,104 ± 1,005
MTCD-BSIF;3x3;7;N/A;poly;10;91,354 ± 1,65
MTCD-BSIF;3x3;7;N/A;poly;100;91,354 ± 1,65
MTCD-BSIF;11x11;8;0,4;poly;100;90,521 ± 2,851
MTCD-BSIF;13x13;6;0,4;sigmoid;1;90,417 ± 0,329
MTCD-BSIF;5x5;8;0,6;rbf;1;91,146 ± 1,889
MTCD-BSIF;11x11;5;0,8;poly;100;90,625 ± 3,486
MTCD-BSIF;15x15;11;0,4;sigmoid;10;90 ± 0,531
MTCD-BSIF;15x15;11;0,8;sigmoid;1;90 ± 0,943
MTCD-BSIF;11x11;7;0,4;poly;100;90,625 ± 2,425
MTCD-BSIF;15x15;6;0,2;sigmoid;10;90,469 ± 1,454
MTCD-BSIF;11x11;11;0,2;poly;100;90,938 ± 2,754
MTCD-BSIF;11x11;11;0,4;poly;100;90,833 ± 2,526
MTCD-BSIF;15x15;8;0,6;sigmoid;10;90 ± 1,151
MTCD-BSIF;11x11;5;0,6;poly;100;90,573 ± 3,399
MTCD-BSIF;5x5;8;0,8;rbf;1;91,094 ± 1,956
MTCD-BSIF;15x15;9;0,2;sigmoid;10;90,104 ± 0,786
MTCD-BSIF;11x11;8;0,2;poly;100;90,469 ± 2,858
MTCD-BSIF;3x3;8;0,6;linear;10;91,302 ± 1,154
MTCD-BSIF;3x3;8;0,6;linear;100;91,302 ± 1,154
MTCD-BSIF;3x3;6;0,6;linear;1;91,562 ± 1,305
MTCD-BSIF;3x3;6;N/A;linear;1;91,562 ± 1,305
MTCD-BSIF;3x3;6;0,8;linear;1;91,562 ± 1,305
MTCD-BSIF;15x15;11;0,6;sigmoid;1;89,844 ± 1,003
MTCD-BSIF;11x11;8;0,8;poly;100;90,208 ± 3,204
MTCD-BSIF;11x11;11;0,6;poly;100;90,573 ± 2,326
MTCD-BSIF;3x3;8;0,8;linear;100;91,25 ± 1,072
MTCD-BSIF;3x3;8;N/A;linear;100;91,25 ± 1,072
MTCD-BSIF;3x3;8;0,8;linear;10;91,25 ± 1,072
MTCD-BSIF;3x3;8;N/A;linear;10;91,25 ± 1,072
MTCD-BSIF;11x11;8;0,6;poly;100;90,208 ± 3,135
MTCD-BSIF;5x5;8;0,4;rbf;1;90,938 ± 1,889
MTCD-BSIF;7x7;12;0,2;rbf;1;91,146 ± 2,158
MTCD-BSIF;3x3;8;0,4;linear;100;91,198 ± 1,066
MTCD-BSIF;3x3;8;0,4;linear;10;91,198 ± 1,066
MTCD-BSIF;11x11;11;0,8;poly;100;90,521 ± 2,359
MTCD-BSIF;11x11;7;0,6;poly;100;90,365 ± 2,382
MTCD-BSIF;11x11;7;0,8;poly;100;90,365 ± 2,413
MTCD-BSIF;3x3;6;0,4;linear;1;91,458 ± 1,233
MTCD-BSIF;11x11;5;0,4;poly;100;90,365 ± 3,399
MTCD-BSIF;15x15;10;0,4;sigmoid;10;89,375 ± 0,691
MTCD-BSIF;11x11;10;0,4;poly;10;90 ± 1,169
MTCD-BSIF;5x5;12;0,6;rbf;100;90,938 ± 2,364
MTCD-BSIF;5x5;12;0,6;rbf;10;90,938 ± 2,364
MTCD-BSIF;15x15;12;0,8;sigmoid;10;89,74 ± 0,539
MTCD-BSIF;3x3;7;0,8;linear;10;91,354 ± 1,417
MTCD-BSIF;3x3;7;N/A;linear;10;91,354 ± 1,417
MTCD-BSIF;3x3;7;0,8;linear;100;91,354 ± 1,417
MTCD-BSIF;3x3;7;N/A;linear;100;91,354 ± 1,417
MTCD-BSIF;15x15;12;0,6;sigmoid;10;89,688 ± 0,541
MTCD-BSIF;11x11;9;0,2;poly;10;90,156 ± 2,462
MTCD-BSIF;5x5;12;0,8;rbf;100;90,885 ± 2,345
MTCD-BSIF;5x5;12;0,8;rbf;10;90,885 ± 2,345
MTCD-BSIF;15x15;11;0,4;sigmoid;1;89,531 ± 0,812
MTCD-BSIF;3x3;7;0,4;linear;10;91,25 ± 1,342
MTCD-BSIF;11x11;5;0,2;poly;100;90,26 ± 3,045
MTCD-BSIF;15x15;9;0,4;sigmoid;100;89,792 ± 1,436
MTCD-BSIF;5x5;11;0,2;rbf;10;90,833 ± 2,339
MTCD-BSIF;5x5;12;0,4;rbf;10;90,885 ± 2,192
MTCD-BSIF;5x5;12;0,4;rbf;100;90,885 ± 2,192
MTCD-BSIF;11x11;10;0,6;poly;10;89,896 ± 1,155
MTCD-BSIF;3x3;8;N/A;poly;10;90,781 ± 1,8
MTCD-BSIF;3x3;8;N/A;poly;100;90,781 ± 1,8
MTCD-BSIF;3x3;7;0,6;linear;100;91,302 ± 1,408
MTCD-BSIF;3x3;7;0,6;linear;10;91,302 ± 1,408
MTCD-BSIF;15x15;5;0,2;sigmoid;100;90,312 ± 2,75
MTCD-BSIF;3x3;7;0,4;linear;100;91,198 ± 1,337
MTCD-BSIF;7x7;9;0,2;rbf;1;90,781 ± 1,663
MTCD-BSIF;5x5;12;0,2;rbf;100;90,833 ± 2,362
MTCD-BSIF;5x5;11;0,2;rbf;100;90,781 ± 2,395
MTCD-BSIF;11x11;7;0,2;poly;100;90,26 ± 2,933
MTCD-BSIF;11x11;6;0,2;poly;100;90,208 ± 2,716
MTCD-BSIF;11x11;10;0,8;poly;10;89,844 ± 1,106
MTCD-BSIF;15x15;8;0,4;sigmoid;10;89,479 ± 1,088
MTCD-BSIF;5x5;12;0,2;rbf;10;90,729 ± 2,322
MTCD-BSIF;13x13;12;0,4;poly;100;90,26 ± 1,209
MTCD-BSIF;13x13;6;0,4;sigmoid;10;89,635 ± 1,541
MTCD-BSIF;11x11;9;0,6;poly;10;89,844 ± 2,557
MTCD-BSIF;11x11;9;0,8;poly;10;89,844 ± 2,557
MTCD-BSIF;11x11;9;0,4;poly;10;89,844 ± 2,317
MTCD-BSIF;15x15;12;0,8;sigmoid;1;89,479 ± 1,37
MTCD-BSIF;15x15;8;0,2;sigmoid;1;89,531 ± 0,924
MTCD-BSIF;3x3;6;0,2;linear;1;90,99 ± 1,2
MTCD-BSIF;15x15;12;0,6;sigmoid;1;89,427 ± 1,498
MTCD-BSIF;7x7;5;0,2;poly;100;90,26 ± 1,923
MTCD-BSIF;13x13;7;0,8;sigmoid;1;89,74 ± 0,913
MTCD-BSIF;13x13;12;0,6;poly;100;90 ± 1,093
MTCD-BSIF;11x11;10;0,2;poly;10;89,583 ± 0,625
MTCD-BSIF;11x11;11;0,4;poly;10;89,896 ± 2,596
MTCD-BSIF;3x3;7;N/A;rbf;100;90,469 ± 1,9
MTCD-BSIF;13x13;7;0,6;sigmoid;1;89,635 ± 0,97
MTCD-BSIF;7x7;8;0,2;rbf;1;90,312 ± 1,979
MTCD-BSIF;3x3;7;0,2;linear;10;90,781 ± 1,643
MTCD-BSIF;7x7;11;0,2;rbf;1;90,365 ± 1,812
MTCD-BSIF;3x3;7;0,2;linear;100;90,781 ± 1,643
MTCD-BSIF;3x3;8;N/A;poly;1;90,417 ± 2,004
MTCD-BSIF;11x11;11;0,6;poly;10;89,792 ± 2,543
MTCD-BSIF;11x11;5;0,4;poly;10;89,01 ± 3,654
MTCD-BSIF;11x11;11;0,8;poly;10;89,74 ± 2,566
MTCD-BSIF;7x7;5;0,4;poly;100;90,052 ± 1,498
MTCD-BSIF;15x15;12;0,4;sigmoid;10;89,115 ± 0,785
MTCD-BSIF;13x13;12;0,2;poly;100;90,104 ± 1,432
MTCD-BSIF;15x15;10;0,8;sigmoid;100;88,698 ± 1,505
MTCD-BSIF;11x11;5;0,8;poly;10;88,802 ± 3,725
MTCD-BSIF;15x15;10;0,6;sigmoid;100;88,646 ± 1,569
MTCD-BSIF;15x15;8;0,8;sigmoid;100;88,958 ± 1,451
MTCD-BSIF;9x9;8;N/A;rbf;1;90,521 ± 2,237
MTCD-BSIF;7x7;5;N/A;rbf;1;90,729 ± 2,441
MTCD-BSIF;11x11;5;0,6;poly;10;88,802 ± 3,725
MTCD-BSIF;15x15;9;0,2;sigmoid;100;89,219 ± 1,236
MTCD-BSIF;3x3;5;0,4;rbf;10;89,948 ± 0,825
MTCD-BSIF;3x3;5;0,4;rbf;100;89,948 ± 0,825
MTCD-BSIF;3x3;8;0,2;linear;100;90,469 ± 1,866
MTCD-BSIF;15x15;8;0,6;sigmoid;100;88,854 ± 1,338
MTCD-BSIF;15x15;12;0,4;sigmoid;1;89,062 ± 1,432
MTCD-BSIF;11x11;8;0,4;poly;10;89,479 ± 3,141
MTCD-BSIF;13x13;12;0,4;poly;10;89,792 ± 0,872
MTCD-BSIF;9x9;9;0,2;poly;100;89,635 ± 2,298
MTCD-BSIF;9x9;7;N/A;rbf;1;90,208 ± 2,656
MTCD-BSIF;3x3;8;0,2;linear;10;90,417 ± 1,881
MTCD-BSIF;13x13;12;0,8;poly;100;89,531 ± 1,025
MTCD-BSIF;15x15;11;0,8;sigmoid;100;88,906 ± 1,086
MTCD-BSIF;3x3;8;N/A;linear;1;90,521 ± 1,549
MTCD-BSIF;3x3;8;0,8;linear;1;90,521 ± 1,549
MTCD-BSIF;7x7;5;0,8;poly;100;89,74 ± 1,643
MTCD-BSIF;3x3;7;N/A;rbf;10;90,208 ± 2,004
MTCD-BSIF;9x9;5;0,4;poly;100;89,583 ± 1,374
MTCD-BSIF;7x7;5;0,6;poly;100;89,74 ± 1,555
MTCD-BSIF;11x11;7;0,2;poly;10;89,635 ± 3,235
MTCD-BSIF;3x3;8;0,6;linear;1;90,469 ± 1,616
MTCD-BSIF;11x11;11;0,2;poly;10;89,635 ± 3,154
MTCD-BSIF;11x11;8;0,8;poly;10;89,323 ± 3,154
MTCD-BSIF;11x11;7;0,4;poly;10;89,479 ± 3,021
MTCD-BSIF;3x3;8;0,4;linear;1;90,469 ± 1,519
MTCD-BSIF;11x11;7;0,8;poly;10;89,427 ± 2,903
MTCD-BSIF;9x9;10;0,2;poly;100;89,583 ± 1,421
MTCD-BSIF;11x11;8;0,6;poly;10;89,271 ± 3,236
MTCD-BSIF;15x15;10;0,2;sigmoid;1;88,438 ± 1,047
MTCD-BSIF;11x11;7;0,6;poly;10;89,427 ± 3,035
MTCD-BSIF;13x13;6;0,8;sigmoid;100;88,906 ± 2,101
MTCD-BSIF;13x13;12;0,6;poly;10;89,531 ± 0,876
MTCD-BSIF;13x13;7;0,4;sigmoid;1;89,115 ± 0,924
MTCD-BSIF;11x11;6;0,4;poly;10;89,323 ± 2,94
MTCD-BSIF;15x15;11;0,6;sigmoid;100;88,698 ± 1,209
MTCD-BSIF;15x15;12;0,8;sigmoid;100;88,646 ± 1,155
MTCD-BSIF;15x15;12;0,6;sigmoid;100;88,594 ± 1,173
MTCD-BSIF;13x13;7;0,8;sigmoid;10;88,646 ± 1,237
MTCD-BSIF;9x9;10;0,4;poly;100;89,375 ± 1,822
MTCD-BSIF;5x5;8;0,2;rbf;1;90 ± 1,737
MTCD-BSIF;13x13;6;0,6;sigmoid;100;88,75 ± 2,287
MTCD-BSIF;3x3;8;N/A;rbf;100;89,688 ± 1,843
MTCD-BSIF;3x3;5;0,8;rbf;10;89,635 ± 1,035
MTCD-BSIF;3x3;5;0,6;rbf;100;89,635 ± 1,035
MTCD-BSIF;3x3;5;0,8;rbf;100;89,635 ± 1,035
MTCD-BSIF;3x3;5;0,6;rbf;10;89,635 ± 1,035
MTCD-BSIF;3x3;8;N/A;rbf;10;89,688 ± 1,727
MTCD-BSIF;15x15;10;0,4;sigmoid;100;88,125 ± 1,762
MTCD-BSIF;9x9;9;0,6;poly;100;89,323 ± 2,373
MTCD-BSIF;9x9;9;0,4;poly;100;89,323 ± 2,373
MTCD-BSIF;11x11;6;0,6;poly;10;89,167 ± 2,83
MTCD-BSIF;9x9;9;0,8;poly;100;89,271 ± 2,359
MTCD-BSIF;13x13;7;0,6;sigmoid;10;88,542 ± 1,151
MTCD-BSIF;15x15;8;0,4;sigmoid;100;88,333 ± 1,132
MTCD-BSIF;9x9;5;0,6;poly;100;89,167 ± 1,64
MTCD-BSIF;11x11;5;0,2;poly;10;88,385 ± 3,434
MTCD-BSIF;9x9;5;0,8;poly;100;89,167 ± 1,66
MTCD-BSIF;9x9;5;0,2;poly;100;89,271 ± 2,091
MTCD-BSIF;13x13;10;0,8;sigmoid;10;88,177 ± 1,623
MTCD-BSIF;9x9;10;0,6;poly;100;89,167 ± 1,786
MTCD-BSIF;3x3;5;0,2;rbf;100;89,375 ± 0,92
MTCD-BSIF;5x5;9;0,4;rbf;1;89,74 ± 2,694
MTCD-BSIF;17x17;9;N/A;sigmoid;100;88,594 ± 1,739
MTCD-BSIF;13x13;12;0,2;poly;10;89,271 ± 1,401
MTCD-BSIF;3x3;7;N/A;poly;1;89,948 ± 2,34
MTCD-BSIF;11x11;6;0,8;poly;10;88,958 ± 2,696
MTCD-BSIF;5x5;9;0,6;rbf;1;89,74 ± 2,702
MTCD-BSIF;5x5;9;0,8;rbf;1;89,74 ± 2,702
MTCD-BSIF;15x15;6;0,2;sigmoid;100;88,802 ± 1,519
MTCD-BSIF;13x13;12;0,8;poly;10;89,062 ± 0,853
MTCD-BSIF;15x15;11;0,4;sigmoid;100;88,385 ± 1,312
MTCD-BSIF;9x9;11;N/A;rbf;1;89,896 ± 2,001
MTCD-BSIF;3x3;5;0,2;rbf;10;89,323 ± 1,003
MTCD-BSIF;15x15;10;0,2;sigmoid;10;87,865 ± 1,066
MTCD-BSIF;15x15;11;0,2;sigmoid;10;88,177 ± 0,173
MTCD-BSIF;7x7;6;0,4;poly;100;89,01 ± 1,526
MTCD-BSIF;11x11;8;0,2;poly;10;88,958 ± 2,664
MTCD-BSIF;5x5;10;0,6;rbf;1;89,375 ± 2,301
MTCD-BSIF;5x5;10;0,8;rbf;1;89,375 ± 2,301
MTCD-BSIF;5x5;10;0,4;rbf;1;89,375 ± 2,18
MTCD-BSIF;13x13;10;0,6;sigmoid;10;88,021 ± 1,63
MTCD-BSIF;9x9;10;0,8;poly;100;89,01 ± 1,733
MTCD-BSIF;13x13;6;0,2;sigmoid;1;88,438 ± 0,541
MTCD-BSIF;11x11;6;0,2;poly;10;88,802 ± 2,922
MTCD-BSIF;15x15;8;0,2;sigmoid;10;87,969 ± 0,785
MTCD-BSIF;13x13;7;0,4;sigmoid;10;88,177 ± 1,066
MTCD-BSIF;15x15;11;0,2;sigmoid;1;87,76 ± 0,681
MTCD-BSIF;13x13;10;0,4;sigmoid;10;87,76 ± 1,262
MTCD-BSIF;15x15;12;0,4;sigmoid;100;87,917 ± 1,01
MTCD-BSIF;3x3;8;0,2;linear;1;89,74 ± 1,636
MTCD-BSIF;5x5;9;0,2;rbf;1;89,323 ± 2,624
MTCD-BSIF;9x9;6;N/A;rbf;1;89,375 ± 1,488
