Feature;Filter Size;Filter Bit;PCA;SVM Kernel;SVM C;Acc
MTCD-BSIF;13x13;5;0,8;sigmoid;10;88,073 ± 1,2
MTCD-BSIF;13x13;5;0,6;sigmoid;10;87,969 ± 1,191
MTCD-BSIF;9x9;10;0,4;poly;10;87,812 ± 1,985
MTCD-BSIF;13x13;10;0,8;sigmoid;1;87,5 ± 1,712
MTCD-BSIF;7x7;6;0,6;poly;100;88,385 ± 1,262
MTCD-BSIF;13x13;5;0,4;sigmoid;1;88,125 ± 0,642
MTCD-BSIF;7x7;6;0,8;poly;100;88,333 ± 1,233
MTCD-BSIF;7x7;6;N/A;rbf;1;89,531 ± 3,434
MTCD-BSIF;13x13;6;0,4;sigmoid;100;87,76 ± 2,298
MTCD-BSIF;13x13;7;0,8;sigmoid;100;87,708 ± 1,072
MTCD-BSIF;13x13;5;0,8;sigmoid;1;88,229 ± 0,949
MTCD-BSIF;7x7;6;0,2;poly;100;88,49 ± 1,848
MTCD-BSIF;13x13;5;0,6;sigmoid;1;88,177 ± 0,901
MTCD-BSIF;9x9;10;0,6;poly;10;87,604 ± 2,006
MTCD-BSIF;13x13;10;0,6;sigmoid;1;87,396 ± 1,617
MTCD-BSIF;17x17;12;N/A;sigmoid;100;88,021 ± 2,467
MTCD-BSIF;9x9;10;0,8;poly;10;87,552 ± 1,945
MTCD-BSIF;5x5;10;0,2;rbf;1;88,75 ± 2,078
MTCD-BSIF;9x9;10;0,2;poly;10;87,708 ± 1,718
MTCD-BSIF;9x9;9;0,2;poly;10;87,917 ± 2,253
MTCD-BSIF;13x13;7;0,6;sigmoid;100;87,5 ± 1,151
MTCD-BSIF;13x13;10;0,4;sigmoid;1;87,188 ± 1,644
MTCD-BSIF;9x9;9;0,4;poly;10;87,865 ± 2,475
MTCD-BSIF;9x9;6;0,4;poly;100;88,021 ± 1,506
MTCD-BSIF;9x9;8;0,6;poly;100;88,333 ± 2,239
MTCD-BSIF;9x9;8;0,4;poly;100;88,385 ± 2,075
MTCD-BSIF;3x3;6;0,8;rbf;10;88,385 ± 1,096
MTCD-BSIF;3x3;6;0,6;rbf;10;88,385 ± 1,096
MTCD-BSIF;3x3;7;0,8;linear;1;89,271 ± 1,708
MTCD-BSIF;3x3;7;N/A;linear;1;89,271 ± 1,708
MTCD-BSIF;13x13;10;0,8;sigmoid;100;86,979 ± 1,795
MTCD-BSIF;17x17;11;N/A;sigmoid;10;88,438 ± 3,021
MTCD-BSIF;9x9;7;0,4;poly;100;87,969 ± 0,578
MTCD-BSIF;3x3;6;0,8;rbf;100;88,333 ± 1,031
MTCD-BSIF;13x13;7;0,4;sigmoid;100;87,24 ± 0,901
MTCD-BSIF;3x3;6;0,6;rbf;100;88,333 ± 1,031
MTCD-BSIF;9x9;9;0,8;poly;10;87,604 ± 2,596
MTCD-BSIF;3x3;7;0,4;linear;1;89,219 ± 1,72
MTCD-BSIF;3x3;7;0,6;linear;1;89,219 ± 1,72
MTCD-BSIF;9x9;9;0,6;poly;10;87,604 ± 2,554
MTCD-BSIF;9x9;11;0,4;poly;100;87,76 ± 1,701
MTCD-BSIF;13x13;5;0,4;sigmoid;10;87,448 ± 1,035
MTCD-BSIF;9x9;8;0,2;poly;100;88,333 ± 2,224
MTCD-BSIF;9x9;8;0,8;poly;100;88,177 ± 2,216
MTCD-BSIF;17x17;11;N/A;sigmoid;1;88,333 ± 3,065
MTCD-BSIF;9x9;7;0,8;poly;100;87,812 ± 0,667
MTCD-BSIF;9x9;7;0,6;poly;100;87,812 ± 0,667
MTCD-BSIF;3x3;6;0,4;rbf;10;88,177 ± 1,287
MTCD-BSIF;11x11;12;0,4;poly;100;87,552 ± 1,752
MTCD-BSIF;9x9;6;0,2;poly;100;87,708 ± 1,932
MTCD-BSIF;13x13;10;0,6;sigmoid;100;86,719 ± 1,824
MTCD-BSIF;11x11;12;0,8;poly;100;87,552 ± 1,788
MTCD-BSIF;11x11;12;0,6;poly;100;87,552 ± 1,86
MTCD-BSIF;3x3;6;0,4;rbf;100;88,125 ± 1,215
MTCD-BSIF;9x9;11;0,6;poly;100;87,5 ± 1,51
MTCD-BSIF;7x7;5;0,4;poly;10;86,979 ± 1,957
MTCD-BSIF;9x9;6;0,6;poly;100;87,448 ± 1,758
MTCD-BSIF;9x9;6;0,8;poly;100;87,396 ± 1,696
MTCD-BSIF;15x15;10;0,2;sigmoid;100;86,25 ± 1,517
MTCD-BSIF;13x13;10;0,4;sigmoid;100;86,51 ± 1,512
MTCD-BSIF;15x15;12;0,2;sigmoid;10;86,927 ± 0,959
MTCD-BSIF;9x9;7;0,2;poly;100;87,552 ± 0,4
MTCD-BSIF;9x9;11;0,8;poly;100;87,344 ± 1,483
MTCD-BSIF;15x15;12;0,2;sigmoid;1;87,031 ± 1,209
MTCD-BSIF;7x7;7;0,4;poly;100;87,865 ± 1,928
MTCD-BSIF;15x15;11;0,2;sigmoid;100;86,51 ± 0,838
MTCD-BSIF;7x7;7;0,2;poly;100;87,812 ± 1,491
MTCD-BSIF;15x15;10;N/A;sigmoid;100;87,552 ± 1,9
MTCD-BSIF;7x7;5;0,2;poly;10;86,719 ± 1,889
MTCD-BSIF;13x13;6;0,2;sigmoid;10;86,719 ± 1,454
MTCD-BSIF;7x7;5;N/A;sigmoid;100;87,292 ± 2,452
MTCD-BSIF;13x13;9;0,8;sigmoid;10;86,198 ± 1,812
MTCD-BSIF;7x7;5;0,6;poly;10;86,562 ± 1,968
MTCD-BSIF;7x7;5;0,8;poly;10;86,562 ± 2,006
MTCD-BSIF;15x15;8;0,2;sigmoid;100;86,25 ± 0,966
MTCD-BSIF;13x13;5;0,8;sigmoid;100;86,719 ± 1,842
MTCD-BSIF;13x13;9;0,6;sigmoid;10;86,146 ± 1,825
MTCD-BSIF;9x9;11;0,2;poly;100;87,135 ± 1,596
MTCD-BSIF;13x13;10;0,2;sigmoid;10;86,094 ± 1,603
MTCD-BSIF;7x7;7;0,6;poly;100;87,448 ± 1,877
MTCD-BSIF;3x3;7;0,2;linear;1;88,49 ± 1,63
MTCD-BSIF;7x7;7;0,8;poly;100;87,396 ± 1,963
MTCD-BSIF;13x13;5;0,6;sigmoid;100;86,562 ± 1,957
MTCD-BSIF;3x3;6;0,2;rbf;100;87,448 ± 1,385
MTCD-BSIF;3x3;6;0,2;rbf;10;87,448 ± 1,491
MTCD-BSIF;13x13;9;0,8;sigmoid;1;85,833 ± 1,259
MTCD-BSIF;13x13;7;0,2;sigmoid;1;86,302 ± 1,676
MTCD-BSIF;13x13;5;0,4;sigmoid;100;86,458 ± 1,904
MTCD-BSIF;9x9;5;0,4;poly;10;86,302 ± 1,649
MTCD-BSIF;13x13;9;0,4;sigmoid;10;85,781 ± 1,245
MTCD-BSIF;17x17;10;0,4;poly;1;85,729 ± 0,477
MTCD-BSIF;5x5;11;0,4;rbf;1;87,76 ± 2,955
MTCD-BSIF;11x11;12;0,2;poly;100;86,719 ± 2,172
MTCD-BSIF;5x5;11;0,6;rbf;1;87,76 ± 2,847
MTCD-BSIF;5x5;11;0,8;rbf;1;87,76 ± 2,847
MTCD-BSIF;15x15;12;0,2;sigmoid;100;86,042 ± 1,206
MTCD-BSIF;13x13;10;0,2;sigmoid;1;85,729 ± 1,889
MTCD-BSIF;11x11;12;0,4;poly;10;86,406 ± 2,289
MTCD-BSIF;9x9;5;0,6;poly;10;86,042 ± 1,559
MTCD-BSIF;9x9;5;0,8;poly;10;86,042 ± 1,593
MTCD-BSIF;11x11;12;0,6;poly;10;86,354 ± 2,436
MTCD-BSIF;9x9;7;0,4;poly;10;86,667 ± 0,675
MTCD-BSIF;13x13;9;0,6;sigmoid;1;85,521 ± 1,491
MTCD-BSIF;11x11;12;0,8;poly;10;86,302 ± 2,382
MTCD-BSIF;17x17;10;0,6;poly;1;85,469 ± 0,475
MTCD-BSIF;9x9;5;0,2;poly;10;85,885 ± 1,2
MTCD-BSIF;5x5;5;0,6;poly;100;87,135 ± 1,116
MTCD-BSIF;5x5;5;0,8;poly;100;87,083 ± 1,083
MTCD-BSIF;9x9;11;0,4;poly;10;85,365 ± 2,27
MTCD-BSIF;13x13;8;0,8;sigmoid;10;85,312 ± 0,521
MTCD-BSIF;9x9;6;0,4;poly;10;85,99 ± 1,967
MTCD-BSIF;17x17;10;0,8;poly;1;85,208 ± 0,625
MTCD-BSIF;9x9;7;0,6;poly;10;86,406 ± 0,785
MTCD-BSIF;9x9;7;0,8;poly;10;86,354 ± 0,814
MTCD-BSIF;13x13;8;0,6;sigmoid;10;85,208 ± 0,531
MTCD-BSIF;17x17;9;0,4;poly;1;85,156 ± 0,924
MTCD-BSIF;13x13;11;0,8;sigmoid;10;84,635 ± 0,372
MTCD-BSIF;13x13;9;0,4;sigmoid;1;85,104 ± 1,305
MTCD-BSIF;5x5;5;0,4;poly;100;86,875 ± 0,955
MTCD-BSIF;9x9;11;0,6;poly;10;85,208 ± 2,057
MTCD-BSIF;17x17;7;0,2;poly;1;83,646 ± 2,797
MTCD-BSIF;9x9;6;0,6;poly;10;85,729 ± 2,237
MTCD-BSIF;13x13;5;0,2;sigmoid;1;85,938 ± 1,117
MTCD-BSIF;17x17;10;0,2;poly;1;84,74 ± 1,818
MTCD-BSIF;9x9;8;0,6;poly;10;86,406 ± 2,404
MTCD-BSIF;13x13;9;0,8;sigmoid;100;84,896 ± 1,957
MTCD-BSIF;9x9;6;0,8;poly;10;85,677 ± 2,386
MTCD-BSIF;17x17;8;N/A;sigmoid;100;85,156 ± 1,582
MTCD-BSIF;13x13;11;0,6;sigmoid;10;84,427 ± 0,4
MTCD-BSIF;9x9;11;0,2;poly;10;85,052 ± 1,951
MTCD-BSIF;9x9;8;0,4;poly;10;86,406 ± 2,422
MTCD-BSIF;17x17;9;0,2;poly;1;84,583 ± 2,004
MTCD-BSIF;13x13;5;0,2;sigmoid;10;85,469 ± 1,209
MTCD-BSIF;9x9;11;0,8;poly;10;85 ± 1,932
MTCD-BSIF;9x9;8;0,8;poly;10;86,25 ± 2,522
MTCD-BSIF;11x11;12;0,2;poly;10;85,938 ± 2,812
MTCD-BSIF;17x17;10;N/A;sigmoid;10;86,562 ± 2,511
MTCD-BSIF;7x7;9;N/A;rbf;1;86,979 ± 2,188
MTCD-BSIF;17x17;10;N/A;sigmoid;1;86,51 ± 2,515
MTCD-BSIF;9x9;12;N/A;rbf;1;87,448 ± 3,521
MTCD-BSIF;13x13;9;0,6;sigmoid;100;84,688 ± 2,033
MTCD-BSIF;13x13;7;0,2;sigmoid;10;85,26 ± 1,491
MTCD-BSIF;5x5;7;0,8;poly;100;85,781 ± 1,262
MTCD-BSIF;5x5;7;0,6;poly;100;85,781 ± 1,27
MTCD-BSIF;13x13;6;0,2;sigmoid;100;85,26 ± 1,727
MTCD-BSIF;5x5;11;0,2;rbf;1;86,771 ± 3,296
MTCD-BSIF;13x13;8;0,4;sigmoid;10;84,583 ± 0,675
MTCD-BSIF;5x5;5;0,2;poly;100;86,51 ± 1,2
MTCD-BSIF;13x13;10;0,2;sigmoid;100;84,427 ± 1,848
MTCD-BSIF;9x9;8;0,2;poly;10;86,146 ± 2,414
MTCD-BSIF;13x13;11;0,8;sigmoid;1;83,958 ± 0,722
MTCD-BSIF;11x11;7;0,8;sigmoid;10;84,323 ± 1,616
MTCD-BSIF;17x17;9;0,6;poly;1;84,479 ± 0,853
MTCD-BSIF;9x9;7;0,2;poly;10;85,833 ± 0,966
MTCD-BSIF;5x5;5;N/A;rbf;1;86,927 ± 3,558
MTCD-BSIF;17x17;8;0,2;poly;1;83,229 ± 1,746
MTCD-BSIF;7x7;6;0,4;poly;10;84,583 ± 1,993
MTCD-BSIF;7x7;6;0,8;poly;10;84,479 ± 2,096
MTCD-BSIF;9x9;6;0,2;poly;10;84,896 ± 2,359
MTCD-BSIF;13x13;8;0,6;sigmoid;1;84,323 ± 1,135
MTCD-BSIF;5x5;7;0,4;poly;100;85,521 ± 1,067
MTCD-BSIF;13x13;11;0,6;sigmoid;1;83,75 ± 0,625
MTCD-BSIF;7x7;6;0,6;poly;10;84,427 ± 2,043
MTCD-BSIF;15x15;9;N/A;sigmoid;100;85,156 ± 2,322
MTCD-BSIF;13x13;8;0,8;sigmoid;1;84,219 ± 1,035
MTCD-BSIF;17x17;9;0,8;poly;1;84,323 ± 0,864
MTCD-BSIF;17x17;6;0,2;poly;1;83,177 ± 2,847
MTCD-BSIF;11x11;7;0,6;sigmoid;10;84,01 ± 1,962
MTCD-BSIF;11x11;5;0,8;sigmoid;10;84,115 ± 0,227
MTCD-BSIF;17x17;5;0,2;poly;1;83,385 ± 2,962
MTCD-BSIF;17x17;7;0,4;poly;1;82,917 ± 2,239
MTCD-BSIF;11x11;5;0,6;sigmoid;10;84,062 ± 0,454
MTCD-BSIF;13x13;11;0,8;sigmoid;100;83,646 ± 1,338
MTCD-BSIF;5x5;9;0,6;poly;100;85,469 ± 0,959
MTCD-BSIF;5x5;6;0,6;poly;100;85,625 ± 1,326
MTCD-BSIF;13x13;11;0,6;sigmoid;100;83,594 ± 1,2
MTCD-BSIF;5x5;9;0,4;poly;100;85,469 ± 1,145
MTCD-BSIF;11x11;7;0,8;sigmoid;1;84,062 ± 1,683
MTCD-BSIF;5x5;8;0,4;poly;100;85,365 ± 1,589
MTCD-BSIF;3x3;7;0,6;rbf;10;86,198 ± 2,26
MTCD-BSIF;3x3;7;0,8;rbf;10;86,198 ± 2,26
MTCD-BSIF;3x3;7;0,6;rbf;100;86,198 ± 2,26
MTCD-BSIF;3x3;7;0,8;rbf;100;86,198 ± 2,26
MTCD-BSIF;5x5;6;0,8;poly;100;85,573 ± 1,321
MTCD-BSIF;13x13;8;0,8;sigmoid;100;84,062 ± 0,667
MTCD-BSIF;17x17;7;0,6;poly;1;82,604 ± 2,294
MTCD-BSIF;7x7;10;0,8;poly;100;85,469 ± 0,825
MTCD-BSIF;7x7;10;0,6;poly;100;85,469 ± 0,825
MTCD-BSIF;17x17;11;0,4;poly;1;83,438 ± 0,744
MTCD-BSIF;3x3;7;0,4;rbf;100;86,146 ± 2,112
MTCD-BSIF;3x3;7;0,4;rbf;10;86,146 ± 2,112
MTCD-BSIF;5x5;9;0,8;poly;100;85,365 ± 1,106
MTCD-BSIF;11x11;6;0,6;sigmoid;10;83,906 ± 0,864
MTCD-BSIF;7x7;7;0,2;poly;10;84,062 ± 2,493
MTCD-BSIF;13x13;8;0,6;sigmoid;100;83,906 ± 0,578
MTCD-BSIF;3x3;7;0,2;rbf;100;86,094 ± 2,132
MTCD-BSIF;5x5;8;0,8;poly;100;85,104 ± 1,831
MTCD-BSIF;17x17;7;0,8;poly;1;82,5 ± 2,22
MTCD-BSIF;5x5;6;0,4;poly;100;85,417 ± 1,169
MTCD-BSIF;11x11;7;0,4;sigmoid;10;83,646 ± 1,795
MTCD-BSIF;11x11;6;0,8;sigmoid;10;83,854 ± 1,183
MTCD-BSIF;11x11;6;0,8;sigmoid;1;84,219 ± 0,981
MTCD-BSIF;17x17;8;0,4;poly;1;83,125 ± 1,607
MTCD-BSIF;13x13;9;0,4;sigmoid;100;83,854 ± 1,918
MTCD-BSIF;7x7;7;0,4;poly;10;84,01 ± 2,881
MTCD-BSIF;5x5;8;0,6;poly;100;85,052 ± 1,758
MTCD-BSIF;11x11;7;0,6;sigmoid;1;83,802 ± 1,812
MTCD-BSIF;7x7;10;0,4;poly;100;85,312 ± 0,814
MTCD-BSIF;17x17;9;N/A;sigmoid;1;85,104 ± 2,178
MTCD-BSIF;9x9;12;0,8;poly;100;84,896 ± 2,612
MTCD-BSIF;3x3;8;0,8;rbf;10;85,781 ± 1,72
MTCD-BSIF;3x3;8;0,8;rbf;100;85,781 ± 1,72
MTCD-BSIF;3x3;8;0,6;rbf;100;85,781 ± 1,72
MTCD-BSIF;3x3;8;0,6;rbf;10;85,781 ± 1,72
MTCD-BSIF;7x7;9;0,4;poly;100;85,417 ± 0,39
MTCD-BSIF;11x11;6;0,6;sigmoid;1;84,167 ± 0,92
MTCD-BSIF;7x7;7;0,6;poly;10;83,958 ± 3,008
MTCD-BSIF;7x7;7;N/A;rbf;1;86,302 ± 3,573
MTCD-BSIF;3x3;7;0,2;rbf;10;85,938 ± 2,246
MTCD-BSIF;13x13;11;0,4;sigmoid;10;83,177 ± 0,648
MTCD-BSIF;7x7;10;N/A;rbf;1;85,99 ± 2,583
MTCD-BSIF;7x7;7;0,8;poly;10;83,906 ± 3,045
MTCD-BSIF;13x13;5;0,2;sigmoid;100;84,427 ± 1,727
MTCD-BSIF;17x17;9;N/A;sigmoid;10;85,052 ± 2,059
MTCD-BSIF;17x17;5;0,4;poly;1;82,917 ± 3,241
MTCD-BSIF;13x13;11;0,4;sigmoid;1;83,281 ± 0,173
MTCD-BSIF;3x3;8;0,4;rbf;100;85,677 ± 1,727
MTCD-BSIF;3x3;8;0,4;rbf;10;85,677 ± 1,727
MTCD-BSIF;17x17;11;0,6;poly;1;83,073 ± 0,614
MTCD-BSIF;7x7;9;0,8;poly;100;85,26 ± 0,173
MTCD-BSIF;7x7;9;0,6;poly;100;85,26 ± 0,09
MTCD-BSIF;9x9;12;0,4;poly;100;84,792 ± 2,296
MTCD-BSIF;17x17;8;0,6;poly;1;82,969 ± 1,745
MTCD-BSIF;7x7;8;0,8;poly;100;84,74 ± 2,127
MTCD-BSIF;9x9;12;0,6;poly;100;84,74 ± 2,661
MTCD-BSIF;17x17;6;0,4;poly;1;82,708 ± 2,407
MTCD-BSIF;5x5;9;0,2;poly;100;85,156 ± 0,851
MTCD-BSIF;13x13;8;0,4;sigmoid;1;83,646 ± 1,272
MTCD-BSIF;17x17;11;0,8;poly;1;82,969 ± 0,665
MTCD-BSIF;13x13;9;0,2;sigmoid;10;83,49 ± 1,353
MTCD-BSIF;17x17;5;0,6;poly;1;82,76 ± 3,344
MTCD-BSIF;7x7;8;0,2;poly;100;84,896 ± 2,387
MTCD-BSIF;13x13;8;0,4;sigmoid;100;83,594 ± 1,035
MTCD-BSIF;11x11;5;0,4;sigmoid;10;83,438 ± 0,521
MTCD-BSIF;5x5;7;0,2;poly;100;85,052 ± 0,757
MTCD-BSIF;7x7;8;0,4;poly;100;84,74 ± 2,462
MTCD-BSIF;15x15;10;0,4;poly;1;83,073 ± 3,285
MTCD-BSIF;17x17;8;0,8;poly;1;82,865 ± 1,764
MTCD-BSIF;7x7;9;0,2;poly;100;85,156 ± 0,559
MTCD-BSIF;11x11;6;0,4;sigmoid;10;83,385 ± 1,173
MTCD-BSIF;11x11;6;0,4;sigmoid;1;83,802 ± 0,864
MTCD-BSIF;7x7;8;0,6;poly;100;84,531 ± 2,167
MTCD-BSIF;17x17;5;0,8;poly;1;82,552 ± 3,181
MTCD-BSIF;7x7;6;0,2;poly;10;83,698 ± 1,701
MTCD-BSIF;5x5;6;0,2;poly;100;85,156 ± 1,209
MTCD-BSIF;13x13;9;0,2;sigmoid;1;83,177 ± 1,377
MTCD-BSIF;15x15;7;0,4;poly;1;82,448 ± 1,469
MTCD-BSIF;17x17;6;0,6;poly;1;82,344 ± 2,453
MTCD-BSIF;5x5;8;0,2;poly;100;84,792 ± 1,932
MTCD-BSIF;17x17;11;0,2;poly;1;82,396 ± 2,096
MTCD-BSIF;15x15;10;0,2;poly;1;82,552 ± 3,734
MTCD-BSIF;15x15;10;0,6;poly;1;82,76 ± 3,322
MTCD-BSIF;11x11;7;0,4;sigmoid;1;83,073 ± 2,197
MTCD-BSIF;17x17;6;0,8;poly;1;82,188 ± 2,511
MTCD-BSIF;17x17;12;0,2;poly;1;82,656 ± 1,191
MTCD-BSIF;7x7;10;0,2;poly;100;84,896 ± 0,729
MTCD-BSIF;3x3;8;0,2;rbf;10;85,052 ± 1,883
MTCD-BSIF;13x13;7;0,2;sigmoid;100;83,594 ± 2,121
MTCD-BSIF;3x3;8;0,2;rbf;100;85,052 ± 1,83
MTCD-BSIF;15x15;10;0,8;poly;1;82,552 ± 3,195
MTCD-BSIF;3x3;5;0,6;rbf;1;85,417 ± 2,185
MTCD-BSIF;3x3;5;0,8;rbf;1;85,417 ± 2,185
MTCD-BSIF;11x11;7;0,8;sigmoid;100;82,76 ± 2,246
MTCD-BSIF;15x15;7;0,6;poly;1;81,979 ± 1,644
MTCD-BSIF;17x17;12;N/A;sigmoid;10;84,219 ± 2,096
MTCD-BSIF;13x13;12;0,8;sigmoid;10;82,604 ± 1,047
MTCD-BSIF;9x9;12;0,2;poly;100;84,271 ± 2,678
MTCD-BSIF;3x3;5;0,4;rbf;1;85,26 ± 2,467
MTCD-BSIF;17x17;12;0,4;poly;1;81,823 ± 1,236
MTCD-BSIF;7x7;11;N/A;rbf;1;85 ± 2,68
MTCD-BSIF;13x13;12;0,6;sigmoid;10;82,448 ± 1,035
MTCD-BSIF;15x15;7;0,2;poly;1;81,667 ± 1,495
MTCD-BSIF;15x15;7;0,8;poly;1;81,823 ± 1,526
MTCD-BSIF;5x5;10;0,4;poly;100;84,01 ± 0,851
MTCD-BSIF;11x11;7;0,6;sigmoid;100;82,448 ± 2,202
MTCD-BSIF;13x13;11;0,4;sigmoid;100;82,24 ± 1,312
MTCD-BSIF;17x17;12;N/A;sigmoid;1;84,01 ± 2,157
MTCD-BSIF;17x17;12;0,6;poly;1;81,562 ± 1,192
MTCD-BSIF;5x5;12;0,6;rbf;1;84,844 ± 3,811
MTCD-BSIF;15x15;9;0,6;poly;1;81,146 ± 2,023
MTCD-BSIF;15x15;9;0,4;poly;1;81,25 ± 2,109
MTCD-BSIF;13x13;12;0,8;sigmoid;1;82,344 ± 0,475
MTCD-BSIF;5x5;12;0,8;rbf;1;84,792 ± 3,881
MTCD-BSIF;5x5;10;0,6;poly;100;83,854 ± 0,8
MTCD-BSIF;7x7;8;0,8;poly;10;82,917 ± 2,983
MTCD-BSIF;7x7;8;0,6;poly;10;82,865 ± 3,031
MTCD-BSIF;15x15;9;0,8;poly;1;81,042 ± 2,036
MTCD-BSIF;15x15;6;0,2;poly;1;81,667 ± 2,325
MTCD-BSIF;11x11;5;0,8;sigmoid;1;82,552 ± 0,518
MTCD-BSIF;5x5;12;0,4;rbf;1;84,688 ± 3,731
MTCD-BSIF;5x5;10;0,8;poly;100;83,75 ± 0,846
MTCD-BSIF;7x7;8;0,4;poly;10;82,865 ± 3,285
MTCD-BSIF;7x7;8;N/A;rbf;1;85,104 ± 2,781
MTCD-BSIF;5x5;10;0,2;poly;100;83,854 ± 1,237
MTCD-BSIF;17x17;12;0,8;poly;1;81,302 ± 1,393
MTCD-BSIF;11x11;5;0,8;sigmoid;100;82,344 ± 1,066
MTCD-BSIF;11x11;5;0,6;sigmoid;1;82,344 ± 0,497
MTCD-BSIF;7x7;12;N/A;rbf;1;84,583 ± 3,268
MTCD-BSIF;13x13;12;0,6;sigmoid;1;81,875 ± 0,571
MTCD-BSIF;15x15;9;0,2;poly;1;80,521 ± 3,024
MTCD-BSIF;3x3;5;0,2;rbf;1;84,583 ± 2,68
MTCD-BSIF;13x13;12;0,4;sigmoid;10;81,719 ± 1,066
MTCD-BSIF;5x5;5;0,4;poly;10;82,5 ± 1,436
MTCD-BSIF;7x7;8;0,2;poly;10;82,604 ± 3,049
MTCD-BSIF;7x7;12;0,2;poly;100;83,542 ± 1,358
MTCD-BSIF;13x13;12;0,6;sigmoid;100;81,719 ± 1,446
MTCD-BSIF;15x15;11;N/A;sigmoid;100;83,698 ± 2,142
MTCD-BSIF;5x5;5;N/A;sigmoid;100;83,385 ± 2,265
MTCD-BSIF;7x7;12;0,4;poly;100;83,49 ± 1,424
MTCD-BSIF;5x5;5;0,8;poly;10;82,344 ± 1,408
MTCD-BSIF;11x11;5;0,6;sigmoid;100;82,083 ± 0,846
MTCD-BSIF;5x5;5;0,2;poly;10;82,448 ± 1,86
MTCD-BSIF;5x5;5;0,6;poly;10;82,344 ± 1,408
MTCD-BSIF;11x11;7;0,4;sigmoid;100;81,667 ± 1,987
MTCD-BSIF;13x13;12;0,8;sigmoid;100;81,667 ± 1,436
MTCD-BSIF;7x7;9;0,2;poly;10;82,917 ± 1,421
MTCD-BSIF;11x11;5;0,4;sigmoid;1;81,979 ± 0,521
MTCD-BSIF;7x7;9;0,4;poly;10;82,865 ± 1,182
MTCD-BSIF;7x7;12;0,6;poly;100;83,281 ± 1,27
MTCD-BSIF;7x7;9;0,8;poly;10;82,76 ± 1,27
MTCD-BSIF;13x13;11;0,2;sigmoid;1;81,458 ± 0,765
MTCD-BSIF;13x13;8;0,2;sigmoid;10;81,667 ± 1,224
MTCD-BSIF;7x7;12;0,8;poly;100;83,229 ± 1,288
MTCD-BSIF;7x7;9;0,6;poly;10;82,656 ± 1,209
MTCD-BSIF;15x15;5;0,2;poly;1;80,938 ± 3,216
MTCD-BSIF;11x11;5;0,4;sigmoid;100;81,771 ± 0,983
MTCD-BSIF;11x11;9;0,8;sigmoid;10;81,198 ± 1,596
MTCD-BSIF;11x11;6;0,6;sigmoid;100;81,615 ± 1,848
MTCD-BSIF;11x11;6;0,8;sigmoid;100;81,615 ± 1,848
MTCD-BSIF;13x13;11;0,2;sigmoid;10;81,198 ± 0,727
MTCD-BSIF;15x15;8;N/A;sigmoid;100;81,875 ± 2,041
MTCD-BSIF;7x7;10;0,4;poly;10;82,656 ± 1,377
MTCD-BSIF;11x11;9;0,6;sigmoid;10;81,146 ± 1,569
MTCD-BSIF;5x5;7;0,6;poly;10;81,667 ± 2,155
MTCD-BSIF;13x13;12;0,4;sigmoid;1;81,302 ± 0,948
MTCD-BSIF;11x11;7;0,2;sigmoid;10;81,094 ± 2,914
MTCD-BSIF;7x7;10;0,6;poly;10;82,552 ± 1,27
MTCD-BSIF;7x7;10;0,8;poly;10;82,5 ± 1,259
MTCD-BSIF;13x13;12;0,4;sigmoid;100;81,198 ± 1,424
MTCD-BSIF;7x7;11;0,4;poly;100;82,812 ± 0,477
MTCD-BSIF;5x5;12;0,2;rbf;1;83,698 ± 3,412
MTCD-BSIF;15x15;8;0,4;poly;1;79,531 ± 1,446
MTCD-BSIF;13x13;9;0,2;sigmoid;100;81,302 ± 1,483
MTCD-BSIF;15x15;6;0,4;poly;1;80,469 ± 3,074
MTCD-BSIF;5x5;7;0,8;poly;10;81,51 ± 2,172
MTCD-BSIF;5x5;7;N/A;rbf;1;83,906 ± 2,279
MTCD-BSIF;5x5;7;0,4;poly;10;81,458 ± 1,898
MTCD-BSIF;7x7;11;0,8;poly;100;82,604 ± 0,616
MTCD-BSIF;7x7;11;0,6;poly;100;82,656 ± 0,518
MTCD-BSIF;11x11;6;0,2;sigmoid;10;81,146 ± 1,322
MTCD-BSIF;5x5;7;0,2;poly;10;81,458 ± 1,607
MTCD-BSIF;13x13;10;N/A;sigmoid;100;82,656 ± 2,274
MTCD-BSIF;11x11;9;0,4;sigmoid;10;80,625 ± 1,374
MTCD-BSIF;7x7;11;0,2;poly;100;82,656 ± 0,785
MTCD-BSIF;3x3;6;0,8;rbf;1;83,333 ± 2,094
MTCD-BSIF;3x3;6;0,6;rbf;1;83,333 ± 2,094
MTCD-BSIF;13x13;10;0,4;poly;1;80,677 ± 4,155
MTCD-BSIF;15x15;8;0,2;poly;1;78,802 ± 2,34
MTCD-BSIF;3x3;6;0,4;rbf;1;83,177 ± 2,027
MTCD-BSIF;15x15;8;0,6;poly;1;79,01 ± 1,483
MTCD-BSIF;11x11;9;0,8;sigmoid;100;80,469 ± 1,945
MTCD-BSIF;11x11;6;0,2;sigmoid;1;81,198 ± 1,643
MTCD-BSIF;13x13;10;0,6;poly;1;80,469 ± 3,962
MTCD-BSIF;11x11;9;0,6;sigmoid;100;80,417 ± 1,881
MTCD-BSIF;7x7;10;0,2;poly;10;82,031 ± 1,279
