Feature;Filter Size;Filter Bit;PCA;SVM Kernel;SVM C;Acc
BSIF;17x17;6;0,2;rbf;1;95,573 ± 0,173
BSIF;15x15;6;N/A;rbf;1;95,573 ± 1,416
BSIF;17x17;5;N/A;linear;1;95,521 ± 1,254
BSIF;17x17;5;0,8;linear;1;95,521 ± 1,297
BSIF;17x17;7;0,2;linear;1;95,469 ± 1,126
BSIF;13x13;11;0,6;rbf;1;95,417 ± 2,068
BSIF;17x17;5;N/A;linear;10;95,365 ± 1,353
BSIF;17x17;5;0,6;linear;1;95,312 ± 1,237
BSIF;13x13;9;N/A;rbf;1;95,312 ± 2,322
BSIF;13x13;9;0,6;linear;1;95,312 ± 1,676
BSIF;17x17;5;N/A;linear;100;95,26 ± 1,446
BSIF;13x13;9;0,8;rbf;1;95,26 ± 2,207
BSIF;13x13;9;0,6;linear;100;95,26 ± 1,296
BSIF;13x13;9;0,6;linear;10;95,26 ± 1,296
BSIF;17x17;5;0,8;linear;10;95,208 ± 1,197
BSIF;17x17;6;0,2;linear;1;95,208 ± 0,39
BSIF;15x15;6;0,8;rbf;1;95,208 ± 1,276
BSIF;17x17;10;0,8;poly;100;95,208 ± 1,093
BSIF;17x17;5;N/A;rbf;1;95,156 ± 1,287
BSIF;17x17;5;0,4;linear;1;95,156 ± 1,076
BSIF;17x17;5;0,8;linear;100;95,156 ± 1,287
BSIF;13x13;11;0,4;rbf;1;95,156 ± 2,157
BSIF;13x13;9;N/A;poly;100;95,156 ± 1,596
BSIF;13x13;9;N/A;poly;10;95,156 ± 1,596
BSIF;13x13;9;N/A;poly;1;95,156 ± 1,596
BSIF;15x15;6;N/A;rbf;10;95,156 ± 1,025
BSIF;15x15;6;N/A;rbf;100;95,156 ± 1,025
BSIF;17x17;5;0,8;rbf;1;95,104 ± 1,237
BSIF;13x13;9;0,6;rbf;1;95,104 ± 2,227
BSIF;13x13;10;0,4;linear;10;95,104 ± 1,047
BSIF;13x13;10;0,4;linear;100;95,104 ± 1,047
BSIF;17x17;8;0,2;rbf;10;95,104 ± 0,521
BSIF;13x13;8;0,8;rbf;10;95,104 ± 1,322
BSIF;13x13;8;0,8;rbf;100;95,104 ± 1,322
BSIF;13x13;8;N/A;rbf;10;95,104 ± 1,219
BSIF;13x13;8;N/A;rbf;100;95,104 ± 1,219
BSIF;15x15;6;0,6;rbf;1;95,104 ± 1,305
BSIF;17x17;10;0,6;poly;100;95,104 ± 1,067
BSIF;17x17;5;0,6;linear;10;95,052 ± 1,727
BSIF;17x17;5;0,6;rbf;1;95,052 ± 1,035
BSIF;17x17;12;0,2;linear;10;95,052 ± 1,848
BSIF;17x17;12;0,2;linear;100;95,052 ± 1,848
BSIF;17x17;10;0,4;poly;100;95,052 ± 1,173
BSIF;17x17;5;N/A;rbf;10;95 ± 1,132
BSIF;17x17;5;0,8;rbf;10;95 ± 1,132
BSIF;17x17;5;0,8;rbf;100;94,948 ± 1,2
BSIF;13x13;12;N/A;linear;100;94,948 ± 2,172
BSIF;13x13;12;N/A;linear;10;94,948 ± 2,172
BSIF;13x13;7;N/A;linear;100;94,948 ± 1,701
BSIF;13x13;7;N/A;linear;10;94,948 ± 1,701
BSIF;15x15;6;0,8;rbf;100;94,948 ± 0,97
BSIF;15x15;6;0,8;rbf;10;94,948 ± 0,97
BSIF;17x17;5;N/A;rbf;100;94,896 ± 1,219
BSIF;17x17;6;0,2;rbf;10;94,896 ± 0,477
BSIF;13x13;12;0,8;linear;100;94,896 ± 2,158
BSIF;13x13;12;0,8;linear;10;94,896 ± 2,158
BSIF;17x17;7;0,2;linear;10;94,896 ± 1,297
BSIF;13x13;9;0,4;rbf;10;94,896 ± 1,417
BSIF;13x13;9;0,4;rbf;100;94,896 ± 1,417
BSIF;17x17;5;0,6;linear;100;94,844 ± 1,836
BSIF;17x17;8;0,2;rbf;100;94,844 ± 0,451
BSIF;15x15;6;N/A;linear;1;94,844 ± 1,623
BSIF;13x13;8;0,6;rbf;100;94,792 ± 1,358
BSIF;13x13;8;0,6;rbf;10;94,792 ± 1,358
BSIF;17x17;9;0,6;poly;100;94,74 ± 0,97
BSIF;13x13;12;0,6;linear;100;94,74 ± 2,27
BSIF;13x13;12;0,6;linear;10;94,74 ± 2,27
BSIF;15x15;11;0,2;linear;1;94,74 ± 0,798
BSIF;15x15;6;0,8;linear;100;94,74 ± 1,312
BSIF;15x15;6;0,8;linear;10;94,74 ± 1,312
BSIF;15x15;6;N/A;linear;10;94,74 ± 1,312
BSIF;15x15;6;N/A;linear;100;94,74 ± 1,312
BSIF;17x17;7;0,2;rbf;10;94,688 ± 1,183
BSIF;15x15;6;0,8;linear;1;94,688 ± 1,549
BSIF;17x17;5;0,4;rbf;1;94,635 ± 1,209
BSIF;17x17;9;0,8;poly;100;94,635 ± 1,066
BSIF;17x17;6;0,2;rbf;100;94,635 ± 0,681
BSIF;13x13;7;N/A;linear;1;94,635 ± 1,669
BSIF;17x17;7;0,2;linear;100;94,635 ± 1,329
BSIF;15x15;10;0,8;poly;100;94,635 ± 2,665
BSIF;15x15;10;0,6;poly;100;94,635 ± 2,804
BSIF;17x17;6;0,2;linear;10;94,583 ± 0,39
BSIF;13x13;7;N/A;rbf;10;94,583 ± 2,094
BSIF;13x13;7;N/A;rbf;100;94,583 ± 2,094
BSIF;13x13;7;0,8;linear;100;94,583 ± 1,712
BSIF;13x13;7;0,8;linear;10;94,583 ± 1,712
BSIF;13x13;9;0,4;rbf;1;94,531 ± 2,557
BSIF;15x15;11;0,2;rbf;1;94,531 ± 1,066
BSIF;17x17;10;0,2;poly;100;94,531 ± 0,596
BSIF;15x15;6;0,6;rbf;10;94,531 ± 1,209
BSIF;15x15;6;0,6;rbf;100;94,531 ± 1,209
BSIF;17x17;8;0,2;linear;1;94,479 ± 1,447
BSIF;17x17;5;0,6;rbf;100;94,427 ± 1,377
BSIF;17x17;5;0,6;rbf;10;94,427 ± 1,377
BSIF;13x13;9;0,4;linear;1;94,427 ± 1,866
BSIF;15x15;9;0,2;linear;1;94,427 ± 0,825
BSIF;15x15;9;0,2;rbf;1;94,427 ± 0,992
BSIF;13x13;7;0,8;rbf;100;94,427 ± 1,951
BSIF;13x13;7;0,8;rbf;10;94,427 ± 1,951
BSIF;17x17;8;0,2;rbf;1;94,427 ± 1,135
BSIF;17x17;7;0,2;rbf;100;94,427 ± 1,182
BSIF;13x13;7;0,8;linear;1;94,427 ± 1,812
BSIF;13x13;12;N/A;linear;1;94,375 ± 2,16
BSIF;15x15;11;0,2;rbf;10;94,375 ± 1,072
BSIF;13x13;8;N/A;linear;100;94,375 ± 1,093
BSIF;13x13;8;N/A;linear;10;94,375 ± 1,093
BSIF;15x15;10;0,4;poly;100;94,375 ± 2,935
BSIF;17x17;10;0,8;poly;10;94,375 ± 1,466
BSIF;13x13;12;0,8;linear;1;94,323 ± 2,157
BSIF;15x15;11;0,2;rbf;100;94,323 ± 1,003
BSIF;13x13;7;0,6;linear;1;94,323 ± 1,72
BSIF;11x11;10;N/A;linear;100;94,271 ± 2,502
BSIF;11x11;10;N/A;linear;10;94,271 ± 2,502
BSIF;13x13;8;0,8;linear;100;94,271 ± 1,078
BSIF;13x13;8;0,8;linear;10;94,271 ± 1,078
BSIF;15x15;10;0,6;poly;10;94,271 ± 2,874
BSIF;17x17;10;0,6;poly;10;94,271 ± 1,288
BSIF;17x17;9;0,4;poly;100;94,219 ± 1,145
BSIF;11x11;10;N/A;rbf;100;94,219 ± 2,536
BSIF;11x11;10;N/A;rbf;10;94,219 ± 2,536
BSIF;15x15;10;0,8;poly;10;94,219 ± 2,847
BSIF;17x17;5;N/A;poly;1;94,167 ± 1,031
BSIF;17x17;5;N/A;poly;100;94,167 ± 1,031
BSIF;17x17;5;N/A;poly;10;94,167 ± 1,031
BSIF;11x11;10;0,6;linear;100;94,167 ± 2,656
BSIF;11x11;10;0,6;linear;10;94,167 ± 2,656
BSIF;13x13;8;N/A;linear;1;94,167 ± 1,366
BSIF;11x11;9;0,8;linear;100;94,115 ± 2,869
BSIF;11x11;9;0,8;linear;10;94,115 ± 2,869
BSIF;15x15;6;0,6;linear;100;94,115 ± 1,353
BSIF;11x11;10;0,8;linear;10;94,062 ± 2,528
BSIF;11x11;10;0,8;linear;100;94,062 ± 2,528
BSIF;13x13;6;N/A;rbf;1;94,062 ± 1,005
BSIF;13x13;7;0,6;linear;10;94,062 ± 1,534
BSIF;11x11;10;0,8;rbf;100;94,062 ± 2,654
BSIF;11x11;10;0,8;rbf;10;94,062 ± 2,654
BSIF;13x13;7;0,6;linear;100;94,062 ± 1,534
BSIF;13x13;12;N/A;rbf;10;94,062 ± 2,364
BSIF;13x13;12;N/A;rbf;100;94,062 ± 2,364
BSIF;13x13;7;N/A;poly;1;94,062 ± 1,783
BSIF;13x13;7;N/A;poly;10;94,062 ± 1,783
BSIF;13x13;7;N/A;poly;100;94,062 ± 1,783
BSIF;17x17;8;0,2;linear;10;94,062 ± 0,521
BSIF;13x13;7;0,6;rbf;100;94,062 ± 2,188
BSIF;13x13;7;0,6;rbf;10;94,062 ± 2,188
BSIF;15x15;6;0,6;linear;1;94,062 ± 1,696
BSIF;13x13;7;0,8;rbf;1;94,062 ± 1,59
BSIF;17x17;5;0,4;linear;10;94,01 ± 1,534
BSIF;11x11;9;N/A;rbf;10;94,01 ± 3,275
BSIF;11x11;9;N/A;rbf;100;94,01 ± 3,275
BSIF;11x11;9;N/A;linear;1;94,01 ± 2,911
BSIF;11x11;9;N/A;linear;100;94,01 ± 2,892
BSIF;11x11;9;N/A;linear;10;94,01 ± 2,892
BSIF;17x17;6;0,2;linear;100;94,01 ± 0,475
BSIF;11x11;10;N/A;linear;1;94,01 ± 2,386
BSIF;11x11;10;0,8;linear;1;94,01 ± 2,26
BSIF;11x11;10;0,6;rbf;10;94,01 ± 2,57
BSIF;11x11;10;0,6;rbf;100;94,01 ± 2,57
BSIF;13x13;8;0,8;linear;1;94,01 ± 1,329
BSIF;15x15;6;0,6;linear;10;94,01 ± 1,454
BSIF;13x13;7;N/A;rbf;1;94,01 ± 1,714
BSIF;15x15;10;0,4;poly;10;94,01 ± 3,053
BSIF;11x11;9;0,8;rbf;10;93,958 ± 3,301
BSIF;11x11;9;0,8;rbf;100;93,958 ± 3,301
BSIF;13x13;6;0,8;rbf;1;93,958 ± 1,259
BSIF;13x13;12;0,8;rbf;100;93,958 ± 2,539
BSIF;13x13;12;0,8;rbf;10;93,958 ± 2,539
BSIF;13x13;9;0,4;linear;10;93,958 ± 1,122
BSIF;13x13;9;0,4;linear;100;93,958 ± 1,122
BSIF;17x17;10;0,4;poly;10;93,958 ± 1,358
BSIF;11x11;9;N/A;poly;100;93,906 ± 2,869
BSIF;11x11;9;N/A;poly;10;93,906 ± 2,869
BSIF;11x11;9;N/A;poly;1;93,906 ± 2,869
BSIF;15x15;6;0,4;rbf;1;93,906 ± 1,776
BSIF;13x13;7;0,6;rbf;1;93,906 ± 1,758
BSIF;13x13;6;0,6;rbf;1;93,854 ± 1,078
BSIF;13x13;12;0,6;linear;1;93,854 ± 2,285
BSIF;13x13;12;0,6;rbf;10;93,854 ± 2,524
BSIF;13x13;12;0,6;rbf;100;93,854 ± 2,524
BSIF;11x11;9;0,8;linear;1;93,854 ± 3,024
BSIF;13x13;8;N/A;rbf;1;93,854 ± 1,37
BSIF;15x15;7;0,2;rbf;1;93,854 ± 1,562
BSIF;17x17;5;0,4;linear;100;93,802 ± 2,011
BSIF;15x15;6;N/A;poly;100;93,802 ± 1,788
BSIF;15x15;6;N/A;poly;1;93,802 ± 1,788
BSIF;15x15;6;N/A;poly;10;93,802 ± 1,788
BSIF;17x17;8;0,2;linear;100;93,802 ± 0,451
BSIF;13x13;8;0,4;rbf;100;93,802 ± 1,469
BSIF;13x13;8;0,4;rbf;10;93,802 ± 1,469
BSIF;11x11;10;0,6;linear;1;93,75 ± 2,407
BSIF;11x11;9;0,6;linear;100;93,75 ± 3,001
BSIF;11x11;9;0,6;linear;10;93,75 ± 3,001
BSIF;13x13;12;N/A;poly;1;93,75 ± 2,556
BSIF;13x13;12;N/A;poly;100;93,75 ± 2,556
BSIF;13x13;12;N/A;poly;10;93,75 ± 2,556
BSIF;17x17;9;0,8;poly;10;93,698 ± 0,825
BSIF;17x17;9;0,6;poly;10;93,646 ± 0,699
BSIF;13x13;8;0,8;rbf;1;93,646 ± 1,604
BSIF;15x15;11;0,2;linear;100;93,646 ± 1,322
BSIF;13x13;8;0,6;linear;10;93,646 ± 0,814
BSIF;13x13;8;0,6;linear;100;93,646 ± 0,814
BSIF;17x17;5;0,2;linear;10;93,594 ± 1,126
BSIF;13x13;6;N/A;rbf;10;93,594 ± 0,757
BSIF;13x13;6;N/A;rbf;100;93,594 ± 0,757
BSIF;13x13;6;0,8;rbf;100;93,594 ± 0,771
BSIF;13x13;6;0,8;rbf;10;93,594 ± 0,771
BSIF;13x13;8;N/A;poly;1;93,594 ± 1,623
BSIF;13x13;8;N/A;poly;100;93,594 ± 1,623
BSIF;13x13;8;N/A;poly;10;93,594 ± 1,623
BSIF;11x11;11;N/A;linear;10;93,542 ± 3,426
BSIF;11x11;11;N/A;linear;100;93,542 ± 3,426
BSIF;13x13;12;0,4;linear;100;93,542 ± 2,057
BSIF;13x13;12;0,4;linear;10;93,542 ± 2,057
BSIF;15x15;11;0,2;linear;10;93,542 ± 1,342
BSIF;13x13;8;0,6;rbf;1;93,49 ± 1,512
BSIF;11x11;10;N/A;poly;10;93,438 ± 3,078
BSIF;11x11;10;N/A;poly;100;93,438 ± 3,078
BSIF;11x11;10;N/A;poly;1;93,438 ± 3,078
BSIF;15x15;8;0,2;rbf;1;93,438 ± 1,432
BSIF;11x11;9;0,6;linear;1;93,438 ± 2,963
BSIF;17x17;9;0,8;sigmoid;1;93,438 ± 1,183
BSIF;15x15;12;0,2;linear;1;93,438 ± 1,721
BSIF;15x15;12;0,2;rbf;10;93,438 ± 1,843
BSIF;11x11;11;0,8;linear;100;93,385 ± 3,472
BSIF;11x11;11;0,8;linear;10;93,385 ± 3,472
BSIF;11x11;11;N/A;rbf;100;93,385 ± 2,959
BSIF;11x11;11;N/A;rbf;10;93,385 ± 2,959
BSIF;13x13;8;0,6;linear;1;93,385 ± 1,555
BSIF;15x15;5;N/A;rbf;1;93,333 ± 1,224
BSIF;11x11;9;0,6;rbf;100;93,333 ± 3,366
BSIF;11x11;9;0,6;rbf;10;93,333 ± 3,366
BSIF;17x17;5;0,2;linear;1;93,281 ± 0,757
BSIF;13x13;12;0,4;rbf;10;93,281 ± 2,69
BSIF;13x13;12;0,4;rbf;100;93,281 ± 2,69
BSIF;13x13;12;0,4;linear;1;93,281 ± 2,331
BSIF;15x15;12;0,2;rbf;100;93,281 ± 1,695
BSIF;13x13;7;0,4;rbf;1;93,281 ± 1,866
BSIF;11x11;11;0,8;rbf;100;93,229 ± 2,926
BSIF;11x11;11;0,8;rbf;10;93,229 ± 2,926
BSIF;13x13;6;N/A;linear;1;93,229 ± 2,012
BSIF;13x13;7;0,4;linear;1;93,229 ± 1,63
BSIF;15x15;7;0,2;linear;1;93,177 ± 1,663
BSIF;17x17;5;0,2;rbf;1;93,125 ± 1,112
BSIF;11x11;11;0,6;linear;100;93,125 ± 3,183
BSIF;11x11;11;0,6;linear;10;93,125 ± 3,183
BSIF;17x17;5;0,4;rbf;10;93,125 ± 1,358
BSIF;17x17;9;0,4;poly;10;93,125 ± 0,571
BSIF;15x15;5;N/A;linear;1;93,125 ± 0,78
BSIF;17x17;5;0,4;rbf;100;93,073 ± 1,287
BSIF;11x11;9;0,4;linear;10;93,073 ± 3,229
BSIF;17x17;11;0,4;poly;100;93,073 ± 1,643
BSIF;17x17;10;0,2;poly;10;93,073 ± 0,697
BSIF;11x11;11;0,6;rbf;100;93,021 ± 3,099
BSIF;11x11;11;0,6;rbf;10;93,021 ± 3,099
BSIF;13x13;6;0,6;rbf;100;93,021 ± 1,297
BSIF;13x13;6;0,6;rbf;10;93,021 ± 1,297
BSIF;15x15;5;0,8;linear;1;93,021 ± 0,89
BSIF;15x15;9;0,2;rbf;10;93,021 ± 0,983
BSIF;11x11;9;0,4;linear;100;93,021 ± 3,246
BSIF;17x17;11;0,8;poly;100;93,021 ± 1,59
BSIF;17x17;11;0,6;poly;100;93,021 ± 1,506
BSIF;13x13;6;0,8;linear;1;92,969 ± 2,09
BSIF;15x15;9;0,2;rbf;100;92,969 ± 0,901
BSIF;11x11;10;0,4;rbf;10;92,969 ± 2,62
BSIF;11x11;10;0,4;rbf;100;92,969 ± 2,62
BSIF;13x13;7;0,4;rbf;10;92,969 ± 2,121
BSIF;13x13;7;0,4;rbf;100;92,969 ± 2,121
BSIF;17x17;8;0,8;poly;100;92,969 ± 1,906
BSIF;17x17;8;0,6;poly;100;92,969 ± 1,695
BSIF;15x15;8;0,2;linear;1;92,917 ± 1,6
BSIF;11x11;9;0,4;rbf;10;92,917 ± 3,065
BSIF;11x11;9;0,4;rbf;100;92,917 ± 3,065
BSIF;17x17;9;0,6;sigmoid;1;92,917 ± 0,977
BSIF;17x17;6;0,8;poly;100;92,917 ± 1,451
BSIF;15x15;5;0,6;linear;1;92,865 ± 1,035
BSIF;15x15;5;0,8;rbf;1;92,865 ± 1,253
BSIF;15x15;6;0,4;rbf;10;92,865 ± 1,377
BSIF;15x15;6;0,4;rbf;100;92,865 ± 1,377
BSIF;17x17;6;0,6;poly;100;92,865 ± 1,491
BSIF;13x13;10;0,2;rbf;1;92,812 ± 2,706
BSIF;15x15;12;0,2;rbf;1;92,812 ± 1,401
BSIF;17x17;6;0,4;poly;100;92,812 ± 0,983
BSIF;17x17;8;0,4;poly;100;92,812 ± 1,432
BSIF;17x17;12;0,6;poly;100;92,812 ± 1,946
BSIF;13x13;6;0,6;linear;1;92,76 ± 2,132
BSIF;15x15;10;0,2;poly;100;92,76 ± 2,515
BSIF;17x17;12;0,4;poly;100;92,76 ± 1,782
BSIF;11x11;9;0,4;linear;1;92,708 ± 3,217
BSIF;11x11;10;0,4;linear;10;92,708 ± 2,556
BSIF;11x11;10;0,4;linear;100;92,708 ± 2,556
BSIF;15x15;12;0,2;linear;10;92,708 ± 1,293
BSIF;13x13;10;0,2;linear;1;92,656 ± 2,064
BSIF;15x15;6;0,4;linear;1;92,656 ± 1,928
BSIF;15x15;12;0,2;linear;100;92,656 ± 1,337
BSIF;13x13;6;N/A;linear;100;92,604 ± 2,168
BSIF;13x13;6;N/A;linear;10;92,604 ± 2,168
BSIF;11x11;10;0,4;linear;1;92,604 ± 2,579
BSIF;15x15;8;0,2;rbf;10;92,552 ± 0,913
BSIF;15x15;5;N/A;rbf;100;92,552 ± 1,454
BSIF;15x15;5;N/A;rbf;10;92,552 ± 1,454
BSIF;11x11;10;0,8;rbf;1;92,552 ± 2,453
BSIF;17x17;9;0,2;poly;100;92,552 ± 0,614
BSIF;15x15;10;0,2;poly;10;92,552 ± 2,484
BSIF;17x17;11;0,4;poly;10;92,552 ± 1,745
BSIF;17x17;11;0,6;poly;10;92,552 ± 1,519
BSIF;11x11;11;N/A;poly;100;92,5 ± 3,369
BSIF;11x11;11;N/A;poly;10;92,5 ± 3,369
BSIF;11x11;11;N/A;poly;1;92,5 ± 3,369
BSIF;11x11;11;0,4;linear;10;92,5 ± 3,433
BSIF;11x11;11;0,4;linear;100;92,5 ± 3,433
BSIF;15x15;8;0,2;rbf;100;92,5 ± 0,988
BSIF;17x17;5;0,2;linear;100;92,5 ± 1,39
BSIF;15x15;5;0,6;rbf;1;92,5 ± 1,259
BSIF;13x13;6;0,8;linear;100;92,5 ± 1,982
BSIF;13x13;6;0,8;linear;10;92,5 ± 1,982
BSIF;11x11;11;N/A;linear;1;92,448 ± 3,771
BSIF;13x13;8;0,4;linear;1;92,448 ± 2
BSIF;15x15;9;0,6;poly;100;92,448 ± 1,461
BSIF;17x17;12;0,8;poly;100;92,448 ± 1,967
BSIF;17x17;11;0,8;poly;10;92,448 ± 1,431
BSIF;11x11;11;0,4;rbf;100;92,396 ± 3,127
BSIF;11x11;11;0,4;rbf;10;92,396 ± 3,127
BSIF;13x13;11;0,2;linear;1;92,396 ± 2,232
BSIF;11x11;10;0,6;rbf;1;92,396 ± 2,441
BSIF;13x13;8;0,4;linear;100;92,396 ± 1,506
BSIF;13x13;7;0,4;linear;10;92,396 ± 1,506
BSIF;13x13;8;0,4;linear;10;92,396 ± 1,549
BSIF;15x15;5;0,8;rbf;100;92,344 ± 1,236
BSIF;15x15;5;0,8;rbf;10;92,344 ± 1,236
BSIF;11x11;11;0,8;linear;1;92,344 ± 3,823
BSIF;11x11;8;N/A;rbf;10;92,344 ± 2,354
BSIF;11x11;8;N/A;rbf;100;92,344 ± 2,354
BSIF;13x13;7;0,4;linear;100;92,344 ± 1,476
BSIF;11x11;9;0,8;rbf;1;92,292 ± 3,375
BSIF;15x15;7;0,2;rbf;100;92,292 ± 1,122
BSIF;15x15;7;0,2;rbf;10;92,292 ± 0,92
BSIF;17x17;7;0,6;poly;100;92,292 ± 2,047
BSIF;13x13;11;0,2;rbf;10;92,24 ± 2,279
BSIF;15x15;5;N/A;linear;10;92,24 ± 1,408
BSIF;17x17;5;0,2;rbf;10;92,24 ± 1,135
BSIF;15x15;9;0,8;poly;100;92,24 ± 1,714
BSIF;13x13;11;0,2;rbf;100;92,188 ± 2,294
BSIF;13x13;6;N/A;poly;1;92,188 ± 1,889
BSIF;13x13;6;N/A;poly;10;92,188 ± 1,889
BSIF;13x13;6;N/A;poly;100;92,188 ± 1,889
BSIF;15x15;5;N/A;linear;100;92,188 ± 1,491
BSIF;11x11;11;0,6;linear;1;92,135 ± 4,003
BSIF;13x13;12;N/A;rbf;1;92,083 ± 3,563
BSIF;13x13;12;0,8;rbf;1;92,083 ± 3,423
BSIF;11x11;8;0,8;rbf;100;92,083 ± 2,398
BSIF;11x11;8;0,8;rbf;10;92,083 ± 2,398
BSIF;11x11;9;N/A;rbf;1;92,083 ± 3,258
BSIF;13x13;10;0,2;rbf;100;92,083 ± 1,965
BSIF;17x17;10;0,8;sigmoid;1;92,083 ± 1,358
BSIF;17x17;11;0,2;poly;100;92,083 ± 1,774
BSIF;13x13;11;0,2;rbf;1;92,031 ± 2,255
BSIF;13x13;6;0,4;rbf;1;92,031 ± 1,353
BSIF;15x15;5;0,8;linear;10;92,031 ± 1,296
BSIF;13x13;8;0,4;rbf;1;92,031 ± 1,967
BSIF;13x13;10;0,2;rbf;10;92,031 ± 1,842
BSIF;17x17;7;0,8;poly;100;92,031 ± 2,427
BSIF;9x9;10;0,8;linear;10;91,979 ± 3,377
BSIF;9x9;10;0,8;linear;100;91,979 ± 3,377
BSIF;13x13;12;0,6;rbf;1;91,979 ± 3,586
BSIF;9x9;10;N/A;linear;10;91,979 ± 3,289
BSIF;9x9;10;N/A;linear;100;91,979 ± 3,289
BSIF;15x15;5;0,8;linear;100;91,979 ± 1,263
BSIF;15x15;9;0,4;poly;100;91,979 ± 1,889
BSIF;9x9;10;0,6;linear;10;91,927 ± 3,377
BSIF;9x9;10;0,6;linear;100;91,927 ± 3,377
BSIF;11x11;9;0,6;rbf;1;91,927 ± 3,582
BSIF;15x15;9;0,2;linear;10;91,927 ± 0,596
BSIF;15x15;9;0,2;linear;100;91,927 ± 0,631
BSIF;13x13;6;0,6;linear;10;91,927 ± 1,86
BSIF;11x11;8;N/A;linear;10;91,875 ± 2,047
BSIF;11x11;8;N/A;linear;100;91,875 ± 2,047
BSIF;11x11;10;N/A;rbf;1;91,875 ± 2,92
BSIF;17x17;7;0,4;poly;100;91,875 ± 1,869
BSIF;11x11;8;N/A;linear;1;91,823 ± 2,718
BSIF;13x13;6;0,6;linear;100;91,823 ± 1,973
BSIF;15x15;6;0,4;linear;100;91,823 ± 1,72
BSIF;15x15;5;N/A;poly;10;91,771 ± 1,005
BSIF;15x15;5;N/A;poly;100;91,771 ± 1,005
BSIF;15x15;5;N/A;poly;1;91,771 ± 1,005
BSIF;17x17;12;0,4;poly;10;91,771 ± 1,901
BSIF;15x15;5;0,4;linear;1;91,719 ± 0,901
BSIF;15x15;5;0,6;rbf;10;91,719 ± 1,312
BSIF;15x15;5;0,6;rbf;100;91,719 ± 1,312
BSIF;11x11;8;0,8;linear;100;91,719 ± 2,26
BSIF;11x11;8;0,8;linear;10;91,719 ± 2,26
BSIF;15x15;6;0,4;linear;10;91,719 ± 1,727
BSIF;15x15;8;0,2;linear;10;91,667 ± 1,112
BSIF;17x17;11;0,8;sigmoid;1;91,615 ± 1,934
BSIF;17x17;8;0,6;poly;10;91,615 ± 2,678
BSIF;13x13;12;0,4;rbf;1;91,562 ± 3,731
BSIF;11x11;8;0,8;linear;1;91,562 ± 2,758
BSIF;17x17;12;0,8;sigmoid;1;91,562 ± 1,721
BSIF;17x17;12;0,6;poly;10;91,562 ± 2,207
BSIF;13x13;6;0,4;linear;1;91,51 ± 2,096
BSIF;15x15;5;0,6;linear;10;91,51 ± 1,191
BSIF;17x17;10;0,6;sigmoid;1;91,51 ± 1,377
BSIF;17x17;12;0,8;poly;10;91,51 ± 2,212
BSIF;9x9;10;N/A;poly;1;91,458 ± 3,211
BSIF;9x9;10;N/A;poly;10;91,458 ± 3,211
BSIF;9x9;10;N/A;poly;100;91,458 ± 3,211
BSIF;15x15;5;0,6;linear;100;91,458 ± 1,276
BSIF;17x17;12;0,6;sigmoid;1;91,458 ± 1,718
BSIF;11x11;8;0,6;rbf;10;91,458 ± 2,014
BSIF;11x11;8;0,6;rbf;100;91,458 ± 2,014
BSIF;17x17;5;0,2;rbf;100;91,458 ± 1,241
BSIF;17x17;8;0,8;sigmoid;1;91,458 ± 0,943
BSIF;17x17;8;0,8;poly;10;91,458 ± 2,61
BSIF;13x13;9;0,2;rbf;1;91,406 ± 2,925
BSIF;15x15;5;0,4;rbf;1;91,354 ± 1,417
BSIF;11x11;11;0,4;linear;1;91,354 ± 4,351
BSIF;17x17;9;0,4;sigmoid;1;91,354 ± 0,937
BSIF;17x17;11;0,6;sigmoid;1;91,354 ± 1,935
BSIF;15x15;9;0,6;poly;10;91,354 ± 1,708
BSIF;11x11;8;0,6;linear;1;91,302 ± 2,583
BSIF;15x15;8;0,2;linear;100;91,302 ± 1,066
BSIF;13x13;9;0,2;linear;1;91,302 ± 2,484
BSIF;15x15;7;0,6;poly;100;91,302 ± 1,923
BSIF;15x15;7;0,8;poly;100;91,302 ± 2,147
BSIF;9x9;10;N/A;rbf;10;91,25 ± 3,177
BSIF;15x15;5;0,4;linear;10;91,25 ± 1,81
BSIF;17x17;8;0,4;poly;10;91,25 ± 2,343
BSIF;9x9;10;N/A;rbf;100;91,198 ± 3,157
BSIF;9x9;10;0,8;rbf;10;91,198 ± 3,219
BSIF;9x9;10;0,8;rbf;100;91,198 ± 3,219
BSIF;11x11;9;0,4;rbf;1;91,198 ± 3,292
BSIF;13x13;11;0,2;linear;100;91,198 ± 2,368
BSIF;11x11;10;0,4;rbf;1;91,198 ± 2,937
BSIF;9x9;10;0,8;linear;1;91,146 ± 3,053
BSIF;9x9;10;N/A;linear;1;91,146 ± 3,141
BSIF;15x15;7;0,8;sigmoid;1;91,146 ± 0,683
BSIF;17x17;9;0,8;sigmoid;10;91,146 ± 0,376
BSIF;9x9;10;0,6;linear;1;91,094 ± 2,884
BSIF;13x13;11;0,2;linear;10;91,094 ± 2,377
BSIF;15x15;5;0,4;linear;100;91,094 ± 1,636
BSIF;15x15;9;0,8;poly;10;91,094 ± 1,934
BSIF;9x9;10;0,6;rbf;10;91,042 ± 3,163
BSIF;9x9;10;0,6;rbf;100;91,042 ± 3,163
BSIF;9x9;10;0,4;linear;10;91,042 ± 3,539
BSIF;13x13;6;0,4;rbf;100;91,042 ± 1,724
