Fitur;PCA;Kernel;C;Akurasi
MTCD;0,8;linear;100;98,906 $\pm$ 0,631
MTCD;0,6;linear;10;98,906 $\pm$ 0,596
MTCD;0,8;rbf;10;98,906 $\pm$ 0,559
MTCD;0,8;rbf;100;98,906 $\pm$ 0,559
MTCD;N/A;rbf;100;98,906 $\pm$ 0,697
MTCD;0,4;rbf;1;98,906 $\pm$ 0,742
MTCD;0,4;rbf;10;98,906 $\pm$ 0,864
MTCD;0,4;rbf;100;98,906 $\pm$ 0,864
MTCD;0,6;rbf;100;98,906 $\pm$ 0,539
MTCD;0,6;rbf;10;98,906 $\pm$ 0,539
MTCD;N/A;poly;1;98,906 $\pm$ 0,631
MTCD;0,8;linear;1;98,906 $\pm$ 0,727
MTCD;0,4;linear;1;98,958 $\pm$ 0,765
MTCD;0,6;rbf;1;98,906 $\pm$ 0,785
MTCD;N/A;linear;1;98,854 $\pm$ 0,541
MTCD;0,8;linear;1;98,854 $\pm$ 0,541
MTCD;0,8;rbf;10;98,854 $\pm$ 0,786
MTCD;0,8;rbf;100;98,854 $\pm$ 0,786
MTCD;0,4;rbf;100;98,854 $\pm$ 0,429
MTCD;0,4;rbf;10;98,854 $\pm$ 0,429
MTCD;0,4;linear;1;98,854 $\pm$ 0,312
MTCD;0,2;rbf;10;98,802 $\pm$ 0,426
MTCD;0,2;rbf;100;98,802 $\pm$ 0,426
MTCD;0,2;rbf;10;98,854 $\pm$ 0,521
MTCD;0,2;rbf;100;98,854 $\pm$ 0,521
MTCD;0,2;rbf;1;98,854 $\pm$ 0,667
MTCD;N/A;linear;100;98,802 $\pm$ 0,559
MTCD;N/A;linear;10;98,802 $\pm$ 0,559
MTCD;0,8;linear;10;98,802 $\pm$ 0,559
MTCD;0,8;linear;100;98,802 $\pm$ 0,559
MTCD;N/A;rbf;10;98,802 $\pm$ 0,497
MTCD;N/A;poly;100;98,802 $\pm$ 0,559
MTCD;N/A;poly;10;98,802 $\pm$ 0,559
MTCD;0,4;linear;100;98,802 $\pm$ 0,578
MTCD;0,4;linear;10;98,802 $\pm$ 0,578
MTCD;0,6;linear;100;98,802 $\pm$ 0,648
MTCD;0,6;linear;10;98,802 $\pm$ 0,648
MTCD;0,8;rbf;100;98,802 $\pm$ 0,681
MTCD;0,8;rbf;10;98,802 $\pm$ 0,681
MTCD;N/A;rbf;10;98,802 $\pm$ 0,475
MTCD;N/A;poly;1;98,802 $\pm$ 0,785
MTCD;N/A;poly;10;98,802 $\pm$ 0,785
MTCD;N/A;poly;100;98,802 $\pm$ 0,785
MTCD;N/A;rbf;10;98,75 $\pm$ 0,896
MTCD;N/A;rbf;100;98,75 $\pm$ 0,896
MTCD;N/A;rbf;100;98,75 $\pm$ 0,884
MTCD;N/A;rbf;10;98,75 $\pm$ 0,884
MTCD;0,6;linear;100;98,75 $\pm$ 0,571
MTCD;0,6;linear;10;98,75 $\pm$ 0,571
MTCD;N/A;rbf;100;98,75 $\pm$ 0,571
MTCD;0,4;rbf;10;98,75 $\pm$ 0,82
MTCD;0,4;rbf;100;98,75 $\pm$ 0,82
MTCD;0,6;linear;1;98,802 $\pm$ 0,742
MTCD;0,2;rbf;1;98,854 $\pm$ 0,814
MTCD;0,8;linear;1;98,802 $\pm$ 0,771
MTCD;N/A;linear;1;98,802 $\pm$ 0,771
MTCD;0,6;linear;1;98,802 $\pm$ 0,771
MTCD;N/A;poly;10;98,75 $\pm$ 0,737
MTCD;N/A;poly;100;98,75 $\pm$ 0,737
MTCD;0,6;rbf;10;98,75 $\pm$ 0,691
MTCD;0,6;rbf;100;98,75 $\pm$ 0,691
MTCD;N/A;linear;1;98,75 $\pm$ 0,765
MTCD;0,8;linear;100;98,75 $\pm$ 0,706
MTCD;N/A;linear;100;98,75 $\pm$ 0,706
MTCD;0,8;linear;10;98,75 $\pm$ 0,706
MTCD;N/A;linear;10;98,75 $\pm$ 0,706
MTCD;0,2;linear;10;98,698 $\pm$ 0,665
MTCD;0,2;linear;100;98,698 $\pm$ 0,665
MTCD;N/A;poly;100;98,698 $\pm$ 0,913
MTCD;N/A;poly;10;98,698 $\pm$ 0,913
MTCD;0,8;rbf;100;98,698 $\pm$ 0,681
MTCD;0,6;rbf;10;98,698 $\pm$ 0,681
MTCD;0,8;rbf;10;98,698 $\pm$ 0,681
MTCD;0,6;rbf;100;98,698 $\pm$ 0,681
MTCD;0,4;linear;100;98,75 $\pm$ 0,531
MTCD;0,4;linear;10;98,75 $\pm$ 0,531
MTCD;0,8;rbf;100;98,75 $\pm$ 0,859
MTCD;0,6;rbf;10;98,75 $\pm$ 0,859
MTCD;0,6;rbf;100;98,75 $\pm$ 0,859
MTCD;0,8;rbf;10;98,75 $\pm$ 0,859
MTCD;N/A;linear;100;98,802 $\pm$ 1,003
MTCD;N/A;linear;10;98,802 $\pm$ 1,003
MTCD;N/A;linear;1;98,802 $\pm$ 1,003
MTCD;0,8;rbf;1;98,802 $\pm$ 0,876
MTCD;0,6;rbf;1;98,802 $\pm$ 0,876
MTCD;N/A;poly;1;98,698 $\pm$ 0,518
MTCD;N/A;rbf;1;98,802 $\pm$ 0,539
MTCD;0,2;rbf;10;98,698 $\pm$ 0,539
MTCD;0,2;rbf;100;98,698 $\pm$ 0,539
MTCD;0,2;linear;1;98,802 $\pm$ 0,757
MTCD;N/A;poly;1;98,698 $\pm$ 0,727
MTCD;0,2;rbf;1;98,698 $\pm$ 0,559
MTCD;0,2;rbf;1;98,698 $\pm$ 0,451
MTCD;0,4;rbf;10;98,698 $\pm$ 0,614
MTCD;0,4;rbf;100;98,698 $\pm$ 0,614
MTCD;0,2;linear;10;98,698 $\pm$ 0,901
MTCD;0,2;linear;100;98,698 $\pm$ 0,901
MTCD;N/A;rbf;100;98,698 $\pm$ 0,596
MTCD;0,4;rbf;100;98,698 $\pm$ 0,648
MTCD;0,4;rbf;10;98,698 $\pm$ 0,648
MTCD;0,2;rbf;10;98,646 $\pm$ 0,429
MTCD;0,2;rbf;100;98,646 $\pm$ 0,429
MTCD;0,8;linear;1;98,75 $\pm$ 0,966
MTCD;0,8;linear;100;98,75 $\pm$ 0,966
MTCD;0,8;linear;10;98,75 $\pm$ 0,966
MTCD;0,6;rbf;1;98,75 $\pm$ 0,859
MTCD;0,6;linear;100;98,75 $\pm$ 0,966
MTCD;0,6;linear;10;98,75 $\pm$ 0,966
MTCD;0,8;linear;10;98,646 $\pm$ 0,983
MTCD;0,8;linear;100;98,646 $\pm$ 0,983
MTCD;0,4;linear;1;98,75 $\pm$ 0,78
MTCD;N/A;linear;10;98,646 $\pm$ 0,667
MTCD;N/A;linear;100;98,646 $\pm$ 0,667
MTCD;0,8;rbf;1;98,698 $\pm$ 0,948
MTCD;0,4;rbf;1;98,698 $\pm$ 0,948
MTCD;0,8;linear;10;98,646 $\pm$ 0,667
MTCD;0,8;linear;100;98,646 $\pm$ 0,667
MTCD;0,4;linear;1;98,646 $\pm$ 0,744
MTCD;0,6;linear;1;98,698 $\pm$ 0,936
MTCD;0,6;linear;100;98,646 $\pm$ 0,667
MTCD;0,6;linear;10;98,646 $\pm$ 0,667
MTCD;0,8;linear;1;98,646 $\pm$ 0,744
MTCD;N/A;poly;100;98,594 $\pm$ 0,901
MTCD;N/A;poly;10;98,594 $\pm$ 0,901
MTCD;0,8;linear;100;98,594 $\pm$ 0,864
MTCD;N/A;linear;100;98,594 $\pm$ 0,864
MTCD;0,8;linear;10;98,594 $\pm$ 0,864
MTCD;N/A;linear;10;98,594 $\pm$ 0,864
MTCD;0,8;linear;1;98,594 $\pm$ 0,451
MTCD;N/A;linear;1;98,594 $\pm$ 0,451
MTCD;0,6;linear;10;98,594 $\pm$ 0,97
MTCD;0,6;linear;100;98,594 $\pm$ 0,97
MTCD;N/A;poly;1;98,594 $\pm$ 0,901
MTCD;0,6;linear;1;98,594 $\pm$ 0,451
MTCD;N/A;linear;1;98,594 $\pm$ 1,003
MTCD;N/A;linear;10;98,594 $\pm$ 0,924
MTCD;N/A;linear;100;98,594 $\pm$ 0,924
MTCD;N/A;rbf;10;98,646 $\pm$ 0,699
MTCD;N/A;rbf;100;98,646 $\pm$ 0,699
MTCD;0,8;rbf;1;98,698 $\pm$ 0,785
MTCD;0,6;rbf;1;98,698 $\pm$ 0,785
MTCD;N/A;poly;1;98,594 $\pm$ 0,97
MTCD;0,6;rbf;1;98,698 $\pm$ 0,785
MTCD;0,4;rbf;1;98,698 $\pm$ 0,785
MTCD;0,8;rbf;1;98,698 $\pm$ 0,785
MTCD;0,6;linear;1;98,594 $\pm$ 0,825
MTCD;0,4;linear;10;98,542 $\pm$ 0,531
MTCD;0,4;linear;100;98,542 $\pm$ 0,531
MTCD;N/A;linear;1;98,594 $\pm$ 0,825
MTCD;0,6;linear;1;98,594 $\pm$ 0,825
MTCD;0,8;linear;1;98,594 $\pm$ 0,825
MTCD;N/A;poly;10;98,646 $\pm$ 0,814
MTCD;N/A;poly;100;98,646 $\pm$ 0,814
MTCD;N/A;poly;1;98,646 $\pm$ 0,814
MTCD;N/A;rbf;100;98,646 $\pm$ 0,814
MTCD;N/A;rbf;10;98,646 $\pm$ 0,814
MTCD;0,8;rbf;1;98,646 $\pm$ 0,853
MTCD;N/A;poly;10;98,542 $\pm$ 0,966
MTCD;N/A;poly;100;98,542 $\pm$ 0,966
MTCD;N/A;rbf;10;98,542 $\pm$ 0,943
MTCD;N/A;rbf;100;98,542 $\pm$ 0,943
MTCD;0,4;linear;1;98,646 $\pm$ 0,786
MTCD;0,4;rbf;1;98,646 $\pm$ 0,8
MTCD;0,2;rbf;10;98,594 $\pm$ 0,838
MTCD;0,2;rbf;100;98,594 $\pm$ 0,838
MTCD;0,4;rbf;1;98,646 $\pm$ 0,8
MTCD;0,4;linear;100;98,594 $\pm$ 0,901
MTCD;0,4;linear;10;98,594 $\pm$ 0,901
MTCD;0,2;rbf;1;98,594 $\pm$ 0,451
MTCD;0,4;rbf;10;98,49 $\pm$ 0,559
MTCD;0,4;rbf;100;98,49 $\pm$ 0,559
MTCD;0,2;rbf;100;98,49 $\pm$ 0,681
MTCD;0,2;rbf;10;98,49 $\pm$ 0,681
MTCD;0,6;linear;100;98,49 $\pm$ 0,838
MTCD;0,6;linear;10;98,49 $\pm$ 0,838
MTCD;N/A;poly;1;98,49 $\pm$ 0,97
MTCD;N/A;rbf;1;98,594 $\pm$ 0,578
MTCD;0,8;linear;1;98,49 $\pm$ 0,864
MTCD;0,2;linear;1;98,49 $\pm$ 0,539
MTCD;N/A;rbf;1;98,542 $\pm$ 0,642
MTCD;0,2;linear;1;98,542 $\pm$ 1,031
MTCD;0,6;rbf;1;98,542 $\pm$ 0,943
MTCD;0,6;rbf;1;98,542 $\pm$ 1,141
MTCD;0,8;rbf;1;98,542 $\pm$ 1,141
MTCD;0,2;linear;1;98,49 $\pm$ 0,936
MTCD;0,2;linear;100;98,438 $\pm$ 0,902
MTCD;0,2;linear;10;98,438 $\pm$ 0,902
MTCD;N/A;poly;100;98,49 $\pm$ 0,825
MTCD;N/A;poly;10;98,49 $\pm$ 0,825
MTCD;N/A;poly;1;98,49 $\pm$ 0,825
MTCD;0,6;rbf;10;98,438 $\pm$ 0,938
MTCD;0,6;rbf;100;98,438 $\pm$ 0,938
MTCD;0,8;rbf;10;98,438 $\pm$ 0,938
MTCD;0,8;rbf;100;98,438 $\pm$ 0,938
MTCD;N/A;linear;1;98,49 $\pm$ 0,936
MTCD;0,4;linear;1;98,438 $\pm$ 0,616
MTCD;0,2;linear;1;98,385 $\pm$ 0,727
MTCD;0,4;rbf;1;98,438 $\pm$ 0,521
MTCD;0,6;linear;100;98,438 $\pm$ 1,288
MTCD;0,6;linear;10;98,438 $\pm$ 1,288
MTCD;0,6;rbf;100;98,385 $\pm$ 0,614
MTCD;0,6;rbf;10;98,385 $\pm$ 0,614
MTCD;N/A;linear;10;98,385 $\pm$ 0,992
MTCD;0,6;linear;100;98,385 $\pm$ 0,992
MTCD;0,8;linear;10;98,385 $\pm$ 0,992
MTCD;N/A;linear;100;98,385 $\pm$ 0,992
MTCD;0,6;linear;10;98,385 $\pm$ 0,992
MTCD;0,8;linear;100;98,385 $\pm$ 0,992
MTCD;0,4;rbf;100;98,385 $\pm$ 0,97
MTCD;0,4;rbf;10;98,385 $\pm$ 0,97
MTCD;0,8;rbf;1;98,49 $\pm$ 0,812
MTCD;0,6;rbf;1;98,49 $\pm$ 0,812
MTCD;0,8;linear;1;98,438 $\pm$ 0,983
MTCD;N/A;linear;100;98,438 $\pm$ 1,047
MTCD;0,8;linear;100;98,438 $\pm$ 1,047
MTCD;N/A;linear;10;98,438 $\pm$ 1,047
MTCD;0,8;linear;10;98,438 $\pm$ 1,047
MTCD;0,6;linear;1;98,385 $\pm$ 0,825
MTCD;0,8;rbf;100;98,385 $\pm$ 0,518
MTCD;0,8;rbf;10;98,385 $\pm$ 0,518
MTCD;0,4;linear;100;98,438 $\pm$ 0,914
MTCD;0,4;linear;10;98,438 $\pm$ 0,914
MTCD;0,4;rbf;1;98,49 $\pm$ 0,876
MTCD;0,4;linear;1;98,438 $\pm$ 1,067
MTCD;0,6;rbf;10;98,385 $\pm$ 0,785
MTCD;0,6;rbf;100;98,385 $\pm$ 0,785
MTCD;0,2;linear;100;98,333 $\pm$ 1,093
MTCD;0,2;linear;10;98,333 $\pm$ 1,093
MTCD;0,6;rbf;1;98,385 $\pm$ 0,596
MTCD;0,8;rbf;1;98,385 $\pm$ 0,596
MTCD;0,8;linear;10;98,385 $\pm$ 1,227
MTCD;N/A;linear;100;98,385 $\pm$ 1,227
MTCD;N/A;linear;10;98,385 $\pm$ 1,227
MTCD;0,8;linear;100;98,385 $\pm$ 1,227
MTCD;0,4;rbf;10;98,333 $\pm$ 0,966
MTCD;0,4;rbf;100;98,333 $\pm$ 0,966
MTCD;0,4;linear;10;98,333 $\pm$ 1,052
MTCD;0,4;linear;100;98,333 $\pm$ 1,052
MTCD;0,2;linear;100;98,438 $\pm$ 0,994
MTCD;0,2;linear;10;98,438 $\pm$ 0,994
MTCD;0,4;rbf;1;98,438 $\pm$ 1,047
MTCD;0,6;linear;10;98,385 $\pm$ 0,992
MTCD;0,6;linear;100;98,385 $\pm$ 0,992
MTCD;0,6;linear;1;98,385 $\pm$ 1,035
MTCD;N/A;rbf;100;98,385 $\pm$ 1,003
MTCD;N/A;rbf;100;98,333 $\pm$ 1,647
MTCD;0,8;rbf;100;98,333 $\pm$ 0,896
MTCD;0,6;rbf;100;98,333 $\pm$ 0,896
MTCD;0,6;rbf;10;98,333 $\pm$ 0,896
MTCD;0,8;rbf;10;98,333 $\pm$ 0,896
MTCD;N/A;rbf;10;98,333 $\pm$ 1,647
MTCD;0,6;rbf;1;98,438 $\pm$ 0,914
MTCD;0,8;rbf;1;98,438 $\pm$ 0,914
MTCD;N/A;rbf;100;98,333 $\pm$ 1,093
MTCD;0,8;rbf;100;98,333 $\pm$ 0,846
MTCD;0,8;rbf;10;98,333 $\pm$ 0,846
MTCD;0,4;linear;10;98,281 $\pm$ 0,948
MTCD;0,4;linear;100;98,281 $\pm$ 0,948
MTCD;0,2;linear;1;98,281 $\pm$ 1,035
MTCD;N/A;poly;100;98,333 $\pm$ 1,062
MTCD;N/A;poly;10;98,333 $\pm$ 1,062
MTCD;N/A;poly;1;98,333 $\pm$ 1,052
MTCD;0,8;rbf;10;98,281 $\pm$ 1,106
MTCD;0,6;rbf;100;98,281 $\pm$ 1,106
MTCD;0,6;rbf;10;98,281 $\pm$ 1,106
MTCD;0,8;rbf;100;98,281 $\pm$ 1,106
MTCD;0,4;rbf;1;98,385 $\pm$ 0,876
MTCD;N/A;rbf;1;98,385 $\pm$ 0,475
MTCD;0,8;sigmoid;10;98,333 $\pm$ 0,39
MTCD;0,2;linear;10;98,281 $\pm$ 0,901
MTCD;0,2;linear;100;98,281 $\pm$ 0,901
MTCD;N/A;linear;100;98,281 $\pm$ 1,623
MTCD;N/A;linear;10;98,281 $\pm$ 1,623
MTCD;0,4;linear;1;98,333 $\pm$ 0,955
MTCD;0,8;linear;10;98,281 $\pm$ 1,643
MTCD;0,8;linear;100;98,281 $\pm$ 1,643
MTCD;0,2;linear;1;98,385 $\pm$ 0,798
MTCD;0,2;rbf;1;98,385 $\pm$ 0,648
MTCD;0,2;rbf;1;98,385 $\pm$ 0,798
MTCD;N/A;linear;1;98,281 $\pm$ 1,003
MTCD;0,8;linear;1;98,281 $\pm$ 1,003
MTCD;0,2;rbf;100;98,229 $\pm$ 0,949
MTCD;0,2;rbf;10;98,229 $\pm$ 0,949
MTCD;0,6;linear;1;98,281 $\pm$ 1,106
MTCD;0,6;sigmoid;10;98,281 $\pm$ 0,342
MTCD;0,2;linear;100;98,229 $\pm$ 0,521
MTCD;0,2;linear;10;98,229 $\pm$ 0,521
MTCD;0,6;linear;100;98,229 $\pm$ 1,562
MTCD;0,6;linear;10;98,229 $\pm$ 1,562
MTCD;N/A;rbf;10;98,229 $\pm$ 1,305
MTCD;N/A;rbf;100;98,229 $\pm$ 1,305
MTCD;N/A;linear;1;98,281 $\pm$ 1,106
MTCD;0,8;linear;1;98,281 $\pm$ 1,106
MTCD;0,4;linear;1;98,229 $\pm$ 1,146
MTCD;0,4;linear;100;98,229 $\pm$ 1,288
MTCD;0,4;linear;10;98,229 $\pm$ 1,288
MTCD;0,6;linear;1;98,229 $\pm$ 1,047
MTCD;0,8;sigmoid;1;98,333 $\pm$ 1,206
MTCD;0,2;rbf;1;98,281 $\pm$ 0,559
MTCD;0,8;linear;10;98,229 $\pm$ 1,183
MTCD;0,8;linear;100;98,229 $\pm$ 1,183
MTCD;N/A;rbf;100;98,229 $\pm$ 1,228
MTCD;0,4;rbf;10;98,229 $\pm$ 0,744
MTCD;0,4;rbf;100;98,229 $\pm$ 0,744
MTCD;0,6;linear;10;98,229 $\pm$ 1,183
MTCD;0,6;linear;100;98,229 $\pm$ 1,183
MTCD;N/A;rbf;10;98,229 $\pm$ 1,088
MTCD;N/A;rbf;10;98,229 $\pm$ 1,228
MTCD;N/A;rbf;100;98,229 $\pm$ 1,237
MTCD;N/A;rbf;10;98,229 $\pm$ 1,237
MTCD;0,4;rbf;100;98,177 $\pm$ 0,771
MTCD;0,4;rbf;10;98,177 $\pm$ 0,771
MTCD;N/A;rbf;100;98,229 $\pm$ 1,37
MTCD;0,6;linear;1;98,281 $\pm$ 1,2
MTCD;N/A;linear;1;98,281 $\pm$ 1,2
MTCD;0,8;linear;1;98,281 $\pm$ 1,2
MTCD;N/A;poly;1;98,177 $\pm$ 1,616
MTCD;N/A;rbf;10;98,281 $\pm$ 1,106
MTCD;0,6;rbf;1;98,281 $\pm$ 1,003
MTCD;N/A;rbf;1;98,385 $\pm$ 0,785
MTCD;0,2;linear;10;98,125 $\pm$ 0,659
MTCD;0,2;linear;100;98,125 $\pm$ 0,659
MTCD;N/A;poly;100;98,177 $\pm$ 1,727
MTCD;N/A;poly;10;98,177 $\pm$ 1,727
MTCD;0,4;linear;10;98,229 $\pm$ 1,322
MTCD;0,4;linear;100;98,229 $\pm$ 1,322
MTCD;N/A;poly;1;98,177 $\pm$ 0,864
MTCD;0,2;linear;100;98,177 $\pm$ 0,97
MTCD;0,2;linear;10;98,177 $\pm$ 0,97
MTCD;0,8;linear;1;98,177 $\pm$ 1,236
MTCD;N/A;linear;10;98,177 $\pm$ 1,236
MTCD;N/A;linear;100;98,177 $\pm$ 1,236
MTCD;0,4;linear;10;98,177 $\pm$ 1,096
MTCD;0,4;linear;100;98,177 $\pm$ 1,096
MTCD;0,6;linear;1;98,177 $\pm$ 1,236
MTCD;N/A;linear;100;98,177 $\pm$ 1,116
MTCD;N/A;linear;10;98,177 $\pm$ 1,116
MTCD;0,8;linear;10;98,177 $\pm$ 1,116
MTCD;0,8;linear;100;98,177 $\pm$ 1,116
MTCD;N/A;poly;100;98,125 $\pm$ 1,358
MTCD;N/A;poly;10;98,125 $\pm$ 1,358
MTCD;N/A;poly;1;98,125 $\pm$ 1,358
MTCD;0,4;rbf;1;98,229 $\pm$ 0,983
MTCD;0,4;rbf;100;98,177 $\pm$ 0,924
MTCD;0,4;rbf;10;98,177 $\pm$ 0,924
MTCD;N/A;rbf;1;98,229 $\pm$ 0,667
MTCD;0,8;rbf;1;98,229 $\pm$ 0,949
MTCD;0,4;linear;1;98,229 $\pm$ 1,165
MTCD;0,4;sigmoid;1;98,229 $\pm$ 1,165
MTCD;0,4;linear;1;98,177 $\pm$ 1,126
MTCD;0,6;sigmoid;1;98,229 $\pm$ 1,219
MTCD;0,6;linear;10;98,125 $\pm$ 1,052
MTCD;0,6;linear;100;98,125 $\pm$ 1,052
MTCD;N/A;linear;100;98,125 $\pm$ 1,293
MTCD;N/A;linear;10;98,125 $\pm$ 1,293
MTCD;N/A;poly;10;98,125 $\pm$ 0,896
MTCD;N/A;poly;100;98,125 $\pm$ 0,896
MTCD;0,2;rbf;100;98,073 $\pm$ 0,864
MTCD;0,2;rbf;10;98,073 $\pm$ 0,864
MTCD;N/A;linear;1;98,125 $\pm$ 1,293
MTCD;0,2;rbf;100;98,073 $\pm$ 0,812
MTCD;0,2;rbf;10;98,073 $\pm$ 0,812
MTCD;N/A;rbf;10;98,125 $\pm$ 1,466
MTCD;0,8;linear;1;98,073 $\pm$ 1,424
MTCD;N/A;linear;1;98,073 $\pm$ 1,424
MTCD;0,2;linear;100;98,073 $\pm$ 1,116
MTCD;0,2;linear;10;98,073 $\pm$ 1,116
MTCD;0,8;linear;1;98,073 $\pm$ 1,056
MTCD;N/A;linear;1;98,073 $\pm$ 1,056
MTCD;0,2;rbf;10;98,073 $\pm$ 1,003
MTCD;0,2;rbf;100;98,073 $\pm$ 1,003
MTCD;N/A;poly;10;98,125 $\pm$ 1,374
MTCD;N/A;poly;100;98,125 $\pm$ 1,374
MTCD;0,4;linear;1;98,125 $\pm$ 1,267
MTCD;0,6;linear;1;98,021 $\pm$ 1,354
MTCD;N/A;rbf;10;98,177 $\pm$ 1,2
MTCD;N/A;rbf;100;98,177 $\pm$ 1,2
MTCD;0,4;rbf;1;98,125 $\pm$ 0,943
MTCD;0,4;linear;100;98,021 $\pm$ 0,949
MTCD;0,4;linear;10;98,021 $\pm$ 0,949
MTCD;N/A;poly;1;98,021 $\pm$ 1,354
MTCD;N/A;poly;10;98,021 $\pm$ 1,354
MTCD;N/A;poly;100;98,021 $\pm$ 1,354
MTCD;0,6;linear;100;98,021 $\pm$ 1,52
MTCD;0,6;linear;10;98,021 $\pm$ 1,52
MTCD;0,8;linear;10;98,021 $\pm$ 1,417
MTCD;0,8;linear;100;98,021 $\pm$ 1,417
MTCD;0,4;linear;100;97,969 $\pm$ 1,431
MTCD;0,4;linear;10;97,969 $\pm$ 1,431
MTCD;0,2;linear;1;98,021 $\pm$ 1,228
MTCD;0,2;rbf;100;97,969 $\pm$ 1,209
MTCD;0,2;rbf;10;97,969 $\pm$ 1,209
MTCD;0,4;linear;10;98,021 $\pm$ 0,865
MTCD;0,4;linear;100;98,021 $\pm$ 0,865
MTCD;0,4;linear;1;98,021 $\pm$ 1,155
MTCD;0,6;linear;1;97,969 $\pm$ 1,086
MTCD;0,4;linear;1;97,969 $\pm$ 1,534
MTCD;N/A;poly;1;98,073 $\pm$ 1,416
MTCD;0,2;rbf;100;97,969 $\pm$ 0,475
MTCD;0,8;linear;1;97,969 $\pm$ 1,745
MTCD;N/A;rbf;1;98,177 $\pm$ 0,497
MTCD;0,4;sigmoid;10;97,969 $\pm$ 0,173
MTCD;0,8;linear;10;97,917 $\pm$ 1,309
MTCD;N/A;linear;10;97,917 $\pm$ 1,309
MTCD;0,8;linear;100;97,917 $\pm$ 1,309
MTCD;N/A;linear;100;97,917 $\pm$ 1,309
MTCD;0,6;rbf;1;98,021 $\pm$ 0,949
MTCD;0,2;linear;1;98,021 $\pm$ 0,914
MTCD;0,4;rbf;1;98,021 $\pm$ 1,005
MTCD;0,6;rbf;1;98,021 $\pm$ 1,005
MTCD;0,2;linear;100;97,969 $\pm$ 1,2
MTCD;0,2;linear;10;97,969 $\pm$ 1,2
MTCD;0,2;linear;100;97,917 $\pm$ 1,169
MTCD;0,2;linear;10;97,917 $\pm$ 1,169
MTCD;0,8;rbf;100;98,073 $\pm$ 0,924
MTCD;0,6;rbf;10;98,073 $\pm$ 0,924
MTCD;0,6;rbf;100;98,073 $\pm$ 0,924
MTCD;0,8;rbf;10;98,073 $\pm$ 0,924
MTCD;0,4;linear;1;97,917 $\pm$ 1,083
MTCD;0,2;rbf;100;97,917 $\pm$ 0,706
MTCD;0,2;rbf;10;97,917 $\pm$ 0,706
MTCD;N/A;linear;1;97,969 $\pm$ 1,623
MTCD;0,6;rbf;100;97,917 $\pm$ 0,966
MTCD;0,8;rbf;100;97,917 $\pm$ 0,966
MTCD;0,8;rbf;10;97,917 $\pm$ 0,966
MTCD;0,6;rbf;10;97,917 $\pm$ 0,966
MTCD;0,6;rbf;10;97,917 $\pm$ 1,141
MTCD;0,6;rbf;100;97,917 $\pm$ 1,141
MTCD;0,2;rbf;1;98,021 $\pm$ 0,634
MTCD;0,6;linear;10;97,865 $\pm$ 1,2
MTCD;0,6;linear;100;97,865 $\pm$ 1,2
MTCD;0,2;rbf;10;97,917 $\pm$ 0,417
MTCD;0,8;rbf;1;97,969 $\pm$ 0,888
MTCD;N/A;rbf;100;97,865 $\pm$ 1,003
MTCD;N/A;rbf;10;97,865 $\pm$ 1,003
MTCD;0,6;linear;1;97,917 $\pm$ 1,786
MTCD;0,8;rbf;1;97,969 $\pm$ 1,066
MTCD;0,8;rbf;1;97,969 $\pm$ 0,771
MTCD;0,2;linear;1;97,917 $\pm$ 1,259
MTCD;0,2;rbf;100;97,865 $\pm$ 1,025
MTCD;0,2;rbf;10;97,865 $\pm$ 1,025
MTCD;0,6;rbf;10;97,865 $\pm$ 1,446
MTCD;0,6;rbf;100;97,865 $\pm$ 1,446
MTCD;0,2;linear;1;97,917 $\pm$ 1,169
MTCD;N/A;linear;1;97,917 $\pm$ 1,786
MTCD;0,8;rbf;1;97,969 $\pm$ 1,154
MTCD;0,8;linear;1;97,917 $\pm$ 1,68
MTCD;0,4;rbf;10;97,865 $\pm$ 1,056
MTCD;0,4;rbf;100;97,865 $\pm$ 1,056
MTCD;0,4;linear;1;97,812 $\pm$ 1,219
MTCD;N/A;linear;100;97,812 $\pm$ 0,84
MTCD;N/A;linear;10;97,812 $\pm$ 0,84
MTCD;0,8;rbf;100;97,865 $\pm$ 1,446
MTCD;0,8;rbf;10;97,865 $\pm$ 1,446
MTCD;0,4;rbf;100;97,969 $\pm$ 1,035
MTCD;0,4;rbf;10;97,969 $\pm$ 1,035
MTCD;0,6;rbf;100;97,865 $\pm$ 1,446
MTCD;0,6;rbf;10;97,865 $\pm$ 1,446
MTCD;0,4;rbf;1;97,917 $\pm$ 0,92
MTCD;0,6;rbf;100;97,865 $\pm$ 1,337
MTCD;0,6;rbf;10;97,865 $\pm$ 1,337
MTCD;0,8;rbf;10;97,812 $\pm$ 1,432
MTCD;0,8;rbf;100;97,812 $\pm$ 1,432
MTCD;N/A;rbf;1;97,969 $\pm$ 0,596
MTCD;0,6;rbf;10;97,812 $\pm$ 1,192
MTCD;0,6;rbf;100;97,812 $\pm$ 1,192
MTCD;0,6;rbf;10;97,865 $\pm$ 1,253
MTCD;0,6;rbf;100;97,865 $\pm$ 1,253
MTCD;0,8;rbf;10;97,812 $\pm$ 1,228
MTCD;0,8;rbf;100;97,812 $\pm$ 1,228
MTCD;0,2;rbf;1;97,865 $\pm$ 0,559
MTCD;0,6;linear;100;97,812 $\pm$ 1,088
MTCD;0,6;linear;10;97,812 $\pm$ 1,088
MTCD;0,8;rbf;1;97,917 $\pm$ 0,966
