Fitur;PCA;Kernel;C;Akurasi
MTCD;N/A;rbf;100;96,094 $\pm$ 1,279
MTCD;N/A;linear;100;96,094 $\pm$ 0,901
MTCD;N/A;linear;10;96,094 $\pm$ 0,901
MTCD;N/A;rbf;1;96,354 $\pm$ 0,84
MTCD;0,4;linear;100;96,094 $\pm$ 1,469
MTCD;0,4;linear;10;96,094 $\pm$ 1,469
MTCD;0,4;sigmoid;10;96,094 $\pm$ 0,959
MTCD;0,4;poly;100;96,042 $\pm$ 1,904
MTCD;0,4;rbf;10;96,146 $\pm$ 2,07
MTCD;0,4;rbf;100;96,146 $\pm$ 2,07
MTCD;0,2;rbf;1;96,146 $\pm$ 1,484
MTCD;0,2;linear;1;96,094 $\pm$ 1,304
MTCD;0,6;poly;100;95,99 $\pm$ 1,866
MTCD;N/A;linear;1;96,042 $\pm$ 1,731
MTCD;0,8;linear;1;96,042 $\pm$ 1,731
MTCD;N/A;poly;10;95,99 $\pm$ 0,681
MTCD;N/A;poly;100;95,99 $\pm$ 0,681
MTCD;0,2;rbf;1;96,25 $\pm$ 0,846
MTCD;0,8;linear;1;95,99 $\pm$ 0,825
MTCD;N/A;linear;1;95,99 $\pm$ 0,825
MTCD;N/A;linear;10;95,99 $\pm$ 1,669
MTCD;0,8;linear;100;95,99 $\pm$ 1,669
MTCD;0,8;linear;10;95,99 $\pm$ 1,669
MTCD;N/A;linear;100;95,99 $\pm$ 1,669
MTCD;0,6;linear;1;96,042 $\pm$ 1,731
MTCD;0,2;linear;1;96,146 $\pm$ 1,127
MTCD;0,6;linear;10;95,99 $\pm$ 1,596
MTCD;0,6;linear;100;95,99 $\pm$ 1,596
MTCD;0,8;sigmoid;100;96,146 $\pm$ 0,667
MTCD;0,6;sigmoid;100;96,094 $\pm$ 0,727
MTCD;0,8;poly;100;95,938 $\pm$ 1,831
MTCD;0,2;rbf;1;96,146 $\pm$ 1,624
MTCD;0,6;linear;1;95,938 $\pm$ 0,814
MTCD;0,4;linear;1;95,99 $\pm$ 1,688
MTCD;0,2;linear;100;95,99 $\pm$ 1,498
MTCD;0,2;linear;10;95,99 $\pm$ 1,498
MTCD;N/A;linear;1;95,99 $\pm$ 1,519
MTCD;0,8;linear;1;95,99 $\pm$ 1,519
MTCD;0,4;linear;10;95,938 $\pm$ 1,801
MTCD;0,4;linear;100;95,938 $\pm$ 1,801
MTCD;0,4;linear;1;95,99 $\pm$ 1,534
MTCD;0,6;linear;1;95,99 $\pm$ 1,519
MTCD;N/A;rbf;1;96,146 $\pm$ 0,729
MTCD;0,8;sigmoid;10;95,573 $\pm$ 0,901
MTCD;N/A;rbf;100;95,885 $\pm$ 1,871
MTCD;0,8;sigmoid;100;95,99 $\pm$ 0,742
MTCD;N/A;rbf;1;96,198 $\pm$ 0,697
MTCD;N/A;poly;10;95,938 $\pm$ 1,696
MTCD;N/A;poly;100;95,938 $\pm$ 1,696
MTCD;0,2;poly;100;95,677 $\pm$ 1,173
MTCD;0,8;sigmoid;1;95,99 $\pm$ 0,742
MTCD;0,6;sigmoid;1;95,99 $\pm$ 0,697
MTCD;0,2;rbf;10;95,885 $\pm$ 1,72
MTCD;0,2;rbf;100;95,885 $\pm$ 1,72
MTCD;0,4;linear;1;95,833 $\pm$ 0,92
MTCD;N/A;linear;1;95,833 $\pm$ 1,517
MTCD;0,2;linear;1;95,781 $\pm$ 1,154
MTCD;0,6;poly;100;95,573 $\pm$ 2,395
MTCD;0,8;linear;1;95,833 $\pm$ 1,517
MTCD;0,6;linear;1;95,833 $\pm$ 1,451
MTCD;N/A;rbf;1;95,938 $\pm$ 0,729
MTCD;0,2;linear;100;95,99 $\pm$ 1,818
MTCD;0,2;linear;10;95,99 $\pm$ 1,818
MTCD;N/A;rbf;100;95,833 $\pm$ 1,58
MTCD;N/A;poly;1;95,885 $\pm$ 1,377
MTCD;0,2;linear;1;95,938 $\pm$ 1,746
MTCD;0,8;poly;100;95,521 $\pm$ 2,332
MTCD;N/A;linear;1;95,833 $\pm$ 1,66
MTCD;0,8;sigmoid;10;95,625 $\pm$ 1,031
MTCD;0,8;linear;1;95,833 $\pm$ 1,66
MTCD;0,2;rbf;1;95,833 $\pm$ 1,151
MTCD;N/A;rbf;100;95,781 $\pm$ 1,714
MTCD;N/A;poly;10;95,833 $\pm$ 1,724
MTCD;N/A;poly;100;95,833 $\pm$ 1,724
MTCD;0,4;poly;100;95,521 $\pm$ 1,127
MTCD;N/A;poly;100;95,781 $\pm$ 1,512
MTCD;N/A;poly;10;95,781 $\pm$ 1,512
MTCD;0,6;sigmoid;100;95,938 $\pm$ 0,699
MTCD;0,6;sigmoid;10;95,417 $\pm$ 0,966
MTCD;N/A;linear;100;95,729 $\pm$ 1,63
MTCD;0,8;linear;10;95,729 $\pm$ 1,63
MTCD;N/A;linear;10;95,729 $\pm$ 1,63
MTCD;0,8;linear;100;95,729 $\pm$ 1,63
MTCD;N/A;rbf;1;95,833 $\pm$ 0,859
MTCD;0,2;rbf;1;95,885 $\pm$ 1,361
MTCD;0,6;linear;10;95,729 $\pm$ 1,831
MTCD;0,6;linear;100;95,729 $\pm$ 1,831
MTCD;N/A;poly;1;95,729 $\pm$ 1,59
MTCD;N/A;rbf;10;95,729 $\pm$ 1,708
MTCD;0,4;poly;100;95,521 $\pm$ 1,963
MTCD;0,2;rbf;1;95,833 $\pm$ 1,132
MTCD;N/A;poly;1;95,677 $\pm$ 0,742
MTCD;0,2;sigmoid;1;95,885 $\pm$ 0,559
MTCD;0,4;linear;10;95,729 $\pm$ 1,65
MTCD;0,4;linear;100;95,729 $\pm$ 1,65
MTCD;0,6;sigmoid;10;95,521 $\pm$ 1,146
MTCD;0,6;linear;1;95,729 $\pm$ 1,506
MTCD;0,4;poly;100;95,625 $\pm$ 1,737
MTCD;0,8;sigmoid;10;95,625 $\pm$ 0,751
MTCD;0,2;rbf;100;95,729 $\pm$ 1,354
MTCD;0,2;rbf;10;95,729 $\pm$ 1,354
MTCD;N/A;rbf;10;95,677 $\pm$ 1,842
MTCD;0,8;poly;100;95,312 $\pm$ 1,183
MTCD;N/A;linear;1;95,729 $\pm$ 2,158
MTCD;0,6;linear;1;95,729 $\pm$ 2,107
MTCD;0,2;linear;1;95,938 $\pm$ 1,067
MTCD;0,6;poly;100;95,312 $\pm$ 1,237
MTCD;0,2;poly;100;95,469 $\pm$ 2,604
MTCD;N/A;poly;1;95,885 $\pm$ 1,945
MTCD;N/A;poly;10;95,885 $\pm$ 1,945
MTCD;N/A;poly;100;95,885 $\pm$ 1,945
MTCD;0,8;sigmoid;1;95,781 $\pm$ 0,426
MTCD;0,6;poly;100;95,521 $\pm$ 1,849
MTCD;0,8;sigmoid;1;95,729 $\pm$ 0,667
MTCD;N/A;linear;100;95,677 $\pm$ 2,096
MTCD;N/A;linear;10;95,677 $\pm$ 2,096
MTCD;0,2;poly;100;95,417 $\pm$ 1,915
MTCD;0,2;linear;1;95,625 $\pm$ 1,699
MTCD;0,8;poly;100;95,469 $\pm$ 1,934
MTCD;0,8;linear;1;95,677 $\pm$ 2,127
MTCD;0,4;sigmoid;100;95,677 $\pm$ 0,936
MTCD;0,6;linear;100;95,625 $\pm$ 2,083
MTCD;0,6;linear;10;95,625 $\pm$ 2,083
MTCD;0,6;sigmoid;1;95,677 $\pm$ 0,697
MTCD;0,6;linear;100;95,625 $\pm$ 1,495
MTCD;0,6;linear;10;95,625 $\pm$ 1,495
MTCD;0,2;rbf;1;95,677 $\pm$ 1,154
MTCD;N/A;poly;1;95,625 $\pm$ 1,875
MTCD;0,8;rbf;100;95,573 $\pm$ 1,714
MTCD;0,8;rbf;10;95,573 $\pm$ 1,714
MTCD;0,8;linear;100;95,625 $\pm$ 2,083
MTCD;0,8;linear;10;95,625 $\pm$ 2,083
MTCD;0,2;rbf;10;95,573 $\pm$ 1,046
MTCD;0,2;rbf;100;95,573 $\pm$ 1,046
MTCD;0,8;sigmoid;100;95,521 $\pm$ 0,477
MTCD;0,6;poly;100;95,365 $\pm$ 2,101
MTCD;0,4;linear;10;95,573 $\pm$ 1,519
MTCD;0,4;linear;100;95,573 $\pm$ 1,519
MTCD;0,8;poly;100;95,365 $\pm$ 2,147
MTCD;N/A;poly;10;95,573 $\pm$ 1,562
MTCD;N/A;poly;100;95,573 $\pm$ 1,562
MTCD;0,4;poly;100;95,312 $\pm$ 1,047
MTCD;0,6;rbf;100;95,521 $\pm$ 1,783
MTCD;0,6;rbf;10;95,521 $\pm$ 1,783
MTCD;0,4;linear;1;95,521 $\pm$ 1,624
MTCD;0,4;poly;100;95,417 $\pm$ 1,259
MTCD;0,4;linear;10;95,573 $\pm$ 2,157
MTCD;0,4;linear;100;95,573 $\pm$ 2,157
MTCD;0,4;sigmoid;100;95,677 $\pm$ 0,97
MTCD;0,2;rbf;100;95,417 $\pm$ 1,188
MTCD;0,2;rbf;10;95,417 $\pm$ 1,188
MTCD;0,2;linear;1;95,573 $\pm$ 1,377
MTCD;N/A;rbf;10;95,469 $\pm$ 1,854
MTCD;0,2;rbf;1;95,521 $\pm$ 1,272
MTCD;N/A;poly;1;95,521 $\pm$ 1,491
MTCD;0,4;linear;1;95,521 $\pm$ 2,192
MTCD;0,2;rbf;1;95,677 $\pm$ 1,2
MTCD;0,6;poly;100;95,156 $\pm$ 2,017
MTCD;0,2;poly;100;95,365 $\pm$ 2,106
MTCD;0,8;linear;100;95,521 $\pm$ 1,562
MTCD;N/A;linear;10;95,521 $\pm$ 1,562
MTCD;0,8;linear;10;95,521 $\pm$ 1,562
MTCD;N/A;linear;100;95,521 $\pm$ 1,562
MTCD;0,6;sigmoid;100;95,417 $\pm$ 0,571
MTCD;0,8;poly;100;95,104 $\pm$ 2,028
MTCD;0,2;linear;10;95,417 $\pm$ 2,109
MTCD;0,2;linear;100;95,417 $\pm$ 2,109
MTCD;0,2;rbf;1;95,469 $\pm$ 2,284
MTCD;0,8;poly;100;95,208 $\pm$ 0,988
MTCD;0,6;sigmoid;10;95,156 $\pm$ 1,454
MTCD;0,8;sigmoid;10;95,156 $\pm$ 1,454
MTCD;0,4;poly;100;95,156 $\pm$ 2,265
MTCD;0,2;linear;10;95,469 $\pm$ 1,209
MTCD;0,2;linear;100;95,469 $\pm$ 1,209
MTCD;0,6;sigmoid;1;95,521 $\pm$ 0,477
MTCD;0,2;sigmoid;10;95,469 $\pm$ 1,27
MTCD;0,6;poly;100;95,312 $\pm$ 2,621
MTCD;0,4;poly;100;95 $\pm$ 0,988
MTCD;0,6;poly;100;95,156 $\pm$ 1,025
MTCD;0,2;poly;10;95,208 $\pm$ 1,538
MTCD;0,4;poly;100;95,312 $\pm$ 2,621
MTCD;0,6;sigmoid;10;95,312 $\pm$ 0,89
MTCD;0,8;poly;100;95,26 $\pm$ 2,57
MTCD;0,8;rbf;100;95,312 $\pm$ 1,297
MTCD;0,8;rbf;10;95,312 $\pm$ 1,297
MTCD;0,6;rbf;100;95,312 $\pm$ 1,354
MTCD;0,6;rbf;10;95,312 $\pm$ 1,354
MTCD;N/A;rbf;1;95,573 $\pm$ 1,928
MTCD;0,2;poly;100;95,208 $\pm$ 1,25
MTCD;0,4;linear;100;95,469 $\pm$ 1,788
MTCD;0,4;linear;10;95,469 $\pm$ 1,788
MTCD;N/A;rbf;10;95,469 $\pm$ 1,72
MTCD;0,2;rbf;100;95,417 $\pm$ 2,474
MTCD;0,2;rbf;10;95,417 $\pm$ 2,474
MTCD;0,6;poly;100;94,896 $\pm$ 0,914
MTCD;N/A;rbf;10;95,417 $\pm$ 1,647
MTCD;0,2;poly;100;95,156 $\pm$ 2,566
MTCD;N/A;linear;100;95,417 $\pm$ 1,822
MTCD;N/A;linear;10;95,417 $\pm$ 1,822
MTCD;0,8;linear;10;95,417 $\pm$ 1,822
MTCD;0,8;linear;100;95,417 $\pm$ 1,822
MTCD;0,4;linear;1;95,312 $\pm$ 1,59
MTCD;0,8;poly;100;94,896 $\pm$ 0,914
MTCD;0,4;poly;10;95,104 $\pm$ 1,979
MTCD;0,6;linear;10;95,417 $\pm$ 1,822
MTCD;0,6;linear;100;95,417 $\pm$ 1,822
MTCD;0,4;rbf;100;95,312 $\pm$ 2,054
MTCD;0,4;rbf;10;95,312 $\pm$ 2,054
MTCD;0,2;poly;100;94,948 $\pm$ 1,377
MTCD;N/A;rbf;100;95,365 $\pm$ 1,623
MTCD;0,8;linear;1;95,312 $\pm$ 1,918
MTCD;N/A;linear;1;95,312 $\pm$ 1,918
MTCD;0,4;rbf;10;95,26 $\pm$ 1,945
MTCD;0,4;rbf;100;95,26 $\pm$ 1,945
MTCD;0,6;linear;1;95,312 $\pm$ 2,012
MTCD;0,8;rbf;100;95,365 $\pm$ 1,86
MTCD;0,8;rbf;10;95,365 $\pm$ 1,86
MTCD;0,6;rbf;100;95,365 $\pm$ 1,86
MTCD;0,6;rbf;10;95,365 $\pm$ 1,86
MTCD;0,4;linear;1;95,417 $\pm$ 2,014
MTCD;0,2;poly;100;95,26 $\pm$ 1,758
MTCD;0,6;poly;10;95 $\pm$ 1,822
MTCD;N/A;rbf;100;95,312 $\pm$ 1,849
MTCD;0,6;linear;1;95,26 $\pm$ 1,454
MTCD;0,8;linear;1;95,26 $\pm$ 1,454
MTCD;N/A;linear;1;95,26 $\pm$ 1,454
MTCD;0,4;poly;100;94,896 $\pm$ 1,624
MTCD;0,4;sigmoid;1;95,26 $\pm$ 0,497
MTCD;0,2;linear;1;95,104 $\pm$ 0,938
MTCD;0,6;poly;100;95,052 $\pm$ 1,27
MTCD;0,6;rbf;1;95,312 $\pm$ 2,178
MTCD;0,4;linear;1;95,208 $\pm$ 1,374
MTCD;0,4;sigmoid;10;95,156 $\pm$ 1,035
MTCD;0,4;sigmoid;1;95,208 $\pm$ 1,062
MTCD;0,6;rbf;1;95,312 $\pm$ 1,67
MTCD;N/A;poly;1;95,156 $\pm$ 1,526
MTCD;0,4;rbf;10;95,208 $\pm$ 1,904
MTCD;0,4;rbf;100;95,208 $\pm$ 1,904
MTCD;0,8;rbf;1;95,26 $\pm$ 2,241
MTCD;0,8;poly;100;94,948 $\pm$ 1,262
MTCD;0,4;poly;10;94,844 $\pm$ 2
MTCD;0,4;rbf;1;95,26 $\pm$ 1,72
MTCD;0,4;rbf;10;95,052 $\pm$ 1,461
MTCD;0,4;rbf;100;95,052 $\pm$ 1,461
MTCD;0,8;poly;10;94,844 $\pm$ 1,776
MTCD;N/A;rbf;1;95,417 $\pm$ 1,822
MTCD;0,2;sigmoid;100;95,104 $\pm$ 1,272
MTCD;0,2;linear;100;95,104 $\pm$ 1,219
MTCD;0,2;linear;10;95,104 $\pm$ 1,219
MTCD;0,8;rbf;100;95,104 $\pm$ 2,232
MTCD;0,6;rbf;100;95,104 $\pm$ 2,232
MTCD;0,8;rbf;10;95,104 $\pm$ 2,232
MTCD;0,6;rbf;10;95,104 $\pm$ 2,232
MTCD;0,6;rbf;1;95,26 $\pm$ 1,182
MTCD;0,8;linear;1;95,26 $\pm$ 1,989
MTCD;N/A;linear;1;95,26 $\pm$ 1,989
MTCD;0,6;linear;1;95,26 $\pm$ 1,989
MTCD;0,8;rbf;100;95,052 $\pm$ 1,788
MTCD;0,8;rbf;10;95,052 $\pm$ 1,788
MTCD;0,6;rbf;10;95,052 $\pm$ 1,788
MTCD;0,6;rbf;100;95,052 $\pm$ 1,788
MTCD;0,4;sigmoid;10;94,74 $\pm$ 1,353
MTCD;0,8;rbf;1;95,208 $\pm$ 1,712
MTCD;0,2;linear;10;95 $\pm$ 1,451
MTCD;0,2;linear;100;95 $\pm$ 1,451
MTCD;0,2;poly;100;94,792 $\pm$ 1,552
MTCD;N/A;poly;100;95,104 $\pm$ 1,201
MTCD;N/A;poly;10;95,104 $\pm$ 1,201
MTCD;0,6;poly;100;94,74 $\pm$ 1,476
MTCD;0,6;rbf;100;95,156 $\pm$ 2,038
MTCD;0,6;rbf;10;95,156 $\pm$ 2,038
MTCD;0,4;rbf;1;95,156 $\pm$ 2,373
MTCD;0,2;linear;10;94,948 $\pm$ 0,665
MTCD;0,2;linear;100;94,948 $\pm$ 0,665
MTCD;0,4;sigmoid;1;95,052 $\pm$ 0,539
MTCD;0,8;rbf;10;95,104 $\pm$ 2,086
MTCD;0,8;rbf;100;95,104 $\pm$ 2,086
MTCD;0,8;poly;100;94,635 $\pm$ 1,476
MTCD;0,8;rbf;1;95,156 $\pm$ 1,253
MTCD;0,2;linear;1;95 $\pm$ 1,81
MTCD;0,4;linear;1;95 $\pm$ 1,96
MTCD;0,4;sigmoid;10;94,479 $\pm$ 1,127
MTCD;0,6;poly;10;94,635 $\pm$ 2,137
MTCD;0,4;rbf;10;95,052 $\pm$ 1,934
MTCD;0,4;rbf;100;95,052 $\pm$ 1,934
MTCD;0,4;rbf;10;94,948 $\pm$ 1,676
MTCD;0,4;rbf;100;94,948 $\pm$ 1,676
MTCD;N/A;poly;1;94,948 $\pm$ 1,126
MTCD;0,8;sigmoid;100;94,479 $\pm$ 0,598
MTCD;0,4;poly;10;94,583 $\pm$ 1,693
MTCD;0,4;poly;10;94,531 $\pm$ 2,368
MTCD;0,2;rbf;1;95,052 $\pm$ 1,562
MTCD;0,8;poly;10;94,531 $\pm$ 2,07
MTCD;0,2;sigmoid;1;94,792 $\pm$ 0,92
MTCD;0,6;poly;10;94,688 $\pm$ 2,308
MTCD;0,4;poly;10;94,688 $\pm$ 2,405
MTCD;0,8;poly;10;94,479 $\pm$ 2,511
MTCD;0,4;sigmoid;100;94,688 $\pm$ 0,699
MTCD;0,2;linear;100;94,896 $\pm$ 1,683
MTCD;0,2;linear;10;94,896 $\pm$ 1,683
MTCD;0,6;poly;10;94,479 $\pm$ 2,511
MTCD;0,8;poly;10;94,635 $\pm$ 2,265
MTCD;0,6;sigmoid;100;94,375 $\pm$ 0,765
MTCD;N/A;poly;100;94,948 $\pm$ 1,967
MTCD;N/A;poly;10;94,948 $\pm$ 1,967
MTCD;0,8;poly;100;94,115 $\pm$ 1,984
MTCD;N/A;poly;1;94,948 $\pm$ 1,928
MTCD;0,6;poly;100;94,115 $\pm$ 2,085
MTCD;N/A;poly;1;94,792 $\pm$ 1,68
MTCD;N/A;poly;100;94,792 $\pm$ 1,627
MTCD;N/A;poly;10;94,792 $\pm$ 1,627
MTCD;0,2;poly;100;94,688 $\pm$ 2,541
MTCD;0,4;rbf;1;94,948 $\pm$ 1,361
MTCD;0,4;poly;100;94,115 $\pm$ 1,758
MTCD;N/A;rbf;100;94,635 $\pm$ 0,97
MTCD;0,2;poly;10;94,427 $\pm$ 1,245
MTCD;0,4;poly;10;94,375 $\pm$ 1,334
MTCD;0,6;rbf;10;94,688 $\pm$ 1,491
MTCD;0,6;rbf;100;94,688 $\pm$ 1,491
MTCD;0,4;rbf;100;94,688 $\pm$ 1,447
MTCD;0,4;rbf;10;94,688 $\pm$ 1,447
MTCD;0,2;linear;100;94,74 $\pm$ 1,408
MTCD;0,2;linear;10;94,74 $\pm$ 1,408
MTCD;0,2;linear;100;94,74 $\pm$ 1,764
MTCD;0,2;linear;10;94,74 $\pm$ 1,764
MTCD;0,6;sigmoid;10;94,583 $\pm$ 1,206
MTCD;0,2;rbf;1;94,792 $\pm$ 1,822
MTCD;0,4;poly;10;94,427 $\pm$ 1,889
MTCD;0,2;linear;1;94,792 $\pm$ 2,21
MTCD;0,8;rbf;10;94,635 $\pm$ 1,469
MTCD;0,8;rbf;100;94,635 $\pm$ 1,469
MTCD;0,8;poly;10;94,167 $\pm$ 1,762
MTCD;0,8;sigmoid;10;94,531 $\pm$ 1,116
MTCD;N/A;rbf;1;94,844 $\pm$ 1,848
MTCD;0,8;poly;10;94,323 $\pm$ 1,582
MTCD;0,4;poly;10;94,219 $\pm$ 2,085
MTCD;0,2;sigmoid;1;94,635 $\pm$ 0,271
MTCD;0,2;linear;1;94,74 $\pm$ 1,369
MTCD;0,2;linear;1;94,635 $\pm$ 1,9
MTCD;0,8;sigmoid;100;94,479 $\pm$ 1,272
MTCD;0,6;rbf;1;94,792 $\pm$ 1,846
MTCD;0,6;poly;10;94,323 $\pm$ 1,794
MTCD;0,6;poly;10;94,115 $\pm$ 1,842
MTCD;0,6;poly;10;94,219 $\pm$ 1,209
MTCD;0,8;rbf;100;94,635 $\pm$ 1,491
MTCD;0,6;rbf;10;94,635 $\pm$ 1,491
MTCD;0,8;rbf;10;94,635 $\pm$ 1,491
MTCD;0,6;rbf;100;94,635 $\pm$ 1,491
MTCD;0,6;poly;10;94,271 $\pm$ 1,604
MTCD;0,2;rbf;100;94,635 $\pm$ 2,127
MTCD;0,2;rbf;10;94,635 $\pm$ 2,127
MTCD;0,2;poly;10;94,115 $\pm$ 2,475
MTCD;0,2;linear;1;94,583 $\pm$ 2,014
MTCD;0,8;poly;100;93,854 $\pm$ 1,759
MTCD;0,6;poly;100;93,854 $\pm$ 1,872
MTCD;0,2;poly;10;94,323 $\pm$ 2,207
MTCD;0,4;linear;100;94,688 $\pm$ 1,228
MTCD;0,4;linear;10;94,688 $\pm$ 1,228
MTCD;0,8;rbf;1;94,74 $\pm$ 1,877
MTCD;0,2;linear;1;94,688 $\pm$ 2,023
MTCD;0,2;linear;1;94,635 $\pm$ 1,424
MTCD;0,4;rbf;1;94,688 $\pm$ 1,746
MTCD;0,4;poly;10;94,167 $\pm$ 1,224
MTCD;0,2;poly;10;94,167 $\pm$ 2,229
MTCD;0,8;poly;10;94,167 $\pm$ 1,834
MTCD;0,4;sigmoid;10;94,271 $\pm$ 1,542
MTCD;0,8;sigmoid;10;94,427 $\pm$ 1,2
MTCD;0,4;poly;100;93,958 $\pm$ 2,296
MTCD;0,8;poly;10;94,115 $\pm$ 1,106
MTCD;N/A;rbf;10;94,479 $\pm$ 1,078
MTCD;0,2;sigmoid;10;94,375 $\pm$ 0,691
MTCD;0,6;sigmoid;100;94,219 $\pm$ 1,209
MTCD;0,2;rbf;100;94,375 $\pm$ 1,718
MTCD;0,6;poly;10;94,062 $\pm$ 1,036
MTCD;N/A;linear;100;94,531 $\pm$ 1,321
MTCD;0,8;linear;100;94,531 $\pm$ 1,321
MTCD;0,8;linear;10;94,531 $\pm$ 1,321
MTCD;N/A;linear;10;94,531 $\pm$ 1,321
MTCD;0,6;linear;10;94,531 $\pm$ 1,321
MTCD;0,6;linear;100;94,531 $\pm$ 1,321
MTCD;0,4;sigmoid;100;94,167 $\pm$ 1,169
MTCD;0,4;rbf;100;94,427 $\pm$ 1,623
MTCD;0,4;rbf;10;94,427 $\pm$ 1,623
MTCD;0,2;rbf;1;94,479 $\pm$ 1,783
MTCD;0,2;rbf;100;94,323 $\pm$ 1,454
MTCD;0,8;poly;10;94,01 $\pm$ 1,003
MTCD;0,8;sigmoid;10;94,219 $\pm$ 0,959
MTCD;0,2;poly;100;93,958 $\pm$ 2,068
MTCD;0,2;rbf;10;94,271 $\pm$ 1,849
MTCD;0,2;poly;10;94,062 $\pm$ 2,285
MTCD;0,2;linear;10;94,323 $\pm$ 2,418
MTCD;0,2;linear;100;94,323 $\pm$ 2,418
MTCD;0,8;poly;100;93,802 $\pm$ 2,157
MTCD;N/A;rbf;1;94,583 $\pm$ 1,495
MTCD;N/A;rbf;1;94,479 $\pm$ 1,37
MTCD;0,4;sigmoid;10;94,115 $\pm$ 1,304
MTCD;0,2;poly;100;93,906 $\pm$ 1,86
MTCD;0,4;sigmoid;100;93,75 $\pm$ 0,737
MTCD;0,2;rbf;100;94,323 $\pm$ 1,8
MTCD;0,4;poly;100;93,958 $\pm$ 2,18
MTCD;0,6;sigmoid;10;94,062 $\pm$ 1,036
MTCD;0,4;poly;100;93,854 $\pm$ 2,086
MTCD;0,4;linear;1;94,219 $\pm$ 1,337
MTCD;0,6;linear;1;94,271 $\pm$ 1,288
MTCD;0,2;linear;1;94,271 $\pm$ 2,023
MTCD;0,2;rbf;10;94,271 $\pm$ 1,872
MTCD;0,8;linear;1;94,271 $\pm$ 1,288
MTCD;N/A;linear;1;94,271 $\pm$ 1,288
MTCD;0,2;rbf;100;94,115 $\pm$ 1,498
MTCD;0,2;rbf;10;94,115 $\pm$ 1,498
MTCD;0,6;poly;100;93,854 $\pm$ 2,256
MTCD;0,2;rbf;1;94,219 $\pm$ 1,377
MTCD;0,2;sigmoid;100;94,062 $\pm$ 0,699
MTCD;0,6;poly;100;93,698 $\pm$ 2,111
MTCD;0,6;rbf;1;94,323 $\pm$ 2,101
MTCD;0,2;rbf;10;94,167 $\pm$ 1,68
MTCD;0,2;rbf;100;94,167 $\pm$ 1,68
MTCD;0,2;poly;100;93,802 $\pm$ 2,497
MTCD;N/A;rbf;1;94,323 $\pm$ 1,708
MTCD;0,2;poly;100;93,802 $\pm$ 2,312
MTCD;N/A;poly;100;94,115 $\pm$ 0,936
MTCD;N/A;poly;10;94,115 $\pm$ 0,936
MTCD;0,2;linear;100;94,271 $\pm$ 1,394
MTCD;0,2;linear;10;94,271 $\pm$ 1,394
MTCD;0,4;linear;100;94,219 $\pm$ 2,298
MTCD;0,4;linear;10;94,219 $\pm$ 2,298
MTCD;0,2;poly;10;93,646 $\pm$ 2,405
MTCD;0,2;poly;10;93,698 $\pm$ 1,154
MTCD;0,6;sigmoid;10;94,01 $\pm$ 1,236
MTCD;0,2;poly;10;93,854 $\pm$ 0,814
MTCD;0,4;poly;10;93,698 $\pm$ 1,096
MTCD;0,2;rbf;10;94,01 $\pm$ 1,643
MTCD;0,8;rbf;1;94,271 $\pm$ 2,147
MTCD;N/A;poly;1;94,01 $\pm$ 0,864
MTCD;N/A;rbf;100;93,958 $\pm$ 1,112
MTCD;0,8;poly;10;93,542 $\pm$ 0,846
MTCD;0,6;poly;10;93,542 $\pm$ 0,846
MTCD;0,4;sigmoid;10;93,854 $\pm$ 1,192
MTCD;0,8;poly;100;93,646 $\pm$ 2,192
MTCD;0,8;sigmoid;100;93,698 $\pm$ 1,8
MTCD;N/A;rbf;10;93,906 $\pm$ 1,066
MTCD;N/A;linear;100;94,115 $\pm$ 2,317
MTCD;N/A;linear;10;94,115 $\pm$ 2,317
MTCD;0,4;linear;1;94,115 $\pm$ 2,172
MTCD;N/A;linear;1;94,115 $\pm$ 2,147
MTCD;0,8;linear;1;94,115 $\pm$ 2,147
MTCD;0,6;sigmoid;100;93,646 $\pm$ 1,918
MTCD;0,8;linear;100;94,062 $\pm$ 2,378
MTCD;0,8;linear;10;94,062 $\pm$ 2,378
MTCD;N/A;rbf;100;93,906 $\pm$ 0,888
MTCD;0,2;linear;1;93,958 $\pm$ 1,593
MTCD;0,2;rbf;10;93,802 $\pm$ 1,77
MTCD;0,2;rbf;100;93,802 $\pm$ 1,77
MTCD;0,6;linear;1;94,062 $\pm$ 2,158
MTCD;N/A;poly;10;93,958 $\pm$ 1,031
MTCD;N/A;poly;100;93,958 $\pm$ 1,031
MTCD;0,2;poly;10;93,646 $\pm$ 2,472
MTCD;0,4;poly;10;93,281 $\pm$ 1,596
MTCD;0,8;sigmoid;100;93,385 $\pm$ 1,476
MTCD;0,2;sigmoid;100;93,854 $\pm$ 1,183
MTCD;0,6;linear;10;94,01 $\pm$ 2,373
MTCD;0,6;linear;100;94,01 $\pm$ 2,373
MTCD;0,4;rbf;1;94,01 $\pm$ 1,86
MTCD;0,8;poly;10;93,125 $\pm$ 1,51
MTCD;0,6;poly;10;93,125 $\pm$ 1,421
MTCD;0,2;poly;10;93,438 $\pm$ 2,332
MTCD;0,2;sigmoid;1;93,802 $\pm$ 0,697
MTCD;0,4;poly;10;93,49 $\pm$ 2,207
MTCD;0,2;sigmoid;1;93,646 $\pm$ 1,305
MTCD;0,4;linear;10;93,958 $\pm$ 1,35
MTCD;0,4;linear;100;93,958 $\pm$ 1,35
MTCD;0,4;poly;100;93,073 $\pm$ 2,754
